Date,SBC_Delay,weather_code_SBC,Temperature_SBC,Wind_Speed_SBC,Distance_travelled_SBC,MWM_Delay,weather_code_MWM,Temperature_MWM,Wind_Speed_MWM,Distance_travelled_MWM,YPR_Delay,weather_code_YPR,Temperature_YPR,Wind_Speed_YPR,Distance_travelled_YPR,BAW_Delay,weather_code_BAW,Temperature_BAW,Wind_Speed_BAW,Distance_travelled_BAW,SDVL_Delay,weather_code_SDVL,Temperature_SDVL,Wind_Speed_SDVL,Distance_travelled_SDVL,GHL_Delay,weather_code_GHL,Temperature_GHL,Wind_Speed_GHL,Distance_travelled_GHL,BNKH_Delay,weather_code_BNKH,Temperature_BNKH,Wind_Speed_BNKH,Distance_travelled_BNKH,DBL_Delay,weather_code_DBL,Temperature_DBL,Wind_Speed_DBL,Distance_travelled_DBL,MDLL_Delay,weather_code_MDLL,Temperature_MDLL,Wind_Speed_MDLL,Distance_travelled_MDLL,NDV_Delay,weather_code_NDV,Temperature_NDV,Wind_Speed_NDV,Distance_travelled_NDV,DBS_Delay,weather_code_DBS,Temperature_DBS,Wind_Speed_DBS,Distance_travelled_DBS,HHL_Delay,weather_code_HHL,Temperature_HHL,Wind_Speed_HHL,Distance_travelled_HHL,KIAT_Delay,weather_code_KIAT,Temperature_KIAT,Wind_Speed_KIAT,Distance_travelled_KIAT,TK_Delay,weather_code_TK,Temperature_TK,Wind_Speed_TK,Distance_travelled_TK
02/03/24,4,3.0,25.227585,18.899143,,3,3.0,25.123583,18.899143,,14,3.0,25.162666,18.626305,,13,3.0,25.535833,18.075441,,13,3.0,25.547335,17.654688,,15,3.0,25.385162,18.328207,,13.0,3.0,25.360167,18.440998,,12.0,3.0,25.501917,19.453327,,11.0,3.0,25.648745,20.018072,,13.0,3.0,25.596748,20.018072,,11.0,3.0,25.583748,20.018072,,12.0,3.0,25.891832,19.586119,,11.0,3.0,26.192587,19.083395,,-5.0,3.0,26.069666,18.472595,
03/03/24,9,3.0,25.546333,17.072504,,8,3.0,25.44233,17.072504,,11,3.0,25.448084,17.727943,,12,3.0,25.777504,14.512064,,10,2.0,25.85775,14.386494,,13,3.0,25.591413,14.57889,,13.0,3.0,25.37892,11.384198,,13.0,3.0,25.687338,14.277983,,11.0,3.0,25.74042,14.654254,,13.0,3.0,25.688417,14.654254,,11.0,3.0,25.675417,14.654254,,13.0,2.0,26.120996,16.199999,,11.0,2.0,26.44883,18.892282,,-11.0,3.0,26.588419,19.171478,
04/03/24,3,3.0,26.675499,17.388409,,2,3.0,26.571497,17.388409,,7,3.0,26.646002,17.373497,,10,3.0,27.025415,16.45007,,9,3.0,26.939001,15.1884165,,10,3.0,26.701836,13.979872,,9.0,3.0,26.562254,16.489416,,6.0,3.0,26.829002,18.218275,,0.0,3.0,26.892502,20.421871,,4.0,3.0,26.840502,20.421871,,0.0,3.0,26.827501,20.421871,,2.0,3.0,27.000168,20.972897,,0.0,3.0,27.253,19.914215,,-19.0,3.0,27.20092,19.770523,
05/03/24,1,3.0,26.890083,20.808498,,0,3.0,26.786085,20.808498,,3,3.0,26.871,19.969458,,3,3.0,27.210833,21.273533,,2,3.0,27.349419,19.721298,,2,3.0,27.237251,17.873554,,2.0,3.0,27.218498,16.485485,,0.0,3.0,27.322754,18.218275,,0.0,3.0,27.465416,19.878391,,0.0,3.0,27.413414,19.878391,,0.0,3.0,27.400415,19.878391,,0.0,3.0,27.754333,19.272614,,3.0,3.0,28.111338,19.513195,,-12.0,3.0,28.175917,19.652176,
06/03/24,7,3.0,27.142168,19.969458,,6,3.0,27.038168,19.969458,,13,3.0,26.975166,20.018072,,13,3.0,27.173334,19.513195,,12,3.0,27.243166,19.083395,,13,3.0,27.183083,19.469976,,12.0,3.0,27.18725,17.595861,,11.0,3.0,27.228998,18.671474,,0.0,3.0,27.140417,19.770523,,11.0,3.0,27.088417,19.770523,,0.0,3.0,27.075417,19.770523,,11.0,3.0,27.268915,18.892282,,9.0,3.0,27.613417,18.218275,,-10.0,3.0,27.384253,16.489416,
07/03/24,0,3.0,27.310919,15.463246,,0,3.0,27.206915,15.463246,,9,3.0,27.1835,14.33234,,12,3.0,27.123331,13.661038,,11,3.0,26.939003,12.758432,,13,3.0,26.801836,13.37825,,11.0,1.0,26.662247,15.509274,,12.0,1.0,27.018587,16.075521,,0.0,2.0,27.132082,17.10284,,13.0,2.0,27.080084,17.10284,,13.0,2.0,27.067083,17.10284,,12.0,2.0,27.11892,17.0763,,13.0,3.0,27.54883,15.124284,,-10.0,3.0,27.271751,14.529915,
08/03/24,10,3.0,27.079666,14.81259,,9,3.0,26.975664,14.81259,,11,3.0,27.020998,16.42247,,10,3.0,27.373331,15.807239,,9,3.0,27.489004,15.683774,,10,3.0,27.2435,16.199999,,9.0,3.0,26.993498,15.990646,,4.0,3.0,27.035254,18.218275,,0.0,3.0,27.113333,17.935081,,9.0,3.0,27.06133,17.935081,,9.0,3.0,27.048332,17.935081,,8.0,2.0,27.31267,17.84816,,5.0,3.0,27.527998,19.469976,,-16.0,3.0,27.330084,18.584509,
09/03/24,1,3.0,27.86925,17.884428,,0,3.0,27.76525,17.884428,,12,3.0,27.85641,18.374111,,12,3.0,28.275415,17.283749,,11,3.0,28.384836,16.78156,,12,3.0,28.23725,17.373497,,11.0,3.0,28.101835,15.141414,,11.0,3.0,28.206085,17.283749,,9.0,3.0,28.236252,18.218275,,11.0,3.0,28.184252,18.218275,,9.0,3.0,28.171251,18.218275,,11.0,3.0,28.408495,19.35314,,12.0,3.0,28.803003,20.808498,,-7.0,3.0,28.842585,17.654688,
10/03/24,1,3.0,27.42967,22.476227,,0,3.0,27.325666,22.476227,,7,3.0,27.333496,20.63023,,7,3.0,27.798334,17.10284,,6,3.0,27.897333,17.174677,,10,3.0,27.783087,17.873556,,0.0,3.0,27.80808,17.713316,,12.0,3.0,27.91025,18.440998,,11.0,3.0,28.14667,18.504139,,14.0,3.0,28.094667,18.504139,,14.0,3.0,28.081667,18.504139,,14.0,3.0,28.581415,18.947083,,10.0,3.0,28.890505,18.668005,,-10.0,3.0,28.86133,17.015474,
11/03/24,1,3.0,27.063002,19.64228,,0,3.0,26.958998,19.64228,,2,3.0,26.987663,18.847641,,3,3.0,27.460836,18.204042,,0,3.0,27.53483,16.09969,,4,3.0,27.380999,15.0038395,,4.0,3.0,27.355997,14.88242,,3.0,3.0,27.441498,16.870138,,0.0,3.0,27.64875,16.92383,,3.0,3.0,27.596748,16.92383,,3.0,3.0,27.583748,16.92383,,2.0,3.0,28.121,18.218275,,0.0,3.0,28.48842,18.581022,,-23.0,3.0,28.480085,16.79314,
12/03/24,2,3.0,27.50675,16.831684,,0,3.0,27.402748,16.831684,,5,3.0,27.470999,15.7908325,,4,3.0,27.823336,13.363711,,3,3.0,27.853582,12.768586,,8,3.0,27.614332,13.708391,,8.0,3.0,27.653913,14.154915,,5.0,3.0,27.770668,15.941944,,6.0,3.0,28.065416,17.786331,,5.0,3.0,28.01342,17.786331,,0.0,3.0,28.00042,17.786331,,5.0,3.0,28.448082,16.375053,,3.0,3.0,28.600916,18.03237,,-11.0,3.0,28.588415,16.704155,
13/03/24,14,3.0,28.023415,16.80857,,13,3.0,27.919413,16.80857,,19,3.0,28.073084,17.84816,,18,3.0,28.385834,15.778516,,17,3.0,28.46192,15.30741,,19,3.0,28.458082,15.349684,,17.0,3.0,28.401833,14.336861,,14.0,3.0,28.485258,16.595179,,0.0,3.0,28.413332,17.339897,,14.0,3.0,28.361336,17.339897,,14.0,3.0,28.348337,17.339897,,11.0,3.0,28.510582,14.007655,,10.0,3.0,28.575914,14.33234,,-10.0,3.0,28.498833,12.72283,
14/03/24,0,3.0,28.09842,15.7908325,,0,3.0,27.994415,15.7908325,,3,51.0,28.056417,16.610792,,2,51.0,28.229584,15.807239,,2,1.0,28.151503,16.87398,,3,1.0,27.985168,15.683774,,2.0,51.0,27.741415,15.03835,,2.0,51.0,27.931082,17.555307,,0.0,2.0,27.975838,15.9134655,,3.0,2.0,27.923836,15.9134655,,3.0,2.0,27.910837,15.9134655,,0.0,1.0,28.141836,11.269782,,4.0,3.0,28.519669,10.799999,,0.0,3.0,28.198832,9.021574,
15/03/24,9,3.0,28.594252,19.64228,,8,3.0,28.490248,19.64228,,13,3.0,28.600164,20.390114,,12,3.0,29.037918,16.299694,,12,3.0,29.103582,14.799459,,12,3.0,28.841415,14.512064,,12.0,3.0,28.583084,13.18308,,8.0,3.0,28.501917,15.379206,,8.0,3.0,28.321669,16.055353,,7.0,3.0,28.269667,16.055353,,8.0,3.0,28.256666,16.055353,,6.0,3.0,28.32933,15.484185,,4.0,3.0,28.56133,17.373497,,-20.0,51.0,28.482168,16.831684,
16/03/24,0,3.0,28.1005,17.782686,,0,3.0,27.996498,17.782686,,3,3.0,28.060583,16.981165,,3,3.0,28.504585,15.509274,,2,3.0,28.441084,14.512064,,7,3.0,28.214334,16.135872,,7.0,3.0,28.228912,15.530151,,4.0,3.0,28.316504,17.339897,,5.0,3.0,28.265419,17.566378,,4.0,3.0,28.213417,17.566378,,0.0,3.0,28.200417,17.566378,,4.0,3.0,28.298086,18.391737,,0.0,3.0,28.598833,18.584509,,-19.0,3.0,28.394667,17.072504,
17/03/24,15,2.0,27.242167,19.376562,,14,2.0,27.138166,19.376562,,14,2.0,27.258501,19.914215,,15,1.0,27.754585,19.008545,,13,2.0,27.807753,17.935081,,13,2.0,27.62475,16.489416,,13.0,3.0,27.626837,17.713316,,11.0,3.0,27.764418,18.440998,,11.0,3.0,27.88,18.075441,,9.0,3.0,27.828003,18.075441,,9.0,3.0,27.815002,18.075441,,5.0,3.0,28.270996,18.504139,,5.0,3.0,28.561335,17.84816,,0.0,3.0,28.652998,18.374111,
18/03/24,14,3.0,27.340086,15.629971,,13,3.0,27.236084,15.629971,,14,3.0,27.325167,17.072504,,15,3.0,27.739998,15.546833,,0,3.0,27.7015,13.493999,,15,2.0,27.614332,13.004922,,15.0,2.0,27.560167,14.264361,,14.0,3.0,27.833166,18.161278,,13.0,3.0,27.95917,19.881649,,13.0,3.0,27.907171,19.881649,,13.0,3.0,27.89417,19.881649,,12.0,3.0,28.18975,20.018072,,13.0,3.0,28.484247,19.862083,,-6.0,3.0,28.323835,17.566378,
19/03/24,1,3.0,27.148415,20.316889,,0,3.0,27.044416,20.316889,,7,2.0,27.046,20.26899,,6,3.0,27.54,19.483284,,6,3.0,27.561914,18.532135,,6,3.0,27.39975,17.782686,,6.0,3.0,27.210169,14.081477,,3.0,3.0,27.518585,16.641972,,2.0,3.0,27.655,17.84816,,3.0,3.0,27.602999,17.84816,,2.0,3.0,27.590002,17.84816,,2.0,3.0,27.837671,18.335276,,0.0,3.0,28.317587,17.884428,,-20.0,3.0,28.219666,16.80857,
20/03/24,2,3.0,27.206749,18.837322,,0,3.0,27.102747,18.837322,,2,3.0,27.22725,18.057508,,1,2.0,27.575415,17.555307,,0,2.0,27.576502,16.75064,,2,3.0,27.43725,17.974781,,0.0,2.0,27.333084,17.0763,,0.0,3.0,27.456083,19.134262,,0.0,3.0,27.659164,18.584509,,1.0,3.0,27.607168,18.584509,,0.0,3.0,27.59417,18.584509,,0.0,3.0,27.950163,19.33639,,0.0,2.0,28.280085,19.008547,,-23.0,1.0,28.225916,17.87718,
21/03/24,1,3.0,25.81717,19.592731,,0,3.0,25.713165,19.592731,,1,2.0,25.702253,18.919704,,0,3.0,26.248331,17.193533,,0,2.0,26.228584,16.279802,,1,3.0,26.047668,15.716793,,0.0,2.0,26.060165,15.778518,,0.0,3.0,26.07692,17.388409,,0.0,2.0,26.327919,17.87718,,2.0,2.0,26.275917,17.87718,,0.0,2.0,26.262918,17.87718,,2.0,1.0,26.7835,16.78156,,0.0,1.0,27.015501,15.94601,,-21.0,3.0,27.244667,15.315873,
22/03/24,9,2.0,26.840082,15.0038395,,8,2.0,26.736084,15.0038395,,9,3.0,26.664747,15.077082,,9,3.0,27.146248,13.70839,,8,3.0,27.074417,13.049689,,10,3.0,26.870584,13.584932,,8.0,3.0,26.908081,15.256526,,8.0,2.0,26.918585,15.94601,,0.0,3.0,27.105001,16.055355,,9.0,3.0,27.053,16.055355,,0.0,3.0,27.04,16.055355,,9.0,3.0,27.51683,16.870138,,7.0,1.0,27.686333,18.089775,,-14.0,1.0,27.838417,17.148247,
23/03/24,2,2.0,27.352585,18.806337,,0,2.0,27.248583,18.806337,,4,3.0,27.285582,17.414476,,3,3.0,27.733751,17.072504,,3,3.0,27.716082,16.610792,,7,3.0,27.516418,15.021105,,7.0,1.0,27.464333,15.281989,,6.0,0.0,27.51233,17.654688,,5.0,0.0,27.67375,16.870138,,12.0,0.0,27.62175,16.870138,,12.0,0.0,27.608751,16.870138,,16.0,1.0,28.095999,17.84816,,14.0,0.0,28.305082,17.581125,,-7.0,0.0,28.378,16.704155,
24/03/24,1,3.0,27.452585,17.227419,,0,3.0,27.348581,17.227419,,1,3.0,27.3835,17.298738,,1,3.0,27.827501,16.267857,,0,3.0,27.851501,16.808569,,5,3.0,27.699753,16.575644,,0.0,3.0,27.651834,16.575644,,5.0,3.0,27.745668,17.072504,,4.0,2.0,27.929995,18.335276,,9.0,2.0,27.877998,18.335276,,9.0,2.0,27.864998,18.335276,,10.0,2.0,28.373083,19.95972,,8.0,1.0,28.730082,19.862083,,-8.0,1.0,28.8155,19.734436,
25/03/24,4,1.0,27.698418,19.966211,,3,1.0,27.594416,19.966211,,13,3.0,27.606415,19.35314,,13,3.0,27.98792,24.184391,,12,3.0,27.959837,21.67786,,18,3.0,27.831001,19.523155,,18.0,2.0,27.85392,20.65848,,15.0,3.0,28.006086,20.65848,,0.0,3.0,28.105003,24.72495,,15.0,3.0,28.053001,24.72495,,15.0,3.0,28.04,24.72495,,16.0,3.0,28.423082,24.703974,,14.0,2.0,28.844666,20.12461,,0.0,3.0,28.94884,19.416653,
26/03/24,1,2.0,27.321337,19.93048,,0,2.0,27.217333,19.93048,,1,1.0,27.262667,19.191748,,0,2.0,27.69625,18.514643,,0,2.0,27.738997,17.654688,,2,2.0,27.61225,17.208603,,0.0,2.0,27.603914,17.057314,,0.0,3.0,27.754,18.775303,,0.0,3.0,27.911253,20.746122,,0.0,3.0,27.859251,20.746122,,0.0,3.0,27.84625,20.746122,,2.0,3.0,28.360586,20.87379,,0.0,2.0,28.642586,23.113008,,-20.0,2.0,28.755083,23.000591,
27/03/24,13,1.0,26.927584,19.493261,,12,1.0,26.823584,19.493261,,14,0.0,26.835585,18.806337,,15,0.0,27.244165,17.698677,,13,0.0,27.239,19.211996,,16,0.0,27.064333,20.898611,,16.0,0.0,27.091415,20.418695,,15.0,0.0,27.272749,21.188072,,0.0,0.0,27.48208,20.418695,,18.0,0.0,27.430084,20.418695,,18.0,0.0,27.417086,20.418695,,17.0,0.0,27.900167,20.12461,,15.0,1.0,28.321749,19.602652,,-7.0,1.0,28.421759,19.914217,
28/03/24,6,3.0,27.965082,16.343367,,5,3.0,27.861082,16.343367,,6,3.0,27.933496,16.203999,,5,3.0,28.158747,15.226764,,5,3.0,28.143167,15.256526,,5,3.0,27.895582,15.137133,,5.0,3.0,27.845587,14.764389,,1.0,3.0,28.099838,14.934577,,0.0,3.0,28.28417,15.876775,,0.0,3.0,28.232168,15.876775,,0.0,3.0,28.219168,15.876775,,1.0,3.0,28.683496,16.394829,,0.0,3.0,29.115501,16.29174,,-22.0,3.0,29.050913,15.7908325,
29/03/24,12,3.0,28.402582,18.806337,,11,3.0,28.298582,18.806337,,13,3.0,28.350164,18.998314,,12,3.0,28.654587,18.861387,,12,3.0,28.65358,18.129137,,12,3.0,28.49975,18.374111,,12.0,3.0,28.526834,19.881649,,14.0,3.0,28.693588,20.240198,,13.0,3.0,28.877916,20.240198,,14.0,3.0,28.825918,20.240198,,13.0,3.0,28.812918,20.240198,,12.0,3.0,29.368917,19.95972,,12.0,3.0,29.648832,20.421871,,-7.0,3.0,29.823832,18.584509,
30/03/24,1,3.0,28.146334,20.211363,,0,3.0,28.04233,20.211363,,0,3.0,28.025164,20.883104,,0,2.0,28.229586,20.892412,,0,1.0,28.259834,20.192118,,1,1.0,28.041414,18.861387,,0.0,1.0,28.091417,19.770523,,0.0,0.0,28.254004,18.806337,,0.0,0.0,28.467497,19.493261,,0.0,0.0,28.415499,19.493261,,0.0,0.0,28.402498,19.493261,,1.0,0.0,28.9335,18.72346,,0.0,0.0,29.219667,18.998314,,-22.0,0.0,29.255081,18.844202,
31/03/24,0,3.0,27.4755,15.188415,,0,3.0,27.371498,15.188415,,1,3.0,27.456413,14.168641,,0,3.0,27.721252,13.797912,,0,3.0,27.688997,13.084402,,1,3.0,27.410166,12.245294,,0.0,3.0,27.435173,14.4,,0.0,3.0,27.687338,14.689589,,0.0,3.0,27.846666,13.849477,,1.0,3.0,27.794664,13.849477,,0.0,3.0,27.781668,13.849477,,0.0,3.0,28.141838,13.684735,,0.0,3.0,28.505083,14.154915,,-22.0,3.0,28.294668,16.62249,
01/04/24,11,2.0,28.483833,13.479583,,10,2.0,28.379831,13.479583,,14,2.0,28.427248,11.620809,,14,3.0,28.756668,13.661038,,13,3.0,28.768171,13.5515,,16,3.0,28.445581,12.849528,,16.0,3.0,28.491415,12.661564,,18.0,2.0,28.50817,14.799459,,17.0,2.0,28.8925,15.696165,,18.0,2.0,28.8405,15.696165,,0.0,2.0,28.8275,15.696165,,17.0,1.0,29.08975,15.192682,,15.0,1.0,29.196749,15.546833,,-7.0,2.0,29.130081,15.2947035,
02/04/24,9,3.0,29.20883,17.902534,,8,3.0,29.10483,17.902534,,11,3.0,29.125166,17.873554,,11,3.0,29.433748,16.24394,,0,3.0,29.36817,15.349684,,13,3.0,29.10808,13.009903,,13.0,3.0,29.083078,13.450708,,12.0,3.0,29.283167,15.876775,,11.0,3.0,29.521666,19.862083,,13.0,3.0,29.469667,19.862083,,11.0,3.0,29.456667,19.862083,,14.0,3.0,29.91683,21.407139,,16.0,3.0,30.205086,17.068707,,-6.0,3.0,29.975916,13.237039,
03/04/24,3,1.0,29.035917,18.079027,,2,1.0,28.931915,18.079027,,5,1.0,29.025167,17.555305,,5,1.0,29.23583,16.263872,,4,1.0,29.309837,15.124284,,8,1.0,29.08933,13.849476,,8.0,1.0,28.989334,16.394829,,6.0,2.0,29.208168,15.629971,,6.0,2.0,29.419584,16.595179,,10.0,2.0,29.367582,16.595179,,9.0,2.0,29.354582,16.595179,,12.0,3.0,29.83558,15.778516,,10.0,3.0,30.23008,15.9134655,,-8.0,3.0,30.046747,13.608762,
04/04/24,0,3.0,29.002586,14.685176,,0,3.0,28.898584,14.685176,,4,3.0,28.925165,14.512064,,5,3.0,29.150415,14.578888,,3,3.0,29.14525,13.627795,,5,3.0,28.951834,13.450708,,3.0,3.0,28.851835,12.979984,,2.0,3.0,29.15817,14.264361,,0.0,3.0,29.317497,15.0038395,,2.0,3.0,29.265495,15.0038395,,0.0,3.0,29.252497,15.0038395,,3.0,3.0,29.743914,14.88242,,0.0,3.0,30.103003,14.118243,,-17.0,3.0,29.840502,13.339445,
05/04/24,3,3.0,29.440084,19.959719,,2,3.0,29.33608,19.959719,,4,3.0,29.452248,18.72346,,2,3.0,29.615,18.03237,,1,3.0,29.566084,17.227419,,8,3.0,29.241417,17.698677,,0.0,3.0,29.224752,17.654688,,9.0,3.0,29.593584,17.057314,,9.0,3.0,29.777914,19.0392,,8.0,3.0,29.725916,19.0392,,9.0,3.0,29.712915,19.0392,,7.0,3.0,30.218918,18.161278,,5.0,3.0,30.638414,18.720001,,-15.0,3.0,30.598831,18.723461,
06/04/24,1,3.0,29.981752,20.478907,,0,3.0,29.877748,20.478907,,26,3.0,30.0085,19.272614,,27,3.0,30.215004,18.345877,,25,3.0,30.2015,17.057314,,27,3.0,29.997665,17.0763,,25.0,3.0,29.94767,17.208603,,28.0,3.0,30.251917,18.11841,,26.0,3.0,30.29042,19.134262,,27.0,3.0,30.238419,19.134262,,26.0,3.0,30.225418,19.134262,,25.0,3.0,30.535578,19.373219,,25.0,3.0,30.905088,19.513195,,12.0,3.0,30.813416,19.469976,
07/04/24,3,3.0,29.473417,17.884428,,2,3.0,29.369415,17.884428,,4,3.0,29.512667,18.504139,,3,3.0,29.579584,16.563911,,3,3.0,29.686918,15.815435,,7,3.0,29.570585,16.055355,,7.0,3.0,29.395582,16.24394,,4.0,3.0,29.66025,15.696165,,5.0,3.0,29.627914,16.93531,,5.0,3.0,29.575912,16.93531,,5.0,3.0,29.562912,16.93531,,5.0,3.0,29.70225,15.459054,,3.0,3.0,30.057165,16.45007,,-10.0,3.0,29.915499,18.581022,
08/04/24,2,2.0,29.213003,20.316889,,0,2.0,29.109,20.316889,,1,2.0,29.156412,19.803272,,18,2.0,29.481667,19.813087,,18,2.0,29.582748,19.33639,,19,2.0,29.439331,18.998316,,18.0,3.0,29.397667,19.826164,,15.0,3.0,29.614418,21.407139,,16.0,3.0,29.63417,21.889065,,17.0,3.0,29.58217,21.889065,,16.0,3.0,29.56917,21.889065,,12.0,3.0,29.916834,22.97522,,8.0,3.0,30.109247,22.682856,,-15.0,3.0,30.025919,21.385939,
09/04/24,43,3.0,28.252584,17.917007,,42,3.0,28.148582,17.917007,,42,3.0,28.21058,17.388409,,42,3.0,28.752497,17.068707,,40,3.0,28.816078,16.946787,,42,3.0,28.6435,17.595861,,40.0,3.0,28.637253,17.414474,,37.0,3.0,28.72692,18.678415,,36.0,3.0,28.905,17.782686,,34.0,3.0,28.852999,17.782686,,36.0,3.0,28.839998,17.782686,,30.0,3.0,29.343918,18.193361,,28.0,3.0,29.657167,19.164717,,4.0,3.0,29.825914,18.837322,
10/04/24,0,3.0,28.290087,18.837322,,0,3.0,28.186089,18.837322,,6,3.0,28.275167,18.58451,,8,3.0,28.785833,17.0763,,5,3.0,28.849417,16.62249,,9,3.0,28.678915,17.076298,,9.0,3.0,28.645584,17.782686,,6.0,3.0,28.73525,19.878391,,7.0,3.0,28.88833,21.566973,,6.0,3.0,28.836336,21.566973,,7.0,3.0,28.823336,21.566973,,7.0,3.0,29.316828,21.178896,,3.0,3.0,29.625917,20.26899,,-15.0,3.0,29.857168,19.881649,
11/04/24,1,3.0,28.465086,22.26768,,0,3.0,28.361084,22.26768,,8,3.0,28.446001,21.096123,,8,3.0,28.854586,19.652176,,7,3.0,28.936918,19.161337,,8,3.0,28.789335,19.008547,,7.0,3.0,28.693504,18.161278,,6.0,3.0,28.806084,20.390114,,5.0,3.0,28.907082,20.898613,,8.0,3.0,28.855082,20.898613,,8.0,3.0,28.842081,20.898613,,9.0,3.0,29.27308,20.390114,,6.0,3.0,29.632166,19.8,,-13.0,3.0,29.753,17.339897,
12/04/24,10,51.0,27.59008,21.370783,,9,51.0,27.486076,21.370783,,11,3.0,27.671,20.65848,,11,3.0,28.142082,19.694992,,10,3.0,28.320246,19.878391,,11,3.0,28.197668,20.65848,,10.0,3.0,28.116415,20.390114,,6.0,3.0,28.197754,20.620804,,5.0,3.0,28.330002,20.466246,,5.0,3.0,28.278,20.466246,,5.0,3.0,28.265001,20.466246,,1.0,51.0,28.729334,20.150354,,1.0,51.0,29.023834,19.995398,,-17.0,3.0,29.259253,19.255793,
13/04/24,17,3.0,27.919252,27.14123,,16,3.0,27.815254,27.14123,,19,3.0,27.927246,23.4,,19,3.0,28.427498,19.66536,,18,3.0,28.478586,18.532135,,22,3.0,28.318502,20.12461,,22.0,3.0,28.308084,23.03156,,17.0,3.0,28.326918,21.261345,,16.0,3.0,28.486246,21.734581,,18.0,3.0,28.43425,21.734581,,0.0,3.0,28.42125,21.734581,,14.0,3.0,28.787666,18.391737,,12.0,3.0,29.050919,17.373497,,-10.0,3.0,29.113419,16.29174,
14/04/24,3,3.0,27.9755,19.110542,,2,3.0,27.871498,19.110542,,5,3.0,27.983496,20.447239,,4,3.0,28.444168,20.969807,,4,3.0,28.651499,20.767975,,4,3.0,28.512253,18.391735,,4.0,3.0,28.46225,18.374111,,1.0,3.0,28.466497,20.275385,,2.0,3.0,28.625832,18.892282,,2.0,3.0,28.573832,18.892282,,2.0,3.0,28.560831,18.892282,,1.0,3.0,28.98558,19.201874,,3.0,3.0,29.284248,20.88,,-15.0,3.0,29.498835,20.371038,
15/04/24,11,3.0,28.277586,20.598795,,10,3.0,28.173582,20.598795,,12,3.0,28.262667,20.532627,,14,3.0,28.74208,18.72,,11,3.0,28.814001,19.09358,,14,3.0,28.66017,19.852295,,14.0,3.0,28.647669,19.493261,,13.0,3.0,28.791498,19.13426,,12.0,3.0,28.994583,19.829433,,15.0,3.0,28.942583,19.829433,,15.0,3.0,28.929583,19.829433,,15.0,3.0,29.404333,19.9954,,14.0,3.0,29.719666,19.353138,,-4.0,3.0,29.852999,18.11841,
16/04/24,0,3.0,28.948418,18.58451,,0,3.0,28.844416,18.58451,,2,3.0,28.97725,18.374111,,4,3.0,29.310835,18.043148,,3,3.0,29.38275,16.676977,,4,3.0,29.195581,16.954432,,3.0,3.0,29.170588,16.923828,,2.0,3.0,29.33317,18.089775,,0.0,3.0,29.465416,19.09358,,0.0,3.0,29.413416,19.09358,,0.0,3.0,29.400415,19.09358,,0.0,3.0,29.777252,19.862083,,0.0,3.0,30.113417,20.65848,,-25.0,3.0,30.10509,19.862083,
17/04/24,11,3.0,29.835917,15.986593,,10,3.0,29.731916,15.986593,,13,3.0,29.883497,15.379206,,12,3.0,30.154581,13.684735,,12,3.0,30.236917,12.7279215,,13,3.0,30.097662,13.397612,,12.0,3.0,30.126837,14.81259,,10.0,3.0,30.324837,16.279802,,10.0,3.0,30.400833,15.986593,,9.0,3.0,30.348833,15.986593,,10.0,3.0,30.335833,15.986593,,7.0,3.0,30.541834,13.202726,,6.0,3.0,30.684256,14.154915,,-15.0,3.0,30.475922,16.418526,
18/04/24,2,3.0,30.750502,17.114204,,0,3.0,30.6465,17.114204,,6,3.0,30.789747,15.827721,,10,3.0,31.060835,15.124284,,9,3.0,31.116089,14.24163,,12,3.0,31.064337,15.188415,,12.0,3.0,30.92475,15.893093,,9.0,3.0,30.983168,16.23596,,10.0,3.0,30.975836,15.778516,,7.0,3.0,30.923836,15.778516,,7.0,3.0,30.910835,15.778516,,6.0,51.0,31.108503,16.09969,,3.0,3.0,31.161337,15.990646,,-17.0,3.0,31.02175,16.595179,
19/04/24,1,3.0,31.050499,16.279802,,0,3.0,30.946497,16.279802,,3,3.0,31.041834,16.75064,,3,3.0,31.20667,16.800856,,2,3.0,31.218168,17.414476,,4,3.0,31.010162,17.673029,,2.0,3.0,30.710169,17.339897,,4.0,3.0,30.620668,15.158522,,0.0,3.0,30.532084,15.716793,,5.0,3.0,30.480082,15.716793,,5.0,3.0,30.467081,15.716793,,6.0,51.0,30.550165,14.512064,,4.0,51.0,30.644667,13.684735,,-10.0,51.0,30.421747,22.691423,
20/04/24,0,3.0,29.988,16.56,,0,3.0,29.883997,16.56,,18,3.0,29.848083,13.75558,,20,3.0,29.856667,15.2947035,,17,3.0,29.755669,19.110542,,20,3.0,29.51642,21.986542,,20.0,51.0,29.108084,21.96,,17.0,3.0,28.918585,23.510508,,18.0,3.0,28.68833,25.567604,,18.0,3.0,28.636332,25.567604,,18.0,3.0,28.623331,25.567604,,14.0,51.0,28.700165,23.675303,,14.0,51.0,28.505083,26.61323,,-12.0,51.0,28.461334,20.037485,
