Date,HYB_Delay,weather_code_HYB,Temperature_HYB,Wind_Speed_HYB,Distance_travelled_HYB,BMT_Delay,weather_code_BMT,Temperature_BMT,Wind_Speed_BMT,Distance_travelled_BMT,VKB_Delay,weather_code_VKB,Temperature_VKB,Wind_Speed_VKB,Distance_travelled_VKB,TDU_Delay,weather_code_TDU,Temperature_TDU,Wind_Speed_TDU,Distance_travelled_TDU,CT_Delay,weather_code_CT,Temperature_CT,Wind_Speed_CT,Distance_travelled_CT,WADI_Delay,weather_code_WADI,Temperature_WADI,Wind_Speed_WADI,Distance_travelled_WADI,KLBG_Delay,weather_code_KLBG,Temperature_KLBG,Wind_Speed_KLBG,Distance_travelled_KLBG,GUR_Delay,weather_code_GUR,Temperature_GUR,Wind_Speed_GUR,Distance_travelled_GUR,SUR_Delay,weather_code_SUR,Temperature_SUR,Wind_Speed_SUR,Distance_travelled_SUR,KWV_Delay,weather_code_KWV,Temperature_KWV,Wind_Speed_KWV,Distance_travelled_KWV,PUNE_Delay,weather_code_PUNE,Temperature_PUNE,Wind_Speed_PUNE,Distance_travelled_PUNE,KYN_Delay,weather_code_KYN,Temperature_KYN,Wind_Speed_KYN,Distance_travelled_KYN,DR_Delay,weather_code_DR,Temperature_DR,Wind_Speed_DR,Distance_travelled_DR,CSMT_Delay,weather_code_CSMT,Temperature_CSMT,Wind_Speed_CSMT,Distance_travelled_CSMT
11/12/23,0.0,3.0,21.567665,10.08,,7.0,3.0,21.78167,9.746631,,11.0,3.0,21.304,13.854155,,21.0,3.0,22.249664,11.901798,,19.0,3.0,23.128332,11.841756,,28.0,3.0,23.5885,14.345898,,44.0,3.0,23.351082,12.768586,,45.0,3.0,23.843412,12.768586,,48.0,3.0,23.754416,17.339897,,42.0,3.0,23.318583,18.391737,,52.0,3.0,23.619165,9.531505,,55.0,3.0,26.642004,12.904882,,11.0,3.0,26.423918,17.873554,,7.0,3.0,26.615997,26.111792,
12/12/23,1.0,3.0,21.596834,9.726665,,4.0,3.0,21.475416,10.239453,,17.0,3.0,20.868586,14.512064,,14.0,3.0,22.56842,11.298495,,10.0,3.0,23.442915,10.829958,,24.0,3.0,23.38225,9.693296,,38.0,3.0,23.371916,10.853866,,39.0,3.0,23.79133,11.885453,,44.0,3.0,23.60025,17.057314,,37.0,3.0,23.558165,15.575981,,51.0,3.0,22.873335,10.464798,,60.0,3.0,25.894083,14.759999,,4.0,3.0,25.413504,19.803272,,1.0,3.0,26.174332,28.948118,
13/12/23,0.0,3.0,21.215584,11.212135,,9.0,3.0,21.310839,10.948973,,16.0,3.0,20.820665,12.641076,,33.0,3.0,21.655916,9.793058,,32.0,3.0,23.011667,12.287555,,33.0,3.0,23.271835,12.88981,,26.0,3.0,23.20733,12.904882,,27.0,3.0,23.524666,13.891522,,33.0,3.0,23.993998,17.651016,,27.0,3.0,24.020662,15.496736,,45.0,3.0,22.398333,13.089354,,53.0,3.0,26.031586,12.768586,,2.0,3.0,25.596832,19.453327,,2.0,3.0,26.241,27.21038,
14/12/23,0.0,3.0,21.184334,12.015589,,4.0,3.0,21.019169,12.496719,,2.0,0.0,20.272749,12.964998,,2.0,0.0,21.066334,12.015589,,1.0,0.0,22.255419,12.6462,,25.0,0.0,22.348917,12.979984,,34.0,0.0,22.15525,14.118243,,34.0,0.0,22.580915,14.618837,,41.0,0.0,22.64192,15.315873,,46.0,2.0,22.985245,17.610588,,51.0,1.0,21.94,13.324863,,67.0,2.0,26.231588,12.413477,,1.0,3.0,26.263498,15.192682,,8.0,2.0,26.659746,20.929596,
15/12/23,0.0,3.0,21.609331,9.904906,,5.0,3.0,21.573334,10.703569,,19.0,3.0,21.118584,12.620554,,16.0,1.0,21.362165,9.746631,,12.0,1.0,22.095,10.948973,,14.0,3.0,22.396833,10.495713,,27.0,0.0,22.109415,13.324863,,28.0,0.0,22.418413,12.620554,,38.0,1.0,22.271082,14.799459,,32.0,0.0,21.937332,14.917212,,27.0,0.0,21.285833,14.039999,,34.0,0.0,24.842001,11.480557,,12.0,0.0,25.957254,14.934577,,13.0,0.0,26.8535,22.065973,
16/12/23,1.0,3.0,22.490583,10.296251,,8.0,3.0,22.502502,9.885262,,15.0,51.0,21.53525,10.829958,,13.0,3.0,22.503836,8.654986,,8.0,3.0,23.315834,8.089993,,18.0,3.0,23.426003,9.178235,,13.0,3.0,23.180252,9.220499,,13.0,3.0,23.601751,9.826088,,13.0,3.0,23.306498,12.496719,,11.0,3.0,22.799833,14.021525,,11.0,3.0,21.067083,13.004921,,22.0,0.0,23.973253,10.703569,,3.0,0.0,25.436415,20.991426,,0.0,1.0,25.891,30.068083,
17/12/23,0.0,3.0,22.325998,15.328561,,23.0,3.0,22.65042,14.830076,,22.0,3.0,21.912333,16.299694,,20.0,3.0,23.264252,13.084402,,24.0,3.0,24.324163,14.77755,,25.0,3.0,24.615585,16.075521,,13.0,3.0,24.409414,13.339445,,13.0,3.0,25.047585,14.759999,,18.0,3.0,24.616915,16.981165,,14.0,3.0,24.12483,16.375053,,9.0,3.0,21.929583,14.512064,,29.0,2.0,25.848251,10.308831,,18.0,1.0,26.25933,20.46941,,8.0,1.0,25.930586,30.430117,
18/12/23,1.0,3.0,21.807251,14.168641,,18.0,3.0,21.90667,14.512064,,14.0,3.0,20.91025,16.1198,,13.0,3.0,22.174667,14.372974,,14.0,3.0,23.103334,14.759999,,33.0,3.0,23.298918,15.034041,,23.0,3.0,23.234419,16.071491,,23.0,3.0,23.785082,15.629972,,25.0,3.0,23.78775,20.211363,,17.0,3.0,22.9415,21.611998,,30.0,3.0,22.04,19.443333,,39.0,3.0,27.271166,14.05845,,4.0,3.0,27.49058,18.089775,,14.0,3.0,26.991,20.380579,
19/12/23,0.0,3.0,21.061417,11.983188,,4.0,3.0,21.198334,12.904882,,1.0,3.0,20.306086,14.113652,,1.0,3.0,21.301752,12.24,,2.0,3.0,21.903336,13.708391,,7.0,3.0,22.121834,15.646544,,21.0,3.0,22.130249,15.484185,,23.0,3.0,22.67675,14.587776,,24.0,3.0,22.16275,18.214718,,21.0,3.0,21.566498,18.335276,,47.0,3.0,20.960833,16.595179,,57.0,3.0,26.385752,12.313893,,3.0,3.0,26.561417,17.49615,,12.0,3.0,26.513916,24.675106,
20/12/23,1.0,3.0,20.49058,10.086427,,17.0,3.0,20.565004,11.304229,,11.0,3.0,19.88525,11.874544,,10.0,3.0,20.766333,11.304229,,6.0,3.0,21.830416,12.015589,,9.0,3.0,22.169748,12.371645,,8.0,3.0,21.971916,12.7279215,,9.0,3.0,22.47467,11.570515,,14.0,3.0,22.212751,15.629971,,12.0,3.0,22.039415,15.281989,,26.0,3.0,20.65458,14.764389,,44.0,3.0,25.658667,10.805998,,5.0,3.0,26.030165,20.00512,,6.0,3.0,26.030584,26.980793,
21/12/23,1.0,3.0,20.51975,9.422101,,6.0,3.0,20.910835,9.422101,,13.0,3.0,19.589417,12.245293,,16.0,3.0,20.387167,10.931203,,11.0,3.0,21.37,10.137692,,17.0,3.0,21.76142,10.315115,,30.0,3.0,22.090668,10.990322,,32.0,3.0,22.647585,11.304229,,39.0,3.0,23.189837,14.458382,,33.0,3.0,22.681084,10.739832,,47.0,3.0,22.135834,10.587917,,52.0,3.0,26.63575,9.346143,,22.0,3.0,26.265585,20.288164,,6.0,3.0,26.040998,24.442913,
22/12/23,1.0,3.0,21.201002,10.1376915,,0.0,3.0,21.621252,9.504273,,30.0,3.0,20.693583,9.6932955,,29.0,3.0,21.183004,8.707238,,30.0,3.0,21.734583,8.942214,,33.0,3.0,21.9135,12.261157,,40.0,3.0,22.399002,9.793059,,40.0,3.0,22.605919,9.449572,,45.0,3.0,22.68775,15.7908325,,38.0,3.0,22.658165,12.475961,,57.0,3.0,22.53583,9.19939,,61.0,3.0,26.021172,7.628263,,27.0,3.0,25.825998,14.255272,,29.0,3.0,25.961832,18.335276,
23/12/23,0.0,3.0,21.58225,13.009903,,10.0,3.0,21.783752,13.450708,,36.0,3.0,20.622751,13.084402,,33.0,3.0,21.103834,10.853866,,27.0,3.0,22.107506,11.609651,,23.0,3.0,22.173918,12.144331,,31.0,3.0,22.226084,12.429127,,32.0,3.0,22.65175,12.620554,,34.0,3.0,23.15233,12.6462,,28.0,3.0,22.93733,13.237039,,28.0,3.0,21.873335,12.10157,,37.0,3.0,26.389921,13.684735,,22.0,3.0,25.9635,21.611996,,2.0,3.0,25.920166,26.183659,
24/12/23,0.0,3.0,21.294748,11.27553,,12.0,3.0,21.358751,11.043261,,6.0,3.0,20.789415,11.435313,,7.0,3.0,21.368416,9.227524,,3.0,3.0,22.417913,10.8955765,,5.0,3.0,22.471834,12.979984,,18.0,3.0,22.305246,12.72283,,18.0,3.0,22.795502,12.758432,,27.0,3.0,23.196083,13.493999,,23.0,3.0,22.916502,15.137133,,31.0,3.0,21.612917,12.313893,,37.0,3.0,25.652414,9.449572,,13.0,3.0,25.219751,17.373497,,11.0,3.0,26.107666,22.73707,
25/12/23,0.0,3.0,21.409332,9.726664,,19.0,3.0,21.540003,9.360001,,27.0,2.0,21.164415,10.182337,,27.0,1.0,21.3705,9.339208,,29.0,1.0,22.247086,8.825508,,37.0,1.0,22.338501,8.759178,,28.0,3.0,22.226082,9.449572,,29.0,2.0,22.524668,9.983106,,39.0,3.0,23.077332,11.440979,,34.0,1.0,22.826918,12.031756,,51.0,3.0,22.404581,11.183201,,50.0,3.0,25.321169,11.91812,,2.0,3.0,25.513498,19.08,,14.0,3.0,26.132668,25.872454,
26/12/23,0.0,0.0,21.994751,9.220499,,5.0,0.0,22.150421,10.296251,,3.0,0.0,21.445671,11.013882,,4.0,0.0,21.397585,9.826088,,0.0,0.0,22.553335,10.464797,,10.0,2.0,22.40725,10.315115,,7.0,0.0,22.644835,11.592895,,9.0,0.0,22.849669,11.631956,,13.0,0.0,23.739832,15.273505,,8.0,1.0,23.343584,11.609651,,21.0,0.0,23.054583,10.587918,,23.0,0.0,25.854502,10.495713,,6.0,3.0,25.626001,15.379206,,26.0,1.0,25.826414,19.523155,
27/12/23,69.0,3.0,21.742666,10.8955765,,73.0,2.0,21.771254,10.661107,,95.0,2.0,21.645666,12.413477,,92.0,2.0,21.918417,9.746631,,98.0,1.0,23.115831,11.4862,,109.0,1.0,23.117668,12.413477,,125.0,2.0,22.559416,11.923557,,129.0,3.0,22.928835,11.91812,,140.0,3.0,23.960669,14.440443,,133.0,3.0,23.624834,13.324863,,144.0,3.0,22.639997,12.144331,,170.0,3.0,26.637838,13.441071,,125.0,3.0,26.484335,20.63023,,147.0,3.0,26.172247,26.758923,
28/12/23,1.0,3.0,21.413504,12.413476,,3.0,3.0,21.144169,12.43434,,6.0,3.0,21.443583,12.783802,,3.0,3.0,21.920502,10.948973,,2.0,3.0,23.386665,11.792404,,10.0,3.0,23.198915,12.72283,,19.0,3.0,22.578169,9.779817,,20.0,3.0,22.776749,11.212135,,23.0,3.0,23.769,15.141414,,24.0,3.0,23.543585,15.778516,,50.0,3.0,23.08375,11.304229,,56.0,3.0,26.129503,9.511088,,31.0,3.0,25.801,17.709658,,23.0,3.0,26.274332,22.66857,
29/12/23,0.0,3.0,21.021833,11.753877,,3.0,3.0,20.946253,11.681987,,21.0,3.0,21.087334,13.779114,,22.0,3.0,21.691332,10.24578,,16.0,3.0,23.215834,11.808878,,12.0,3.0,22.990585,12.599998,,67.0,3.0,22.674002,10.514218,,77.0,3.0,22.908003,11.966954,,84.0,3.0,23.789835,15.408671,,77.0,3.0,23.512335,14.4,,71.0,3.0,21.554583,11.525623,,73.0,3.0,26.206583,11.27553,,21.0,3.0,25.423922,15.192682,,0.0,3.0,25.936834,18.847641,
30/12/23,0.0,3.0,21.142668,10.829958,,0.0,1.0,21.273335,11.384199,,0.0,1.0,21.50817,14.4,,0.0,1.0,21.99759,8.905908,,0.0,2.0,23.174166,9.693296,,0.0,1.0,23.048918,9.793059,,0.0,1.0,23.13858,9.565437,,0.0,2.0,23.403833,10.239453,,0.0,3.0,24.421083,14.973576,,0.0,3.0,24.022753,14.264361,,0.0,3.0,22.750418,10.028439,,0.0,3.0,26.277418,10.948973,,22.0,3.0,25.313498,15.408671,,34.0,3.0,25.851412,20.466246,
31/12/23,0.0,3.0,20.940584,9.9571085,,4.0,3.0,20.942087,9.793058,,14.0,3.0,21.251919,12.641076,,13.0,3.0,21.7955,9.885262,,14.0,3.0,23.259583,10.787993,,22.0,3.0,23.180166,9.178235,,42.0,3.0,22.771917,10.105681,,43.0,3.0,23.105917,11.119281,,47.0,3.0,24.400246,16.800856,,42.0,2.0,24.25608,17.0763,,50.0,3.0,23.1025,11.113451,,58.0,2.0,26.281588,13.5515,,9.0,1.0,25.6135,16.075521,,0.0,1.0,26.028502,21.26744,
01/01/24,0.0,3.0,21.273918,11.384198,,16.0,2.0,21.27542,11.440979,,13.0,2.0,21.574835,14.578888,,10.0,2.0,22.31217,11.966953,,12.0,3.0,23.16375,10.538843,,19.0,3.0,22.857248,10.383987,,8.0,3.0,22.79483,12.074766,,10.0,2.0,23.135084,12.496718,,12.0,2.0,24.160667,17.25373,,5.0,1.0,24.00608,16.08761,,19.0,1.0,22.358751,10.086427,,24.0,0.0,25.954504,10.182337,,7.0,1.0,25.32392,17.610588,,0.0,1.0,25.536835,25.171696,
02/01/24,1.0,3.0,20.892668,12.0694,,3.0,3.0,20.906664,12.7279215,,5.0,1.0,21.39775,15.072783,,2.0,0.0,22.439249,12.429127,,5.0,0.0,23.66375,13.207634,,9.0,0.0,23.305166,14.003028,,4.0,0.0,23.026083,12.904882,,6.0,0.0,23.603834,12.6462,,26.0,0.0,24.466917,19.134262,,20.0,3.0,24.251915,16.923828,,44.0,1.0,22.887917,10.587918,,58.0,0.0,25.460749,14.799459,,7.0,0.0,24.819748,22.366402,,8.0,0.0,25.051416,30.589407,
03/01/24,0.0,3.0,21.828081,14.689588,,6.0,3.0,21.802504,15.349684,,4.0,3.0,21.651917,19.64228,,2.0,2.0,22.966333,15.546833,,3.0,2.0,24.515833,14.372974,,4.0,3.0,24.180166,17.174677,,0.0,2.0,23.830248,13.722565,,1.0,1.0,24.1205,14.05845,,6.0,3.0,25.033585,19.134262,,2.0,3.0,24.843584,21.096123,,17.0,1.0,22.69625,7.6367526,,30.0,0.0,25.033669,12.641076,,14.0,0.0,24.357248,20.65848,,0.0,0.0,24.490997,29.627365,
04/01/24,124.0,3.0,22.048918,16.575644,,128.0,3.0,21.992086,17.0763,,129.0,3.0,21.885252,18.709612,,140.0,3.0,23.172583,14.007655,,144.0,3.0,24.640837,13.513193,,146.0,2.0,24.494751,15.629971,,163.0,3.0,23.867752,12.538134,,165.0,3.0,24.247587,16.08761,,167.0,3.0,25.239836,19.67195,,164.0,51.0,24.84775,20.240198,,168.0,3.0,22.25875,13.039754,,173.0,3.0,24.125336,12.9249525,,148.0,3.0,23.438505,20.111729,,171.0,3.0,23.980583,27.609911,
05/01/24,0.0,3.0,21.334333,15.629971,,24.0,3.0,21.262918,16.08761,,25.0,3.0,21.524836,17.429354,,28.0,3.0,22.789251,12.538134,,44.0,3.0,24.253334,14.578888,,52.0,3.0,24.040583,16.09969,,72.0,3.0,23.56775,15.111424,,73.0,3.0,24.083002,17.148247,,78.0,51.0,24.769,19.855558,,74.0,51.0,23.870668,19.93048,,70.0,3.0,21.867086,13.202726,,78.0,3.0,23.937836,12.496719,,19.0,3.0,23.419746,18.626305,,2.0,3.0,23.713915,27.345785,
06/01/24,1.0,3.0,21.465584,18.057508,,0.0,3.0,21.408752,18.681883,,11.0,3.0,21.801918,20.49156,,10.0,3.0,22.847586,15.124284,,4.0,3.0,24.36792,12.429127,,0.0,3.0,24.115583,14.277983,,1.0,3.0,23.684418,13.004921,,7.0,3.0,23.80175,12.768586,,13.0,3.0,25.3565,20.497883,,9.0,3.0,24.86025,21.129883,,39.0,3.0,22.914999,10.182337,,46.0,3.0,25.639923,14.039999,,9.0,3.0,25.484337,22.768396,,4.0,3.0,24.997253,25.72174,
07/01/24,1.0,3.0,21.201,17.076298,,13.0,3.0,21.19,17.193533,,17.0,3.0,21.368584,17.873554,,16.0,3.0,22.687164,14.33234,,12.0,3.0,24.155418,15.94601,,14.0,3.0,24.226004,16.489416,,35.0,2.0,23.801085,17.595861,,32.0,3.0,24.083002,17.283749,,48.0,1.0,24.933584,22.159746,,42.0,1.0,24.831087,22.657131,,62.0,53.0,23.173334,13.044722,,67.0,2.0,26.325338,12.599998,,37.0,2.0,25.603086,18.681883,,21.0,51.0,25.457664,26.758923,
08/01/24,2.0,3.0,21.74475,18.532133,,0.0,3.0,21.598335,18.03237,,8.0,3.0,22.029,19.255793,,11.0,3.0,23.226751,17.174677,,5.0,3.0,24.774162,17.10284,,0.0,3.0,24.69892,16.992609,,24.0,3.0,24.16983,18.39878,,29.0,3.0,24.470499,17.208603,,39.0,3.0,25.198168,21.611996,,33.0,3.0,25.064417,22.45315,,41.0,51.0,24.037916,15.379206,,50.0,53.0,26.98575,14.205182,,8.0,3.0,27.126,19.134262,,0.0,3.0,26.461832,21.829777,
09/01/24,0.0,3.0,22.267668,19.376562,,5.0,3.0,22.229584,19.083395,,5.0,3.0,22.516502,19.969458,,1.0,3.0,23.618422,18.089775,,4.0,3.0,24.811668,17.727943,,10.0,3.0,24.817665,15.629971,,7.0,3.0,24.65525,17.81909,,13.0,53.0,24.58925,17.826363,,27.0,51.0,24.918997,21.479664,,34.0,53.0,23.981081,22.768396,,50.0,51.0,22.285835,16.267857,,61.0,63.0,25.850336,15.978486,,9.0,51.0,26.101,16.75064,,2.0,61.0,25.872252,21.313093,
10/01/24,3.0,53.0,22.134333,11.384198,,8.0,53.0,22.190002,12.261157,,8.0,51.0,22.806082,15.077082,,7.0,53.0,23.918417,14.05845,,8.0,51.0,25.188753,13.746156,,4.0,51.0,25.171835,15.509274,,18.0,3.0,24.876078,13.755579,,18.0,55.0,24.649666,17.388409,,20.0,3.0,24.594002,25.282152,,13.0,3.0,24.464418,17.429354,,43.0,61.0,21.3525,9.793058,,44.0,63.0,25.037836,15.111424,,6.0,53.0,26.090582,13.217443,,39.0,53.0,25.8535,18.532133,
11/01/24,1.0,3.0,23.4135,10.966713,,7.0,3.0,23.3775,11.119281,,16.0,3.0,23.84983,13.979872,,13.0,3.0,24.558004,12.096214,,8.0,3.0,26.09292,13.608762,,12.0,3.0,25.984335,15.530151,,1.0,2.0,25.338583,14.113652,,2.0,3.0,25.399668,15.580141,,8.0,1.0,26.108583,17.0763,,1.0,0.0,25.69567,15.990646,,24.0,3.0,23.162916,10.44,,23.0,1.0,27.225336,15.379206,,12.0,1.0,27.315582,20.61766,,5.0,1.0,26.340996,25.862436,
12/01/24,4.0,3.0,23.505167,9.9571085,,9.0,3.0,23.529585,10.24578,,3.0,3.0,23.958166,13.049689,,1.0,3.0,24.783003,12.768586,,2.0,3.0,26.259584,12.768586,,7.0,3.0,25.896835,10.931203,,8.0,3.0,25.430252,11.631956,,11.0,3.0,25.453833,11.753876,,15.0,3.0,26.081503,13.1041975,,7.0,3.0,25.993586,15.077082,,30.0,3.0,22.994165,11.620809,,46.0,3.0,27.544083,16.29174,,34.0,2.0,27.219751,21.53089,,29.0,3.0,26.57225,27.333935,
13/01/24,0.0,3.0,24.034332,8.647496,,7.0,3.0,24.083754,9.3876505,,10.0,3.0,24.104002,13.358861,,8.0,3.0,25.307997,11.013882,,5.0,3.0,26.803331,10.464797,,13.0,3.0,26.690582,11.159999,,13.0,3.0,26.336502,7.8954163,,13.0,3.0,26.1705,8.404285,,16.0,3.0,26.391914,13.246826,,13.0,3.0,25.97067,18.861387,,39.0,0.0,23.792086,11.165805,,45.0,3.0,27.496164,15.281989,,6.0,0.0,26.671831,19.008545,,0.0,0.0,26.209747,21.178896,
14/01/24,0.0,0.0,23.753084,8.435069,,8.0,0.0,23.937918,9.178235,,3.0,0.0,24.376915,11.4862,,1.0,3.0,24.580915,10.483357,,1.0,1.0,25.988747,11.019764,,5.0,3.0,26.14058,11.631956,,3.0,2.0,25.992746,10.383987,,5.0,3.0,26.099669,11.435313,,9.0,1.0,26.485664,14.512064,,18.0,0.0,26.091501,17.673029,,38.0,0.0,23.246248,14.512064,,55.0,0.0,26.077421,13.797913,,9.0,0.0,26.517668,21.175837,,1.0,0.0,26.155584,28.410364,
15/01/24,1.0,3.0,23.605171,9.021574,,10.0,3.0,23.573334,8.557102,,3.0,3.0,23.949835,13.324863,,2.0,3.0,24.01217,8.427383,,0.0,3.0,25.199165,10.182337,,5.0,3.0,24.876001,9.3669195,,13.0,3.0,24.776083,11.770403,,14.0,3.0,24.926748,12.245293,,16.0,3.0,24.902334,13.138765,,11.0,3.0,24.083162,15.137133,,12.0,3.0,20.917082,13.397612,,32.0,3.0,23.39617,14.021525,,11.0,3.0,23.921835,22.45315,,5.0,3.0,24.965998,28.963785,
16/01/24,0.0,3.0,23.853086,11.27553,,11.0,3.0,23.623335,12.0694,,9.0,3.0,23.614418,14.529915,,5.0,3.0,23.887167,11.200571,,2.0,3.0,25.119995,18.25026,,5.0,3.0,25.211416,19.576189,,23.0,3.0,25.113585,13.608762,,26.0,3.0,25.316336,12.984975,,36.0,3.0,25.594,15.256526,,28.0,3.0,24.46025,17.64,,47.0,3.0,20.560833,13.237039,,53.0,3.0,22.698252,12.605142,,3.0,3.0,22.321833,19.022177,,8.0,3.0,23.886831,23.469128,
17/01/24,1.0,3.0,23.734335,14.007655,,7.0,3.0,23.654587,14.33234,,2.0,3.0,23.312332,18.374111,,0.0,3.0,24.249666,13.281023,,0.0,3.0,25.676249,19.353138,,0.0,3.0,25.69892,17.643673,,13.0,3.0,25.636497,16.343367,,16.0,3.0,26.251753,14.764389,,19.0,3.0,25.773165,20.63023,,13.0,3.0,24.7165,25.567604,,32.0,3.0,20.49417,16.575644,,27.0,0.0,22.060751,13.324863,,0.0,1.0,22.498917,16.394829,,8.0,1.0,23.695168,19.107151,
18/01/24,105.0,3.0,23.055166,10.163227,,113.0,3.0,23.067083,11.592894,,117.0,3.0,23.335257,16.641972,,113.0,3.0,24.010084,10.00256,,113.0,3.0,25.226248,13.797913,,127.0,3.0,25.432253,15.192682,,122.0,3.0,24.890663,15.84409,,124.0,3.0,25.080915,12.324414,,123.0,3.0,24.966913,13.551501,,126.0,3.0,23.914415,14.512064,,160.0,3.0,19.935835,12.313894,,175.0,2.0,22.39617,12.7279215,,132.0,3.0,22.426,19.107151,,146.0,3.0,23.31183,25.567604,
19/01/24,1.0,3.0,24.015585,13.905509,,7.0,3.0,23.942083,14.372974,,4.0,3.0,23.916498,17.654688,,24.0,3.0,24.51217,12.599998,,25.0,2.0,25.786669,14.20062,,21.0,2.0,25.851,14.693999,,28.0,3.0,25.788582,15.2947035,,28.0,3.0,26.032997,14.336861,,38.0,3.0,26.554415,16.418526,,31.0,3.0,24.812332,17.072504,,56.0,3.0,20.90667,13.797912,,63.0,0.0,22.931585,10.495713,,9.0,1.0,22.632254,15.281989,,5.0,0.0,23.505579,21.166653,
20/01/24,0.0,3.0,23.821833,14.021525,,21.0,3.0,23.69625,15.546833,,11.0,3.0,24.40817,16.870138,,8.0,3.0,25.074667,11.753877,,7.0,3.0,26.863749,13.339445,,3.0,3.0,27.153084,15.876775,,31.0,3.0,26.653166,15.986595,,29.0,3.0,26.660082,15.84,,31.0,3.0,26.885666,21.437386,,26.0,3.0,25.585249,24.717085,,38.0,0.0,21.685831,17.25373,,43.0,3.0,23.233667,15.042659,,0.0,2.0,23.33017,23.441502,,7.0,1.0,23.578499,31.404713,
21/01/24,0.0,3.0,24.128084,13.37825,,25.0,3.0,24.171251,13.854155,,30.0,3.0,24.445673,13.783817,,30.0,3.0,25.445498,10.691453,,24.0,3.0,26.967916,15.5843,,20.0,3.0,27.276003,16.62249,,61.0,3.0,26.767754,12.313893,,61.0,3.0,26.737165,16.29174,,73.0,3.0,26.194,16.575644,,64.0,3.0,25.104002,18.751125,,70.0,3.0,21.467081,10.594036,,73.0,3.0,24.150335,9.422101,,4.0,3.0,23.717667,20.620804,,9.0,3.0,24.11808,26.072052,
22/01/24,3.0,3.0,24.836418,13.104198,,10.0,3.0,24.767088,13.896187,,10.0,3.0,24.593584,18.335276,,9.0,3.0,25.618416,11.659777,,9.0,3.0,27.02208,15.905319,,11.0,3.0,27.3135,17.309973,,1.0,3.0,26.794836,15.596767,,2.0,3.0,27.026749,14.186923,,6.0,3.0,26.919,24.648829,,0.0,3.0,25.639414,22.461807,,21.0,3.0,21.33375,16.1198,,31.0,3.0,23.631584,14.973576,,1.0,3.0,23.646835,20.00512,,7.0,3.0,23.786833,26.282465,
23/01/24,0.0,3.0,24.884333,17.388409,,0.0,3.0,24.89833,17.873556,,15.0,3.0,24.772753,20.65848,,15.0,3.0,25.441332,15.034041,,12.0,3.0,26.678335,13.797912,,20.0,3.0,26.521837,11.879999,,12.0,3.0,25.784418,15.379206,,13.0,3.0,25.464247,14.88242,,14.0,3.0,24.937752,18.919704,,7.0,3.0,23.78525,17.992796,,18.0,3.0,20.579584,11.013882,,27.0,3.0,23.202417,15.580141,,13.0,3.0,23.986418,26.826641,,1.0,3.0,24.130585,35.538033,
24/01/24,0.0,3.0,24.313501,13.513193,,7.0,3.0,24.065002,14.021525,,0.0,51.0,23.839417,16.489416,,2.0,3.0,24.976748,13.70839,,2.0,3.0,25.332499,12.758432,,3.0,3.0,25.515581,18.289274,,6.0,3.0,24.90525,20.265795,,5.0,3.0,24.81008,18.58451,,11.0,3.0,24.289831,19.272614,,15.0,3.0,23.012331,19.67195,,26.0,3.0,19.754583,10.483357,,26.0,3.0,22.827417,10.495713,,2.0,3.0,23.778084,22.218153,,0.0,3.0,23.788916,31.003918,
25/01/24,3.0,3.0,22.632248,10.440001,,9.0,51.0,22.596252,10.464798,,38.0,51.0,23.039415,13.779114,,43.0,2.0,24.353834,12.4811535,,45.0,1.0,25.522081,14.386494,,47.0,3.0,25.52392,16.363178,,35.0,1.0,25.017752,16.45007,,37.0,2.0,25.176756,17.713316,,46.0,0.0,24.808584,16.08761,,41.0,2.0,23.201918,12.218805,,54.0,0.0,20.587915,10.948973,,64.0,1.0,23.814919,13.684735,,5.0,3.0,23.73017,18.289274,,20.0,3.0,23.716002,22.065973,
26/01/24,1.0,3.0,23.394747,10.8955765,,8.0,3.0,23.419168,11.304229,,6.0,3.0,23.6165,15.175612,,9.0,3.0,24.841331,12.4811535,,15.0,3.0,25.995,11.212135,,32.0,51.0,25.755167,13.004922,,47.0,3.0,25.409418,13.755579,,48.0,3.0,25.522583,13.513193,,51.0,3.0,26.2815,17.418196,,45.0,3.0,25.151915,16.75064,,65.0,3.0,21.692083,11.304229,,80.0,3.0,24.3545,10.948973,,4.0,3.0,24.09683,18.079027,,3.0,3.0,23.945166,23.688984,
27/01/24,0.0,3.0,22.586416,12.57426,,5.0,3.0,22.644173,13.53236,,12.0,3.0,23.16233,14.658676,,15.0,3.0,24.470497,10.823973,,17.0,3.0,25.717918,11.212135,,21.0,3.0,25.515587,14.081477,,65.0,3.0,25.534416,13.004922,,65.0,3.0,25.624666,14.264361,,69.0,3.0,26.477333,17.0763,,60.0,3.0,25.689417,15.7908325,,72.0,3.0,22.829584,11.480557,,75.0,3.0,25.406584,13.202726,,15.0,3.0,25.18225,18.057508,,14.0,3.0,24.774336,22.427162,
