Date,SBC_Delay,weather_code_SBC,Temperature_SBC,Wind_Speed_SBC,Distance_travelled_SBC,BNC_Delay,weather_code_BNC,Temperature_BNC,Wind_Speed_BNC,Distance_travelled_BNC,CRLM_Delay,weather_code_CRLM,Temperature_CRLM,Wind_Speed_CRLM,Distance_travelled_CRLM,HSRA_Delay,weather_code_HSRA,Temperature_HSRA,Wind_Speed_HSRA,Distance_travelled_HSRA,DPJ_Delay,weather_code_DPJ,Temperature_DPJ,Wind_Speed_DPJ,Distance_travelled_DPJ,SA_Delay,weather_code_SA,Temperature_SA,Wind_Speed_SA,Distance_travelled_SA,SGE_Delay,weather_code_SGE,Temperature_SGE,Wind_Speed_SGE,Distance_travelled_SGE,ED_Delay,weather_code_ED,Temperature_ED,Wind_Speed_ED,Distance_travelled_ED,TUP_Delay,weather_code_TUP,Temperature_TUP,Wind_Speed_TUP,Distance_travelled_TUP,CBE_Delay,weather_code_CBE,Temperature_CBE,Wind_Speed_CBE,Distance_travelled_CBE,PGT_Delay,weather_code_PGT,Temperature_PGT,Wind_Speed_PGT,Distance_travelled_PGT,TCR_Delay,weather_code_TCR,Temperature_TCR,Wind_Speed_TCR,Distance_travelled_TCR,AWY_Delay,weather_code_AWY,Temperature_AWY,Wind_Speed_AWY,Distance_travelled_AWY,ERS_Delay,weather_code_ERS,Temperature_ERS,Wind_Speed_ERS,Distance_travelled_ERS
11/04/24,3.0,3.0,28.452085,22.26768,,5.0,3.0,28.315582,22.26768,,,3.0,28.101334,22.218153,,22,3.0,27.376831,21.096123,,38,3.0,30.162416,20.617662,,44,3.0,31.523417,32.305862,,42,3.0,31.547668,20.12461,,36,3.0,32.21358,25.992401,,34,51.0,31.659248,19.855558,,43,51.0,30.922415,14.799459,,36.0,51.0,32.990166,20.774214,,42,3.0,30.86158,21.068459,,29,65.0,28.578661,18.0036,,30,65.0,28.437162,19.839235,
12/04/24,1.0,51.0,27.57708,21.370783,,4.0,51.0,27.440584,21.370783,,,51.0,27.357582,20.240198,,18,55.0,26.526834,20.929594,,32,51.0,29.145746,20.833395,,33,55.0,30.387999,20.991426,,37,51.0,30.216415,15.629971,,30,63.0,30.269836,20.620804,,33,65.0,29.775919,21.129885,,31,63.0,27.841164,17.709658,,17.0,65.0,30.96308,14.84318,,28,63.0,29.771997,16.981165,,16,65.0,27.7745,15.7908325,,18,65.0,28.047577,13.324863,
13/04/24,3.0,3.0,27.906252,27.14123,,7.0,3.0,27.76975,27.14123,,,3.0,27.532587,22.127556,,17,51.0,26.662249,20.771093,,51,53.0,29.602,22.007162,,54,53.0,31.140085,21.38897,,53,51.0,30.091415,14.512064,,48,53.0,30.671923,16.981165,,41,53.0,30.013418,16.167967,,42,51.0,29.147417,14.145756,,43.0,61.0,31.269333,22.45315,,48,61.0,29.267832,17.114204,,49,65.0,27.803665,16.981165,,47,63.0,28.143417,17.068707,
14/04/24,1.0,3.0,27.9625,19.110542,,3.0,3.0,27.826002,19.110542,,,3.0,27.56592,19.08,,20,3.0,26.970589,24.014996,,32,3.0,29.731169,18.72346,,28,3.0,31.546335,20.991426,,26,3.0,31.331,16.93531,,20,3.0,31.565666,18.03237,,20,51.0,30.611334,14.986553,,17,3.0,29.41825,15.844089,,0.0,3.0,32.183914,19.09358,,2,3.0,30.61158,21.749481,,15,51.0,29.032835,16.946787,,19,61.0,28.733,16.766108,
15/04/24,2.0,3.0,28.264585,20.598795,,7.0,3.0,28.128088,20.598795,,,3.0,27.707582,20.275383,,25,3.0,27.053919,20.774214,,38,3.0,29.514503,20.16,,31,3.0,31.279669,22.065973,,52,3.0,31.46225,17.518356,,47,3.0,31.957336,17.057314,,39,51.0,30.721748,16.327497,,39,3.0,29.916162,18.36353,,29.0,51.0,32.617252,24.858253,,38,63.0,30.907415,19.33639,,30,63.0,29.880753,16.548256,,30,55.0,29.928831,19.296133,
16/04/24,2.0,3.0,28.935417,18.58451,,9.0,3.0,28.798918,18.58451,,,3.0,28.44925,16.24394,,24,3.0,27.676832,15.463246,,39,3.0,30.722837,17.81909,,36,3.0,32.13383,19.272614,,28,3.0,31.93725,17.31746,,21,3.0,32.738586,16.039202,,24,3.0,31.207163,12.074766,,37,3.0,29.862,13.276144,,24.0,3.0,32.256832,23.110207,,32,51.0,29.963667,22.79684,,35,51.0,28.805748,16.489416,,36,51.0,28.724663,17.373497,
17/04/24,1.0,3.0,29.822916,15.986593,,4.0,3.0,29.686417,15.986593,,,3.0,29.688833,14.973577,,17,3.0,29.081,16.08761,,31,3.0,31.741583,14.973576,,5,3.0,33.03175,16.199999,,28,3.0,32.5685,16.055355,,21,3.0,33.198997,15.905319,,17,3.0,31.582167,18.59845,,24,3.0,30.516165,13.684735,,44.0,51.0,31.358917,19.083395,,56,51.0,29.419912,15.273505,,52,53.0,28.743254,16.199999,,49,51.0,29.051748,15.856356,
18/04/24,1.0,3.0,30.737501,17.114204,,6.0,3.0,30.601004,17.114204,,,3.0,30.62217,16.676977,,19,51.0,30.141417,16.516901,,31,3.0,32.991585,18.345877,,19,3.0,34.413002,16.42247,,21,3.0,33.918503,19.930477,,17,3.0,34.20525,14.565548,,25,3.0,32.24467,20.61766,,26,3.0,30.624502,24.482647,,11.0,51.0,31.275587,18.94024,,22,61.0,29.615747,17.654688,,15,61.0,28.003668,15.856356,,22,53.0,28.266333,14.05845,
19/04/24,2.0,3.0,31.037498,16.279802,,8.0,3.0,30.901,16.279802,,,3.0,30.732584,17.298738,,21,3.0,30.216413,16.327497,,35,3.0,33.289497,19.164719,,14,3.0,34.4005,21.028437,,29,3.0,34.133083,18.668005,,21,3.0,34.757336,15.844089,,17,3.0,32.64883,18.947083,,17,51.0,30.514078,29.74306,,6.0,61.0,31.006828,18.919704,,16,63.0,29.315744,14.799459,,13,63.0,28.099503,14.264361,,11,61.0,28.424662,13.854155,
20/04/24,0.0,3.0,29.975,16.56,,2.0,3.0,29.838501,16.56,,,3.0,29.884672,15.876775,,15,3.0,29.789331,15.517629,,26,3.0,32.995747,19.523155,,19,3.0,34.533836,20.12461,,18,3.0,34.27058,14.587776,,10,3.0,34.971916,13.324863,,5,3.0,32.819668,17.114204,,5,3.0,30.826582,25.944988,,0.0,61.0,31.39225,17.076298,,7,51.0,30.251165,14.440443,,16,61.0,29.016165,14.618837,,23,61.0,29.249662,15.463246,
21/04/24,1.0,3.0,30.283339,16.75064,,3.0,3.0,30.14683,16.75064,,,3.0,30.15342,16.1198,,16,3.0,29.399752,16.267857,,24,51.0,32.23325,15.463246,,10,51.0,34.104668,22.79684,,11,3.0,34.010166,19.35314,,4,3.0,34.967747,16.343367,,0,3.0,32.740505,16.039202,,1,3.0,31.624498,14.291592,,0.0,51.0,32.146416,26.959166,,6,63.0,30.007416,16.418526,,13,65.0,28.845335,14.471821,,14,65.0,28.983002,17.518356,
22/04/24,0.0,3.0,30.008333,20.172853,,3.0,3.0,29.871832,20.172853,,,3.0,29.955505,17.57744,,24,3.0,29.358088,14.986553,,32,3.0,32.27284,15.745627,,20,3.0,34.03384,19.386591,,35,3.0,34.168507,14.982228,,29,3.0,35.094837,12.57426,,26,3.0,32.875916,14.113652,,30,3.0,31.52658,15.725037,,18.0,53.0,32.39642,18.556595,,28,53.0,29.894915,16.327497,,17,63.0,28.578667,16.343367,,18,63.0,28.895498,15.84409,
23/04/24,1.0,3.0,29.864586,18.875126,,2.0,3.0,29.728083,18.875126,,,3.0,29.645086,17.31746,,15,3.0,28.885168,19.862083,,24,3.0,31.699913,21.24,,19,3.0,33.68175,23.358423,,14,3.0,33.81017,13.363711,,6,3.0,34.68234,15.124284,,1,3.0,32.77383,14.512064,,14,3.0,31.772417,12.4811535,,11.0,51.0,33.019337,22.35481,,27,53.0,30.857416,17.935081,,16,61.0,29.512,18.0,,19,61.0,29.503832,18.844202,
24/04/24,8.0,3.0,30.029165,19.008545,,10.0,3.0,29.892664,19.008545,,,3.0,29.682585,17.610588,,24,3.0,29.156004,18.440998,,34,3.0,32.237415,20.275385,,34,3.0,33.596333,25.570139,,26,3.0,34.008083,19.469976,,19,3.0,34.655247,17.713316,,12,3.0,32.98425,16.135872,,11,3.0,31.818253,13.246826,,0.0,51.0,32.30266,27.07669,,8,51.0,30.040749,16.904673,,12,51.0,28.893251,16.454008,,15,53.0,29.101751,15.273505,
25/04/24,0.0,3.0,30.127085,25.305208,,5.0,3.0,29.99058,25.305208,,,3.0,29.690924,23.424908,,19,3.0,29.201836,19.272614,,30,3.0,31.987417,19.602652,,30,3.0,33.821335,23.051247,,49,3.0,34.064335,15.617529,,45,3.0,34.7865,18.919704,,41,3.0,33.25717,17.786331,,41,3.0,32.08492,14.685176,,23.0,3.0,33.313084,23.266697,,26,51.0,30.521996,19.05281,,18,51.0,29.389084,18.218275,,14,63.0,29.382998,16.981165,
26/04/24,2.0,3.0,30.158333,22.42427,,6.0,3.0,30.021833,22.42427,,,3.0,29.68675,19.35314,,33,3.0,28.935167,19.681828,,56,3.0,31.972832,19.523155,,52,3.0,33.89425,21.129885,,53,3.0,34.001835,16.923828,,47,3.0,34.83025,16.563911,,41,3.0,33.275917,13.905509,,41,3.0,32.20158,13.684735,,24.0,51.0,32.961002,26.476522,,29,61.0,30.171997,20.380579,,15,65.0,29.207832,18.214718,,15,65.0,29.37883,17.935081,
27/04/24,4.0,1.0,29.831247,18.86139,,7.0,1.0,29.694756,18.86139,,,1.0,29.488836,18.057508,,21,2.0,28.843506,18.864824,,35,3.0,31.620752,18.391735,,28,3.0,33.725506,20.972897,,22,3.0,33.678913,16.595179,,17,3.0,34.582333,16.563911,,9,3.0,33.419666,13.722565,,13,3.0,32.199505,14.007655,,1.0,3.0,33.30266,20.808498,,6,53.0,31.276163,18.919704,,11,61.0,29.857828,18.079027,,13,61.0,29.991335,19.917469,
28/04/24,4.0,3.0,30.627085,18.35647,,6.0,3.0,30.490585,18.35647,,,3.0,30.274252,16.65754,,16,3.0,29.556002,17.057314,,33,3.0,32.51867,18.448023,,35,3.0,33.935917,23.847115,,39,3.0,33.85184,15.807239,,32,3.0,34.83858,16.199999,,25,3.0,33.794666,15.827721,,22,3.0,32.512,12.979984,,8.0,3.0,33.727665,21.9718,,13,51.0,31.171999,19.855558,,18,63.0,29.51825,18.03237,,20,61.0,29.72467,19.694992,
29/04/24,3.0,3.0,30.435417,16.93531,,6.0,3.0,30.298918,16.93531,,,3.0,30.038836,13.849476,,20,3.0,29.476837,15.273505,,35,3.0,32.827,18.175545,,35,3.0,34.1505,21.175837,,44,3.0,34.05392,17.884428,,37,3.0,35.149,19.513195,,30,3.0,34.02175,14.693999,,36,3.0,33.034916,11.91812,,25.0,51.0,33.844334,24.066206,,31,61.0,31.384497,18.455048,,24,63.0,29.77658,17.114204,,24,63.0,29.726751,18.175545,
30/04/24,0.0,3.0,30.831251,15.893093,,2.0,3.0,30.694748,15.893093,,,3.0,30.699255,16.075521,,14,3.0,30.006004,13.138765,,25,3.0,33.40825,18.25026,,25,3.0,34.608837,20.870687,,20,3.0,34.308086,21.479664,,14,3.0,35.117756,13.358861,,7,3.0,33.496754,21.67786,,6,3.0,31.541166,23.904108,,0.0,53.0,31.092247,19.386591,,3,55.0,29.380331,17.709658,,16,61.0,28.21408,15.827721,,20,63.0,28.27883,16.327497,
01/05/24,0.0,3.0,31.775003,16.311613,,3.0,3.0,31.638498,16.311613,,,3.0,31.522165,17.727943,,19,3.0,31.176834,14.799459,,29,3.0,34.335335,15.990646,,19,3.0,35.138004,15.629972,,28,3.0,34.64142,12.88981,,21,3.0,35.190666,17.10284,,16,3.0,33.038418,27.248455,,17,3.0,31.155752,24.184391,,10.0,55.0,31.773499,18.36353,,16,51.0,30.967829,17.698677,,21,51.0,29.895338,17.698677,,20,53.0,30.141329,18.057508,
02/05/24,1.0,53.0,31.245832,18.1041,,4.0,53.0,31.109331,18.1041,,,51.0,31.318007,14.277983,,18,3.0,30.803919,13.896187,,36,51.0,34.44367,15.021105,,27,3.0,35.65675,17.208603,,32,3.0,35.389336,22.159746,,31,3.0,36.392746,21.897945,,25,3.0,35.144665,15.349684,,20,3.0,32.697414,17.935081,,13.0,51.0,33.186,20.037485,,17,53.0,31.080332,15.807239,,13,61.0,30.476585,17.106628,,13,55.0,30.32675,18.448023,
03/05/24,9.0,51.0,28.854166,19.386593,,9.0,51.0,28.717665,19.386593,,,53.0,29.188835,18.161278,,22,65.0,28.616415,18.228943,,34,51.0,33.277004,20.966715,,33,3.0,34.660915,24.627789,,27,53.0,34.806004,18.733839,,19,3.0,36.096912,20.172853,,14,3.0,33.713417,24.863466,,15,3.0,31.66408,23.977188,,5.0,53.0,31.681833,22.657131,,7,61.0,30.434502,18.03237,,20,63.0,28.509916,16.394829,,22,63.0,28.885084,15.315873,
04/05/24,6.0,51.0,29.568748,18.161278,,8.0,51.0,29.432245,18.161278,,,53.0,29.52842,18.79255,,18,53.0,28.928919,18.043148,,29,51.0,32.587418,21.749483,,21,51.0,34.17758,16.92383,,18,53.0,34.476833,14.512064,,11,51.0,35.059414,16.58346,,12,51.0,32.665497,23.4,,11,61.0,30.795334,17.114204,,1.0,61.0,31.700583,18.888851,,8,61.0,30.778252,16.179985,,16,53.0,29.453665,15.629972,,15,63.0,29.930918,14.685176,
05/05/24,0.0,3.0,30.110418,17.388409,,2.0,3.0,29.973913,17.388409,,,55.0,29.930504,16.454008,,19,51.0,29.401838,18.36353,,30,63.0,31.510332,20.929594,,22,63.0,32.47758,16.676977,,21,61.0,32.545586,23.157824,,13,63.0,33.309418,19.652176,,7,53.0,31.644669,22.104116,,4,63.0,30.301584,20.3774,,0.0,55.0,31.350584,19.110542,,0,63.0,30.10533,14.408997,,13,63.0,29.443253,15.941944,,15,65.0,29.82258,16.267857,
06/05/24,3.0,3.0,30.483332,12.879752,,5.0,3.0,30.34683,12.879752,,,3.0,30.568,14.404499,,17,55.0,29.776834,16.854767,,25,3.0,32.904083,12.904882,,24,3.0,34.50675,13.202726,,28,3.0,34.439335,29.914679,,22,51.0,34.913586,21.142147,,18,51.0,32.52592,26.826641,,14,53.0,30.720335,25.133053,,5.0,53.0,32.01933,19.211996,,10,3.0,31.201166,17.414476,,21,51.0,30.268251,16.23596,,22,51.0,31.097582,17.811815,
07/05/24,0.0,63.0,28.68958,18.214718,,2.0,63.0,28.553085,18.214718,,,63.0,28.901337,14.917212,,19,63.0,28.681002,14.764389,,31,53.0,31.733252,13.004922,,27,3.0,34.22967,11.212135,,23,3.0,34.53725,13.0447235,,16,3.0,35.22817,15.1884165,,8,3.0,33.09466,25.264202,,22,3.0,31.093248,23.469128,,13.0,51.0,32.444332,17.902534,,11,63.0,31.446999,15.725037,,15,51.0,30.682837,17.771753,,29,51.0,31.085081,17.283749,
08/05/24,3.0,51.0,27.831247,14.007655,,5.0,51.0,27.69475,14.007655,,,51.0,27.45967,16.23596,,22,61.0,27.068499,13.084402,,38,61.0,28.927002,11.304229,,39,53.0,31.083834,20.545246,,58,63.0,31.791412,25.620771,,55,63.0,32.673996,20.018072,,46,51.0,31.884249,16.167967,,42,51.0,30.968252,15.782622,,30.0,65.0,30.450583,15.844089,,33,65.0,29.790747,18.043148,,27,65.0,28.749496,17.373497,,27,65.0,28.972582,17.771753,
09/05/24,1.0,61.0,27.029165,16.263872,,2.0,61.0,26.89267,16.263872,,,63.0,27.076332,12.496719,,15,65.0,26.683083,24.464113,,22,63.0,29.356165,14.973576,,11,63.0,31.113005,22.768398,,17,65.0,30.574753,23.132626,,11,65.0,30.5865,19.191748,,10,63.0,30.782167,15.696165,,10,63.0,29.095337,17.57744,,2.0,63.0,28.954748,12.57426,,2,65.0,28.911585,11.91812,,24,65.0,28.737001,16.808569,,26,63.0,28.935081,17.10284,
10/05/24,5.0,63.0,26.506254,16.981165,,6.0,63.0,26.369751,16.981165,,,61.0,25.63675,13.797913,,18,61.0,26.033087,14.986553,,25,63.0,28.343666,21.99538,,18,65.0,29.229668,20.633371,,15,65.0,28.695587,9.686609,,15,63.0,29.205252,14.458382,,12,55.0,30.355085,15.03835,,8,61.0,29.103666,15.315873,,1.0,55.0,29.011002,15.941944,,2,63.0,28.34075,10.495713,,13,63.0,28.264082,7.9036193,,16,53.0,28.724663,9.422101,
11/05/24,0.0,53.0,27.462502,16.746773,,3.0,53.0,27.326002,16.746773,,,51.0,27.317999,17.873556,,18,55.0,26.7935,13.493999,,31,51.0,29.199919,11.681987,,55,65.0,30.0505,14.529915,,82,63.0,28.887247,13.004922,,80,61.0,29.207336,12.738099,,78,63.0,30.11342,12.261157,,76,63.0,28.411997,10.990322,,69.0,63.0,28.698496,17.429354,,72,63.0,28.665749,13.75558,,60,65.0,28.034914,10.495713,,58,65.0,28.451752,12.55879,
12/05/24,1.0,63.0,26.060415,18.075441,,4.0,63.0,25.923914,18.075441,,,63.0,25.576334,15.188415,,17,63.0,24.874754,14.799459,,30,63.0,27.939499,16.42247,,37,63.0,29.448418,15.893093,,55,63.0,29.358084,16.946787,,50,63.0,29.726076,17.287498,,43,65.0,29.15925,12.738099,,45,63.0,27.664083,13.779114,,39.0,63.0,29.038086,12.229406,,40,63.0,28.259497,10.514218,,46,65.0,27.678665,12.959999,,44,65.0,28.110083,11.480557,
13/05/24,0.0,53.0,26.281248,15.509274,,2.0,53.0,26.144753,15.509274,,,51.0,25.918001,16.215992,,19,53.0,25.470583,15.1884165,,34,63.0,27.866583,16.645864,,38,65.0,29.373419,19.161337,,36,63.0,28.949753,12.783802,,27,63.0,29.321917,14.471821,,24,63.0,29.917585,13.246826,,161,63.0,28.172419,13.089354,,,63.0,29.008917,11.770403,,144,63.0,28.374083,13.044722,,198,63.0,27.851583,8.699793,,218,51.0,28.476746,10.182337,
14/05/24,3.0,65.0,24.972914,10.24578,,5.0,65.0,24.836418,10.24578,,,63.0,25.43675,11.592895,,28,61.0,25.770582,13.746156,,39,53.0,28.243668,14.039999,,48,63.0,28.971334,12.181625,,44,65.0,28.297663,12.620554,,38,63.0,28.736496,21.897945,,33,53.0,28.952997,14.345898,,30,63.0,26.316168,14.081477,,20.0,63.0,27.940168,11.885453,,20,63.0,27.46158,18.161278,,23,63.0,27.312002,11.384198,,23,63.0,27.66216,17.0763,
15/05/24,1.0,53.0,26.062498,18.671474,,4.0,53.0,25.926004,18.671474,,,61.0,25.911757,17.399586,,15,61.0,25.905998,15.379206,,24,51.0,28.766586,17.114204,,42,53.0,29.385916,20.620806,,55,53.0,28.22267,23.188583,,46,61.0,28.778168,21.9718,,41,65.0,28.848833,14.982228,,36,65.0,27.453669,15.5843,,33.0,65.0,28.856836,11.620809,,31,63.0,28.715744,12.245293,,25,63.0,27.739082,11.183201,,30,65.0,27.893412,13.358861,
16/05/24,1.0,63.0,24.299997,13.363711,,3.0,63.0,24.1635,13.363711,,,61.0,24.59092,12.475961,,20,51.0,23.924751,12.031756,,33,53.0,25.079084,8.404285,,58,61.0,26.19425,13.044722,,47,61.0,25.872665,10.630672,,39,61.0,26.505249,9.511088,,37,53.0,26.748838,17.072504,,35,51.0,26.851583,19.67195,,28.0,61.0,28.240166,13.358861,,23,63.0,28.207415,15.4800005,,14,63.0,27.328665,12.096214,,17,63.0,27.62258,14.186923,
17/05/24,5.0,65.0,24.216667,14.345898,,7.0,65.0,24.080168,14.345898,,,63.0,24.38675,13.722565,,21,65.0,24.231,10.365251,,30,63.0,26.822832,10.296251,,37,63.0,27.72342,12.783802,,41,61.0,27.716421,11.885453,,36,61.0,28.084417,13.891522,,33,61.0,28.0905,16.323528,,33,63.0,26.387,18.416384,,28.0,63.0,27.802666,10.464798,,29,65.0,27.324083,14.168641,,23,65.0,26.828669,9.227524,,26,65.0,26.941336,12.979984,
18/05/24,0.0,65.0,24.03333,17.811815,,2.0,65.0,23.896833,17.811815,,,63.0,24.184664,9.957108,,19,65.0,24.295586,9.504273,,29,65.0,26.447836,14.113653,,22,63.0,27.875498,12.387348,,28,65.0,27.647669,11.923557,,22,63.0,28.453169,11.304229,,20,65.0,28.144669,13.779114,,18,53.0,26.51825,15.978484,,9.0,65.0,27.19433,15.226764,,6,63.0,27.082415,11.113451,,13,65.0,26.409918,13.004922,,16,63.0,26.72883,15.072783,
19/05/24,2.0,63.0,24.53333,6.12,,3.0,63.0,24.396835,6.12,,,63.0,24.493002,8.707238,,23,63.0,24.572668,7.42159,,35,61.0,26.79992,12.682018,,39,53.0,28.192171,12.7279215,,29,63.0,27.343498,14.417988,,22,63.0,28.203169,12.031756,,17,63.0,27.898836,15.141414,,16,65.0,25.88283,14.05845,,3.0,65.0,26.821417,14.264361,,9,65.0,26.609503,12.4811535,,17,65.0,26.016167,10.1887,,22,65.0,26.441332,12.599998,
20/05/24,4.0,65.0,23.560415,17.902534,,7.0,65.0,23.423918,17.902534,,,65.0,23.415918,13.441071,,25,63.0,23.353914,13.698934,,35,63.0,24.874916,14.081477,,46,65.0,25.667168,10.163227,,52,63.0,25.21225,7.491114,,46,65.0,26.378166,10.1376915,,47,63.0,25.519667,14.20062,,46,63.0,24.253664,15.077082,,39.0,63.0,25.219332,14.081478,,43,63.0,24.830332,8.435069,,37,63.0,24.776583,7.42159,,38,63.0,25.662165,13.281023,
21/05/24,0.0,63.0,24.300003,17.727943,,3.0,63.0,24.163498,17.727943,,,63.0,24.113832,18.511143,,20,65.0,23.912254,15.546833,,30,65.0,25.426996,12.594856,,23,63.0,26.450499,9.114471,,39,65.0,26.57683,9.114471,,32,65.0,27.198997,10.703569,,32,63.0,27.053001,9.387651,,29,53.0,26.199501,9.178235,,17.0,63.0,27.100584,13.1041975,,17,63.0,26.428247,14.408997,,21,63.0,26.032831,14.20062,,19,65.0,26.474665,18.678415,
22/05/24,2.0,63.0,24.812498,19.272614,,5.0,63.0,24.676,19.272614,,,53.0,24.963837,19.201874,,25,63.0,24.670584,17.31746,,36,63.0,25.81867,15.03835,,43,65.0,27.12758,14.512064,,48,63.0,27.276834,13.363711,,42,61.0,27.817749,12.599999,,42,65.0,26.984251,11.013882,,39,63.0,25.12242,12.522619,,25.0,65.0,26.177666,11.966953,,24,65.0,26.101164,12.594856,,38,65.0,25.905748,17.114204,,44,65.0,26.364248,21.175837,
23/05/24,1.0,53.0,26.052086,15.683774,,4.0,53.0,25.91558,15.683774,,,53.0,25.857584,15.192682,,18,61.0,24.7935,10.383987,,32,65.0,26.360336,15.815435,,16,63.0,26.925505,13.70839,,28,61.0,26.093498,10.144082,,24,63.0,26.888588,11.200571,,25,63.0,25.661333,11.525623,,37,63.0,24.795332,11.119281,,23.0,65.0,25.700584,9.983106,,20,65.0,25.29075,13.570615,,13,65.0,25.589083,17.106628,,14,65.0,26.19758,18.057508,
24/05/24,25.0,55.0,24.654167,16.039202,,28.0,55.0,24.517668,16.039202,,,53.0,25.234667,18.014393,,58,51.0,25.64142,21.479666,,69,63.0,27.26242,15.941944,,76,55.0,27.354668,8.714677,,84,51.0,26.772667,10.691453,,76,55.0,27.482332,12.979984,,74,61.0,26.015497,17.595861,,76,65.0,24.526583,16.516901,,63.0,63.0,25.692247,15.192682,,70,65.0,26.101171,14.529915,,61,65.0,25.397415,12.904882,,59,65.0,25.966333,18.59845,
25/05/24,2.0,3.0,25.054163,21.897945,,3.0,3.0,24.91767,21.897945,,,3.0,25.447168,22.218153,,11,51.0,25.401834,28.291512,,67,3.0,28.208254,17.902534,,72,51.0,28.096334,18.193361,,89,3.0,28.068499,15.281989,,86,3.0,28.249,15.9134655,,85,63.0,26.323832,22.725668,,85,53.0,25.697416,21.434364,,71.0,55.0,26.0485,21.2522,,72,63.0,26.313665,18.671474,,64,63.0,25.422415,9.83268,,61,65.0,26.237167,15.725037,
26/05/24,1.0,61.0,24.568748,27.210379,,4.0,61.0,24.432251,27.210379,,,51.0,25.113836,27.792374,,17,51.0,25.272667,29.869154,,26,3.0,29.002,23.97989,,18,51.0,29.202585,18.581022,,23,55.0,28.564333,17.072504,,18,51.0,29.080254,16.563911,,5,3.0,27.340494,23.675303,,1,63.0,26.603662,23.847115,,0.0,61.0,26.731833,24.881702,,15,65.0,26.519915,14.33234,,26,63.0,25.876581,15.03835,,42,65.0,26.31008,16.676977,
27/05/24,1.0,3.0,25.637499,23.803596,,5.0,3.0,25.501,23.803596,,,53.0,26.024248,25.929996,,22,51.0,26.210165,28.551426,,32,3.0,29.931168,21.829777,,32,51.0,29.62342,10.383987,,28,3.0,29.63725,17.238699,,22,3.0,30.132332,17.57744,,23,3.0,28.261332,25.7041,,27,3.0,27.187002,22.771244,,18.0,61.0,27.242247,22.725668,,19,63.0,26.940748,16.323528,,18,63.0,25.62242,10.464797,,17,65.0,26.214247,12.57426,
28/05/24,1.0,3.0,25.570837,21.746502,,4.0,3.0,25.434332,21.746502,,,51.0,26.009666,22.3229,,21,3.0,25.983086,24.251284,,28,53.0,29.564499,19.130875,,24,51.0,29.060919,15.408671,,35,51.0,28.872671,15.277749,,29,51.0,29.35108,20.746122,,30,3.0,27.121748,27.959743,,42,3.0,26.139086,27.288855,,28.0,53.0,25.877663,21.96,,32,65.0,25.590752,9.585739,,24,65.0,25.041162,10.495713,,20,65.0,25.497581,13.397612,
29/05/24,1.0,51.0,26.466667,22.3229,,4.0,51.0,26.330168,22.3229,,,3.0,26.909668,23.14103,,19,51.0,26.764336,25.922499,,31,51.0,30.168665,22.007162,,22,51.0,29.827578,12.7279215,,22,63.0,28.980997,12.738099,,14,53.0,29.859419,18.626305,,11,51.0,27.948832,27.959743,,20,53.0,27.0495,21.986542,,8.0,53.0,26.492249,21.26744,,6,61.0,26.463667,14.759999,,13,65.0,25.75367,14.458382,,15,63.0,26.272581,16.343367,
30/05/24,2.0,61.0,26.008331,17.057314,,6.0,61.0,25.871834,17.057314,,,61.0,26.64092,21.67487,,21,63.0,26.522669,22.065973,,30,53.0,29.989502,17.339897,,34,53.0,31.042166,13.556282,,24,51.0,30.058084,14.689588,,17,51.0,30.640669,17.727943,,24,3.0,28.311335,26.758923,,27,51.0,27.032835,21.710716,,15.0,53.0,26.373499,18.844202,,22,63.0,26.657417,15.226764,,19,65.0,26.07033,14.417988,,20,65.0,26.395498,19.33639,
31/05/24,2.0,53.0,26.583336,17.713316,,6.0,53.0,26.446833,17.713316,,,53.0,27.186752,22.66857,,15,63.0,27.099752,20.316889,,24,63.0,29.310331,16.766108,,20,65.0,29.948418,15.484185,,15,65.0,29.533087,18.089775,,11,63.0,30.257334,24.881702,,15,61.0,29.0905,20.730501,,16,53.0,27.614084,19.576189,,2.0,63.0,27.4235,20.364674,,3,65.0,27.288664,18.844202,,12,63.0,26.657835,15.815435,,10,65.0,26.782999,16.29174,
01/06/24,1.0,65.0,25.516668,14.799459,,3.0,65.0,25.380167,14.799459,,,65.0,26.118002,19.296133,,19,63.0,25.7685,18.014393,,32,63.0,28.285332,15.696165,,32,63.0,29.090082,15.137133,,25,63.0,28.59767,13.363711,,19,63.0,29.803167,15.530151,,16,65.0,28.39675,25.43802,,16,63.0,27.122416,24.967497,,1.0,63.0,26.938086,20.12461,,2,63.0,27.23033,13.527572,,12,63.0,26.862001,13.324863,,11,63.0,27.19133,16.418526,
02/06/24,1.0,63.0,25.397919,11.770403,,5.0,63.0,25.26142,11.770403,,,61.0,25.55342,15.517629,,17,65.0,25.453918,16.575644,,29,63.0,27.9145,17.533146,,23,63.0,28.733833,11.183201,,33,63.0,28.33725,16.327497,,27,63.0,29.205252,13.722565,,26,61.0,28.096754,17.709658,,23,63.0,26.686998,20.380579,,8.0,65.0,26.700583,15.629972,,11,65.0,26.657415,12.218805,,14,65.0,25.732834,11.043261,,12,63.0,25.964247,13.722565,
