Date,JBP_Delay,weather_code_JBP,Temperature_JBP,Wind_Speed_JBP,Distance_travelled_JBP,MML_Delay,weather_code_MML,Temperature_MML,Wind_Speed_MML,Distance_travelled_MML,SRID_Delay,weather_code_SRID,Temperature_SRID,Wind_Speed_SRID,Distance_travelled_SRID,NU_Delay,weather_code_NU,Temperature_NU,Wind_Speed_NU,Distance_travelled_NU,KY_Delay,weather_code_KY,Temperature_KY,Wind_Speed_KY,Distance_travelled_KY,GAR_Delay,weather_code_GAR,Temperature_GAR,Wind_Speed_GAR,Distance_travelled_GAR,PPI_Delay,weather_code_PPI,Temperature_PPI,Wind_Speed_PPI,Distance_travelled_PPI,ET_Delay,weather_code_ET,Temperature_ET,Wind_Speed_ET,Distance_travelled_ET,NDPM_Delay,weather_code_NDPM,Temperature_NDPM,Wind_Speed_NDPM,Distance_travelled_NDPM,RKMP_Delay,weather_code_RKMP,Temperature_RKMP,Wind_Speed_RKMP,Distance_travelled_RKMP
22/08/24,8.0,63.0,25.787416,13.53236,,4.0,63.0,25.904413,13.53236,,9.0,63.0,26.362083,12.245294,,12.0,63.0,26.603333,10.495713,,14.0,63.0,26.558832,10.440001,,13.0,63.0,26.941332,10.24578,,11.0,63.0,26.971334,10.390226,,8.0,63.0,27.287832,14.84318,,10.0,55.0,8.1223345,21.749483,,19.0,55.0,2.868167,31.869658,
23/08/24,0.0,63.0,25.560333,12.10157,,4.0,63.0,25.677332,12.10157,,1.0,63.0,26.091248,12.9249525,,3.0,63.0,26.080414,14.480773,,3.0,61.0,26.110918,13.627795,,4.0,61.0,26.266335,14.039999,,6.0,63.0,26.088005,10.8955765,,45.0,63.0,25.962835,11.542478,,55.0,3.0,7.2952504,19.242327,,66.0,3.0,1.5806664,12.7279215,
24/08/24,0.0,63.0,25.13117,16.23596,,3.0,63.0,25.248169,16.23596,,0.0,65.0,25.4975,13.084402,,3.0,63.0,25.613747,13.849476,,3.0,63.0,25.567171,16.563911,,4.0,63.0,25.557997,16.595179,,4.0,65.0,25.415085,16.375053,,27.0,65.0,25.377417,18.919704,,33.0,53.0,5.080666,26.564486,,47.0,3.0,0.82025,22.366402,
25/08/24,42.0,65.0,24.572836,15.277749,,50.0,65.0,24.689835,15.277749,,46.0,63.0,25.04333,11.525623,,48.0,63.0,25.35334,12.031756,,48.0,61.0,25.512999,12.819235,,49.0,61.0,25.689249,16.434305,,48.0,65.0,25.573418,22.682856,,50.0,63.0,24.804502,23.363974,,53.0,53.0,6.970249,24.248613,,60.0,51.0,2.3514998,38.268524,
26/08/24,0.0,63.0,25.706163,16.92383,,4.0,63.0,25.823166,16.92383,,0.0,61.0,26.057917,14.84318,,6.0,61.0,26.065832,16.58346,,10.0,51.0,26.08592,17.873556,,11.0,53.0,26.018417,20.447239,,9.0,63.0,25.987997,22.493519,,10.0,51.0,25.792002,23.277834,,12.0,51.0,7.82025,9.339208,,18.0,51.0,1.4514999,21.707731,
27/08/24,0.0,51.0,26.156166,16.595179,,5.0,51.0,26.273169,16.595179,,0.0,51.0,26.532913,16.09969,,5.0,51.0,26.609583,15.629972,,5.0,51.0,26.506746,15.893093,,7.0,3.0,26.895498,16.862455,,11.0,3.0,26.908836,18.775303,,13.0,51.0,26.873251,16.055355,,45.0,51.0,5.7410836,17.935081,,54.0,75.0,-1.6360002,40.494797,
28/08/24,0.0,63.0,26.683249,11.503113,,3.0,63.0,26.80025,11.503113,,0.0,51.0,26.93292,15.379206,,3.0,51.0,26.972086,11.609651,,7.0,51.0,26.99633,12.074766,,8.0,51.0,27.235083,11.720751,,10.0,51.0,27.317167,15.188415,,14.0,63.0,26.712835,22.7057,,27.0,3.0,5.4181657,25.20257,,33.0,71.0,-2.761,49.367275,
29/08/24,15.0,63.0,25.854082,7.92,,30.0,63.0,25.971085,7.92,,24.0,65.0,25.851662,15.192682,,26.0,65.0,26.124168,9.531505,,38.0,65.0,26.204666,10.195057,,35.0,61.0,26.485083,11.570515,,30.0,51.0,26.62342,8.759178,,28.0,63.0,26.662834,10.365251,,29.0,51.0,4.843167,24.633049,,32.0,51.0,-0.50266665,29.460672,
30/08/24,0.0,63.0,25.893667,13.556282,,72.0,63.0,26.010666,13.556282,,79.0,63.0,25.94958,9.178235,,84.0,63.0,26.065836,10.105681,,84.0,63.0,26.000502,12.682018,,93.0,63.0,25.926748,12.768586,,92.0,65.0,25.650497,8.473393,,92.0,65.0,25.935755,15.496736,,98.0,51.0,7.168167,18.792551,,98.0,51.0,2.5223334,31.085323,
31/08/24,0.0,61.0,26.8145,14.458382,,4.0,61.0,26.931503,14.458382,,0.0,63.0,26.757914,15.0038395,,3.0,53.0,26.778334,10.805999,,4.0,55.0,26.665083,12.661564,,4.0,63.0,26.528833,10.883676,,5.0,63.0,26.344252,12.074766,,7.0,63.0,26.385756,14.84318,,9.0,53.0,7.0265,24.122686,,11.0,55.0,2.714,24.162947,
01/09/24,0.0,63.0,27.137413,21.659916,,1.0,63.0,27.254416,21.659916,,0.0,65.0,26.941248,16.29174,,6.0,63.0,26.92,14.654254,,9.0,63.0,26.821335,15.315873,,8.0,65.0,26.616333,14.973576,,8.0,65.0,26.406752,17.313717,,13.0,65.0,26.562836,15.7908325,,11.0,51.0,6.0785823,17.076298,,18.0,51.0,-2.4193337,30.353355,
02/09/24,0.0,51.0,27.23533,14.934577,,4.0,51.0,27.352333,14.934577,,12.0,51.0,27.345419,16.516901,,15.0,51.0,27.130419,17.414476,,19.0,61.0,27.065084,18.775301,,20.0,63.0,26.966331,19.245697,,20.0,55.0,26.988,18.671474,,22.0,63.0,26.68783,18.043148,,71.0,3.0,7.5327506,24.248611,,107.0,3.0,2.4015,24.826954,
03/09/24,0.0,51.0,27.795753,13.493999,,7.0,51.0,27.91275,13.493999,,4.0,55.0,27.932915,14.4,,9.0,61.0,27.747084,14.57889,,9.0,61.0,27.679667,15.0038395,,8.0,63.0,27.583002,14.039999,,8.0,65.0,27.025497,17.25373,,12.0,63.0,26.623255,11.298495,,16.0,3.0,6.697333,17.654688,,20.0,3.0,1.0264997,15.192682,
04/09/24,0.0,51.0,27.035332,12.0694,,4.0,51.0,27.152334,12.0694,,5.0,53.0,26.982916,14.618837,,8.0,61.0,26.861666,15.124284,,8.0,61.0,26.794245,16.135872,,14.0,53.0,26.728828,13.849477,,17.0,53.0,26.654665,17.992796,,55.0,65.0,26.552422,13.708391,,59.0,61.0,6.955667,10.8955765,,77.0,53.0,0.9223333,14.973576,
05/09/24,0.0,63.0,26.09992,12.245293,,4.0,63.0,26.216913,12.245293,,18.0,65.0,26.249582,14.044615,,22.0,61.0,26.397085,15.517629,,23.0,63.0,26.415087,16.87398,,23.0,63.0,26.630919,17.339897,,23.0,63.0,26.537996,15.941944,,34.0,61.0,26.70867,16.93531,,43.0,53.0,6.568167,15.256526,,51.0,53.0,-0.60058326,23.4,
06/09/24,8.0,61.0,26.545753,10.514218,,10.0,61.0,26.66275,10.514218,,6.0,63.0,26.855833,11.879999,,5.0,55.0,26.911667,16.267857,,9.0,61.0,26.902582,15.042659,,9.0,53.0,26.874664,15.546833,,9.0,63.0,26.725496,19.272614,,67.0,61.0,26.729502,15.111424,,112.0,53.0,5.361916,25.20257,,121.0,73.0,-1.70475,38.243114,
07/09/24,0.0,51.0,26.604086,8.942214,,5.0,51.0,26.721085,8.942214,,1.0,51.0,26.395418,14.440443,,11.0,63.0,26.355417,11.252519,,11.0,63.0,26.469254,13.039754,,13.0,63.0,26.685081,16.29174,,15.0,63.0,26.533836,14.986553,,14.0,65.0,26.087835,14.693999,,15.0,71.0,2.13275,24.798225,,13.0,71.0,-5.000583,47.541813,
08/09/24,0.0,63.0,26.52075,12.287555,,3.0,63.0,26.637747,12.287555,,0.0,63.0,26.587082,12.979984,,0.0,61.0,26.59083,15.827721,,1.0,61.0,26.612997,12.864649,,1.0,53.0,26.535082,15.496736,,2.0,61.0,26.183832,13.684735,,2.0,63.0,26.185755,14.578888,,2.0,73.0,2.5015004,18.847641,,8.0,3.0,-7.6318326,19.011953,
09/09/24,0.0,63.0,26.222837,11.966954,,5.0,63.0,26.339828,11.966954,,0.0,63.0,26.270414,9.826088,,6.0,65.0,26.23667,13.450708,,10.0,65.0,26.394249,11.525623,,11.0,63.0,26.333,12.015589,,10.0,63.0,26.290085,13.450708,,49.0,63.0,26.52117,14.039999,,68.0,75.0,0.2515001,37.064266,,76.0,3.0,-6.2568336,17.811815,
10/09/24,0.0,65.0,25.185335,23.40277,,2.0,65.0,25.302332,23.40277,,8.0,65.0,25.099585,26.27753,,15.0,65.0,24.801254,30.317043,,15.0,65.0,24.777586,31.786186,,16.0,65.0,24.841331,26.642431,,14.0,63.0,25.167166,21.188072,,16.0,63.0,25.700335,19.353138,,17.0,71.0,-0.95475006,40.813583,,22.0,3.0,-7.0485005,36.691753,
11/09/24,0.0,63.0,25.88533,32.714474,,3.0,63.0,26.002335,32.714474,,17.0,63.0,25.85375,37.916393,,27.0,63.0,25.617914,33.39473,,29.0,63.0,25.5755,30.955812,,32.0,63.0,25.376749,31.435646,,36.0,63.0,25.388002,27.038372,,37.0,61.0,25.47117,25.338476,,66.0,71.0,-0.5130833,41.003666,,71.0,3.0,-6.0880837,32.353966,
12/09/24,1.0,63.0,25.4895,26.208395,,6.0,63.0,25.606499,26.208395,,3.0,63.0,25.659998,26.081993,,6.0,63.0,25.569998,26.420174,,8.0,63.0,25.554663,27.009598,,8.0,63.0,25.691336,27.682571,,9.0,61.0,25.883833,28.006058,,12.0,61.0,25.92325,26.867676,,18.0,53.0,1.6639999,33.651817,,25.0,51.0,-5.4089165,47.6208,
13/09/24,1.0,63.0,25.495752,19.164719,,3.0,63.0,25.612755,19.164719,,0.0,61.0,25.44958,22.19773,,3.0,61.0,25.545,22.33161,,3.0,61.0,25.531748,22.725668,,3.0,63.0,25.603834,21.841648,,2.0,55.0,25.788,20.545246,,14.0,61.0,25.627419,20.364674,,17.0,55.0,5.766083,25.277025,,33.0,53.0,-0.27975014,49.067085,
14/09/24,1.0,53.0,25.766586,17.518356,,4.0,53.0,25.883585,17.518356,,0.0,51.0,25.534996,19.083395,,4.0,3.0,25.38875,20.163212,,7.0,3.0,25.406748,20.211363,,7.0,3.0,25.35383,17.731598,,9.0,51.0,25.2255,16.700275,,12.0,51.0,25.264917,17.106628,,16.0,61.0,5.2244167,30.962095,,21.0,53.0,1.12025,28.460497,
15/09/24,0.0,55.0,25.260336,18.043148,,4.0,55.0,25.377335,18.043148,,6.0,51.0,25.484995,16.65754,,15.0,51.0,25.586664,17.651016,,17.0,51.0,25.61925,16.394829,,19.0,51.0,25.576744,15.941944,,17.0,53.0,25.331747,13.684735,,22.0,51.0,25.346167,13.75558,,25.0,53.0,4.736917,27.345785,,31.0,51.0,0.21608329,27.238941,
16/09/24,0.0,61.0,25.585335,19.373219,,3.0,61.0,25.702337,19.373219,,20.0,51.0,25.94333,17.31746,,25.0,51.0,26.022087,15.827721,,26.0,51.0,26.069254,15.725037,,27.0,51.0,26.276747,15.463244,,26.0,51.0,26.1755,12.682018,,28.0,51.0,26.642,13.979871,,29.0,53.0,4.1994166,11.91812,,37.0,73.0,-0.761,23.113008,
17/09/24,16.0,61.0,24.216583,24.522314,,21.0,61.0,24.333582,24.522314,,21.0,61.0,25.026663,21.94524,,24.0,65.0,24.982504,23.177402,,25.0,65.0,25.062998,22.392462,,26.0,63.0,25.037165,21.218632,,25.0,63.0,25.383835,20.390114,,28.0,53.0,26.01075,20.421871,,29.0,53.0,5.6910834,8.707237,,36.0,51.0,0.73275,23.708124,
18/09/24,0.0,51.0,24.289497,20.68356,,4.0,51.0,24.4065,20.68356,,5.0,51.0,24.293335,22.930048,,10.0,53.0,24.242918,22.392462,,11.0,53.0,24.254663,22.26477,,9.0,51.0,24.737167,21.288757,,9.0,51.0,25.215082,21.566975,,12.0,51.0,25.500334,19.734436,,13.0,53.0,4.705667,7.208994,,20.0,51.0,0.07233331,24.448214,
19/09/24,3.0,3.0,25.841583,13.358861,,6.0,3.0,25.958586,13.358861,,1.0,51.0,25.9975,13.979871,,3.0,3.0,26.003332,13.979871,,10.0,3.0,25.94008,14.05845,,9.0,3.0,26.428831,15.379206,,6.0,3.0,26.296335,14.830076,,9.0,3.0,26.869085,14.77755,,21.0,73.0,2.999417,29.957972,,30.0,73.0,-2.1214166,45.680298,
20/09/24,0.0,51.0,26.9645,10.495713,,3.0,51.0,27.0815,10.495713,,0.0,51.0,26.953749,12.261158,,1.0,51.0,27.07208,12.261158,,2.0,51.0,27.146334,11.525623,,2.0,51.0,27.107994,11.620809,,1.0,51.0,27.213,11.27553,,4.0,51.0,27.571165,10.703569,,5.0,73.0,0.026500082,35.14935,,12.0,3.0,-4.6485,34.171566,
21/09/24,0.0,51.0,27.074919,12.397806,,3.0,51.0,27.191917,12.397806,,0.0,61.0,26.90583,15.778518,,2.0,53.0,26.58042,14.471821,,2.0,61.0,26.583834,15.941944,,4.0,61.0,26.926748,12.387348,,3.0,61.0,27.079666,8.647496,,5.0,63.0,27.535757,11.966953,,7.0,71.0,-0.9880832,26.081993,,13.0,3.0,-6.094333,23.000591,
22/09/24,26.0,51.0,27.764502,10.446206,,29.0,51.0,27.881498,10.446206,,26.0,55.0,26.745415,15.463244,,47.0,51.0,26.736666,9.028754,,66.0,51.0,26.608831,10.966713,,88.0,55.0,26.793417,8.913181,,99.0,51.0,26.767168,12.287555,,108.0,61.0,27.185753,8.225035,,126.0,71.0,-2.1735,19.483284,,141.0,3.0,-7.302666,14.773164,
23/09/24,1.0,3.0,27.937414,11.923557,,6.0,3.0,28.054415,11.923557,,2.0,51.0,27.795412,9.793059,,8.0,53.0,27.878328,11.183201,,8.0,51.0,27.72342,15.941944,,9.0,63.0,27.324667,7.42159,,12.0,63.0,26.754667,10.383987,,13.0,63.0,26.812838,10.1887,,14.0,3.0,-3.3047504,6.489992,,23.0,3.0,-7.4401665,15.349684,
24/09/24,0.0,53.0,27.468666,12.43434,,3.0,53.0,27.585669,12.43434,,0.0,55.0,27.71,10.233123,,7.0,61.0,27.655416,12.261158,,7.0,53.0,27.717163,15.4800005,,5.0,61.0,27.878832,14.618837,,8.0,63.0,27.862999,9.659814,,12.0,63.0,27.444086,9.585739,,37.0,3.0,-4.2568326,4.8965297,,45.0,3.0,-7.6547503,13.75558,
25/09/24,3.0,65.0,25.724916,17.982891,,4.0,65.0,25.841919,17.982891,,1.0,63.0,25.747498,15.580141,,3.0,63.0,25.9325,12.996199,,4.0,61.0,25.960917,13.830749,,4.0,63.0,26.203833,13.523978,,3.0,63.0,26.30467,11.132385,,10.0,63.0,26.59825,15.881875,,10.0,75.0,-1.2672503,34.109406,,18.0,73.0,-5.9839168,47.82583,
26/09/24,26.0,63.0,25.57908,12.538134,,29.0,63.0,25.696081,12.538134,,24.0,61.0,26.045412,11.7,,26.0,61.0,25.95125,12.409561,,27.0,63.0,25.99217,14.169785,,28.0,61.0,26.203833,12.399112,,28.0,63.0,26.296333,13.543131,,39.0,63.0,26.281586,13.281023,,45.0,73.0,0.07025007,43.162857,,54.0,73.0,-5.4380836,55.061172,
27/09/24,2.0,63.0,25.574919,16.179985,,6.0,63.0,25.691917,16.179985,,3.0,65.0,25.662079,12.750811,,7.0,65.0,25.83875,11.190442,,9.0,65.0,25.792168,10.594036,,9.0,63.0,26.155914,11.966954,,10.0,63.0,26.33175,14.941085,,13.0,65.0,26.100336,10.185519,,15.0,73.0,-1.8735002,43.293648,,20.0,73.0,-6.9672494,52.422974,
28/09/24,1.0,63.0,26.472832,23.59099,,3.0,63.0,26.589834,23.59099,,0.0,63.0,26.495417,23.635582,,0.0,61.0,26.682503,19.24738,,1.0,53.0,26.61717,17.373497,,1.0,63.0,26.549662,17.935081,,5.0,63.0,26.5755,20.031822,,3.0,63.0,25.989922,17.82091,,4.0,75.0,0.19733344,45.5528,,12.0,73.0,-4.1068325,56.945183,
29/09/24,0.0,53.0,26.75825,15.995712,,4.0,53.0,26.875254,15.995712,,0.0,53.0,26.941248,14.857362,,2.0,51.0,26.897085,14.2336645,,4.0,51.0,26.931747,15.430736,,5.0,51.0,27.089249,16.144905,,5.0,51.0,27.03592,16.560978,,10.0,51.0,26.779501,17.71423,,11.0,71.0,-1.0422499,18.903427,,18.0,75.0,-3.4297497,44.535725,
30/09/24,0.0,53.0,26.55825,17.050665,,5.0,53.0,26.67525,17.050665,,1.0,51.0,27.05166,16.87878,,6.0,53.0,26.928335,17.134071,,8.0,51.0,26.973417,16.954432,,25.0,51.0,27.064247,16.280798,,98.0,51.0,27.14633,15.095336,,101.0,51.0,27.029503,13.262714,,109.0,73.0,-1.3651665,16.56,,119.0,71.0,-6.7464166,29.000114,
01/10/24,0.0,51.0,27.341581,11.866355,,4.0,51.0,27.458586,11.866355,,5.0,51.0,27.60375,13.797912,,13.0,2.0,27.363754,13.32,,15.0,1.0,27.496332,12.611567,,17.0,1.0,27.708,12.882267,,17.0,1.0,27.702585,10.759423,,20.0,1.0,27.842005,10.132897,,26.0,71.0,-3.2297497,13.110376,,37.0,3.0,-10.215167,14.169785,
02/10/24,0.0,51.0,27.752,17.377226,,3.0,51.0,27.868998,17.377226,,0.0,51.0,27.876663,15.124284,,8.0,3.0,27.647085,14.713831,,9.0,3.0,27.690084,14.178928,,16.0,51.0,27.724665,12.979984,,16.0,51.0,27.956749,10.829959,,19.0,3.0,28.421171,11.753877,,105.0,3.0,-5.74225,14.892213,,113.0,3.0,-7.8401666,23.00693,
03/10/24,5.0,3.0,27.722834,17.081041,,4.0,3.0,27.839834,17.081041,,2.0,3.0,27.874582,16.575644,,32.0,3.0,27.769997,17.085785,,34.0,3.0,27.883835,16.810495,,33.0,3.0,27.918413,15.85329,,34.0,3.0,27.933836,12.93247,,35.0,3.0,27.725334,12.442153,,39.0,3.0,-10.1484995,10.316686,,39.0,71.0,-7.9568334,11.672275,
04/10/24,0.0,3.0,26.585333,15.215058,,3.0,3.0,26.702332,15.215058,,0.0,3.0,27.005829,17.235882,,0.0,3.0,27.05333,17.28,,1.0,3.0,27.071335,16.774803,,2.0,3.0,27.187166,15.804164,,2.0,3.0,26.844254,14.587776,,3.0,3.0,26.879503,11.966953,,6.0,3.0,-5.990167,18.403185,,12.0,71.0,-8.519334,27.818588,
05/10/24,2.0,1.0,26.404081,11.431063,,5.0,1.0,26.521082,11.431063,,1.0,1.0,26.335001,12.860871,,4.0,51.0,26.17,12.703715,,6.0,53.0,26.202583,12.620554,,8.0,0.0,26.710083,11.755254,,7.0,0.0,26.554667,9.3876505,,12.0,0.0,26.119087,7.386582,,22.0,71.0,-3.9234998,23.358425,,33.0,73.0,-8.425582,33.270798,
06/10/24,29.0,3.0,26.139502,10.799999,,33.0,3.0,26.2565,10.799999,,28.0,2.0,26.743332,10.195057,,30.0,1.0,26.70958,7.995323,,30.0,1.0,26.750504,8.863972,,32.0,1.0,27.022581,8.415842,,32.0,51.0,26.571335,9.422101,,33.0,1.0,26.894087,11.792404,,47.0,71.0,-4.7880826,17.40424,,51.0,73.0,-8.313083,31.692781,
07/10/24,2.0,3.0,25.993668,10.8029995,,5.0,3.0,26.110664,10.8029995,,3.0,2.0,26.591248,9.984729,,5.0,3.0,26.611664,8.694204,,6.0,3.0,26.644255,8.035746,,8.0,3.0,26.605911,9.582358,,8.0,3.0,26.585915,11.480557,,10.0,53.0,26.927416,12.0921955,,11.0,71.0,-4.919333,18.329973,,16.0,3.0,-10.638083,16.981165,
08/10/24,0.0,3.0,26.639502,9.165871,,4.0,3.0,26.7565,9.165871,,0.0,3.0,26.862078,8.669949,,3.0,3.0,27.011667,8.027678,,5.0,3.0,27.183832,6.269067,,6.0,3.0,27.226746,6.206738,,7.0,3.0,27.267168,6.7565966,,9.0,3.0,27.489916,8.714677,,12.0,3.0,-8.458917,12.229406,,15.0,3.0,-11.313085,8.731391,
09/10/24,2.0,63.0,26.229082,8.39657,,8.0,63.0,26.346085,8.39657,,6.0,61.0,26.284998,11.832176,,9.0,63.0,25.882498,9.208192,,13.0,63.0,25.9755,12.730467,,14.0,63.0,26.603834,8.049845,,14.0,63.0,26.56717,7.3821945,,20.0,63.0,26.483665,10.429132,,27.0,75.0,-4.67975,36.901756,,25.0,3.0,-10.856832,28.76454,
10/10/24,0.0,61.0,25.831167,9.340941,,20.0,61.0,25.948168,9.340941,,15.0,61.0,26.057915,7.9220443,,17.0,51.0,25.770004,6.361415,,20.0,51.0,25.775503,6.698806,,20.0,63.0,25.416328,18.595839,,19.0,61.0,25.875502,13.737904,,21.0,53.0,26.654501,8.936778,,24.0,75.0,1.8494169,34.347942,,28.0,73.0,-3.9818335,48.761066,
11/10/24,0.0,51.0,26.337418,9.313152,,3.0,51.0,26.45442,9.313152,,0.0,63.0,25.997498,13.733186,,2.0,61.0,25.734581,10.564941,,2.0,61.0,25.710915,13.288341,,3.0,65.0,25.610085,12.781267,,2.0,63.0,25.812998,14.588885,,4.0,61.0,26.091997,15.430736,,7.0,75.0,2.214,33.62726,,13.0,73.0,-2.2235003,45.91729,
12/10/24,1.0,3.0,26.01658,14.447172,,4.0,3.0,26.133583,14.447172,,0.0,3.0,26.77458,15.807239,,1.0,3.0,26.286665,13.324863,,2.0,3.0,26.298422,11.734564,,3.0,3.0,26.0455,10.4166975,,3.0,51.0,25.47758,9.102021,,5.0,51.0,25.544085,10.018743,,10.0,73.0,0.75566673,31.864576,,16.0,75.0,-1.990167,50.914234,
13/10/24,2.0,63.0,25.37075,12.367716,,6.0,63.0,25.487753,12.367716,,0.0,63.0,25.803747,15.10821,,2.0,63.0,25.905413,16.895088,,4.0,65.0,25.917168,12.245293,,5.0,63.0,25.535082,14.98331,,4.0,63.0,25.604666,14.174356,,7.0,63.0,26.108671,9.339208,,11.0,75.0,0.6994168,15.655861,,22.0,3.0,-3.9130833,34.728806,
14/10/24,0.0,63.0,25.897835,7.596341,,3.0,63.0,26.014832,7.596341,,3.0,55.0,26.164164,16.22498,,2.0,53.0,26.342918,11.173057,,4.0,51.0,26.38592,11.402683,,5.0,51.0,26.155914,9.82114,,3.0,61.0,25.877584,9.12513,,3.0,63.0,26.460752,8.197414,,9.0,71.0,1.6515001,14.197196,,16.0,73.0,-3.0609996,37.058147,
15/10/24,0.0,51.0,25.904085,7.538541,,3.0,51.0,26.02108,7.538541,,13.0,51.0,26.424582,8.274128,,22.0,51.0,26.54917,8.856658,,31.0,51.0,26.581749,9.444426,,29.0,53.0,26.26425,7.731623,,31.0,51.0,26.135916,6.162207,,29.0,51.0,26.848251,8.211235,,35.0,71.0,1.0390002,14.366211,,38.0,71.0,-2.4734998,25.02971,
16/10/24,0.0,51.0,26.04783,9.693296,,4.0,51.0,26.164831,9.693296,,7.0,51.0,26.66833,11.1090765,,11.0,51.0,26.776253,8.775807,,11.0,51.0,26.777586,7.823272,,14.0,51.0,26.562164,9.016185,,15.0,51.0,26.419249,10.589448,,48.0,61.0,26.856585,9.668195,,50.0,3.0,-0.87974983,8.311245,,68.0,71.0,-4.2172494,10.03167,
17/10/24,1.0,3.0,25.924917,9.54,,3.0,3.0,26.041918,9.54,,0.0,51.0,26.628746,11.9317045,,3.0,51.0,26.820002,8.536252,,6.0,51.0,26.867165,7.491114,,6.0,51.0,26.860077,8.936778,,6.0,51.0,26.50258,12.37819,,9.0,51.0,26.983671,11.592895,,17.0,75.0,-1.7547503,21.420753,,20.0,71.0,-7.69225,29.359869,
18/10/24,0.0,3.0,25.076998,8.909545,,3.0,3.0,25.193998,8.909545,,1.0,3.0,25.384996,8.893166,,1.0,3.0,25.238747,8.805294,,0.0,3.0,25.279665,9.037721,,2.0,51.0,25.376749,10.534229,,2.0,51.0,25.319252,11.525623,,0.0,61.0,26.106583,12.37819,,3.0,71.0,0.8306666,16.985933,,7.0,73.0,-3.9922497,34.49478,
19/10/24,1.0,3.0,25.795748,11.448055,,4.0,3.0,25.91275,11.448055,,2.0,51.0,26.682915,13.684735,,7.0,3.0,26.882505,13.776763,,9.0,3.0,27.054665,13.41453,,13.0,3.0,26.866335,13.954354,,12.0,51.0,26.698418,12.758432,,10.0,53.0,26.979502,10.837435,,12.0,3.0,-2.5276666,23.95691,,16.0,71.0,-6.3234997,46.139378,
20/10/24,11.0,53.0,23.522833,10.096059,,13.0,53.0,23.639832,10.096059,,6.0,3.0,24.212082,7.120815,,6.0,51.0,24.37625,8.101999,,7.0,53.0,24.388002,8.43699,,7.0,53.0,24.118418,9.741642,,6.0,51.0,23.81508,9.340941,,5.0,53.0,23.348251,11.612441,,5.0,75.0,2.43275,31.272894,,5.0,75.0,-1.9964169,43.341515,
21/10/24,6.0,3.0,24.747833,7.6409945,,22.0,3.0,24.864832,7.6409945,,28.0,2.0,25.482916,10.739832,,29.0,3.0,25.761667,10.30883,,30.0,3.0,25.733835,12.011544,,31.0,3.0,25.372581,13.14,,31.0,3.0,25.175499,9.636307,,33.0,3.0,25.717001,10.365251,,33.0,53.0,1.3223333,11.534054,,33.0,73.0,-1.8130833,17.552536,
22/10/24,0.0,0.0,24.77075,8.55142,,4.0,0.0,24.88775,8.55142,,0.0,1.0,25.664162,8.452336,,7.0,0.0,26.163752,8.461914,,9.0,1.0,26.117165,7.4346757,,10.0,1.0,25.793411,7.329338,,11.0,1.0,25.76925,6.849467,,12.0,1.0,26.087835,6.6697226,,12.0,73.0,-0.9005833,9.734988,,13.0,3.0,-3.8151667,18.043148,
23/10/24,1.0,3.0,24.541582,17.313717,,5.0,3.0,24.658585,17.313717,,7.0,3.0,25.94333,16.836496,,12.0,3.0,26.257498,16.415567,,17.0,3.0,26.217163,16.575644,,18.0,3.0,25.674665,12.241323,,17.0,3.0,25.023417,12.20023,,18.0,2.0,25.973251,11.545284,,18.0,73.0,0.65358347,12.440851,,20.0,71.0,-3.6859996,22.5,
24/10/24,0.0,3.0,24.758253,17.654686,,4.0,3.0,24.875244,17.654686,,21.0,3.0,25.61416,17.288435,,24.0,3.0,25.801249,15.517629,,28.0,3.0,25.863,17.085785,,27.0,3.0,25.612162,15.629972,,27.0,3.0,25.404665,14.154915,,27.0,3.0,25.210754,16.293728,,31.0,73.0,0.3765001,12.16832,,34.0,71.0,-3.8276665,18.102308,
25/10/24,25.0,3.0,25.054085,20.20896,,106.0,3.0,25.171087,20.20896,,106.0,51.0,25.776665,18.673208,,108.0,51.0,26.215836,16.192997,,111.0,51.0,26.267168,15.379206,,110.0,51.0,25.795502,14.138882,,111.0,51.0,25.646334,12.330985,,111.0,3.0,26.094084,15.629971,,109.0,75.0,1.5181665,43.58974,,109.0,75.0,-2.9047499,48.065395,
26/10/24,0.0,1.0,24.445753,16.840345,,3.0,1.0,24.56275,16.840345,,3.0,1.0,25.3225,19.270092,,3.0,1.0,25.645002,16.189995,,4.0,2.0,25.794252,17.134071,,4.0,2.0,25.358,14.747921,,4.0,1.0,25.358833,14.535487,,6.0,2.0,25.687841,14.490838,,8.0,51.0,-2.3880832,34.270977,,8.0,73.0,-6.3734994,50.988632,
27/10/24,0.0,3.0,24.772835,14.896563,,64.0,3.0,24.889837,14.896563,,59.0,1.0,25.659998,13.379461,,68.0,2.0,25.663752,11.431063,,69.0,2.0,25.633833,10.993271,,70.0,2.0,25.318415,9.746631,,75.0,3.0,24.944252,6.4096174,,77.0,3.0,25.625334,12.81165,,77.0,75.0,-0.70475024,30.676666,,78.0,75.0,-7.981834,49.03472,
28/10/24,6.0,51.0,25.187418,9.039514,,19.0,51.0,25.304419,9.039514,,36.0,51.0,26.232916,10.210936,,32.0,51.0,26.742914,8.217153,,27.0,51.0,26.623419,7.570707,,25.0,51.0,26.053833,9.387651,,58.0,51.0,25.465082,7.3094187,,73.0,2.0,26.092003,8.731392,,75.0,3.0,-2.4818335,13.976394,,76.0,75.0,-3.2276666,38.387295,
