Date,ERS_Delay,weather_code_ERS,Temperature_ERS,Wind_Speed_ERS,Distance_travelled_ERS,AWY_Delay,weather_code_AWY,Temperature_AWY,Wind_Speed_AWY,Distance_travelled_AWY,TCR_Delay,weather_code_TCR,Temperature_TCR,Wind_Speed_TCR,Distance_travelled_TCR,PGT_Delay,weather_code_PGT,Temperature_PGT,Wind_Speed_PGT,Distance_travelled_PGT,CBE_Delay,weather_code_CBE,Temperature_CBE,Wind_Speed_CBE,Distance_travelled_CBE,TUP_Delay,weather_code_TUP,Temperature_TUP,Wind_Speed_TUP,Distance_travelled_TUP,ED_Delay,weather_code_ED,Temperature_ED,Wind_Speed_ED,Distance_travelled_ED,SGE_Delay,weather_code_SGE,Temperature_SGE,Wind_Speed_SGE,Distance_travelled_SGE,SA_Delay,weather_code_SA,Temperature_SA,Wind_Speed_SA,Distance_travelled_SA,DPJ_Delay,weather_code_DPJ,Temperature_DPJ,Wind_Speed_DPJ,Distance_travelled_DPJ,HSRA_Delay,weather_code_HSRA,Temperature_HSRA,Wind_Speed_HSRA,Distance_travelled_HSRA,CRLM_Delay,weather_code_CRLM,Temperature_CRLM,Wind_Speed_CRLM,Distance_travelled_CRLM,BNC_Delay,weather_code_BNC,Temperature_BNC,Wind_Speed_BNC,Distance_travelled_BNC,SBC_Delay,weather_code_SBC,Temperature_SBC,Wind_Speed_SBC,Distance_travelled_SBC
15-06-2024,0,3,24.289583,17.727943,0,5,3,24.153086,17.727943,20,8,3,24.526337,18.416384,75,9,3,24.747667,20.532627,152,14,3,28.458252,15.328561,206,20,51,28.637995,7.8625183,256,13,3,28.831001,15.072783,307,16,3,29.734415,17.974781,328,2,3,28.300917,27.438046,369,63,51,27.026583,23.441502,435,72,53,27.069336,19.245697,528,78,53,26.872002,12.303366,562,,51,26.730751,12.413476,583,67,53,27.180916,10.966713,587
16-06-2024,0,51,23.92292,20.617662,0,6,51,23.78642,20.617662,20,11,53,24.4055,22.104116,75,8,51,24.562254,22.033648,152,7,51,28.13117,18.448023,206,6,51,28.679667,14.003028,256,1,61,28.726835,15.281989,307,7,61,29.54275,20.696087,328,1,51,28.171751,25.661207,369,38,51,26.716166,25.476198,435,47,61,26.56516,18.751125,528,52,63,26.597002,13.32,562,,63,26.59117,10.823973,583,35,63,27.02466,12.979984,587
17-06-2024,0,53,24.264582,17.208603,0,4,53,24.128084,17.208603,20,5,51,24.803415,17.518356,75,0,61,24.814333,17.84816,152,0,55,28.7895,17.581125,206,2,53,29.215088,15.034041,256,1,53,29.039335,15.683774,307,5,55,29.79692,17.81909,328,52,53,28.365501,23.565569,369,,53,26.957832,24.72495,435,,61,26.388084,20.523157,528,,65,26.099081,12.964998,562,,63,26.032835,9.686609,583,149,65,26.401747,13.281023,587
18-06-2024,0,61,23.658333,22.206486,0,1,61,23.521835,22.206486,20,7,61,24.218,20.883104,75,0,61,24.406004,22.007162,152,1,61,27.516579,17.551615,206,2,61,28.23175,10.1376915,256,0,53,28.064339,11.885453,307,4,61,28.628166,17.238699,328,5,61,27.26133,27.459293,369,21,63,25.94117,25.068514,435,18,63,24.93183,17.673029,528,15,63,25.313665,13.1041975,562,,65,25.087,10.829959,583,6,63,25.65175,11.090103,587
19-06-2024,0,63,23.375002,19.443333,0,3,63,23.2385,19.443333,20,14,55,23.861753,22.392462,75,4,61,23.878914,24.336637,152,13,65,26.749918,20.523157,206,19,65,26.94008,12.496718,256,15,63,26.922674,18.089775,307,18,65,28.236496,15.580141,328,11,53,27.011335,27.504093,369,71,63,25.74533,27.07669,435,94,61,24.679749,18.861387,528,99,63,25.124079,15.281989,562,,65,24.816168,17.10284,583,88,63,25.341333,15.716793,587
20-06-2024,0,51,23.397919,22.35481,0,1,51,23.261415,22.35481,20,3,51,23.751335,22.91026,75,0,51,23.906,24.251284,152,5,53,26.4395,19.242327,206,6,65,26.435919,9.83268,256,9,53,27.220581,15.0038395,307,12,53,28.184416,15.696165,328,8,51,26.338417,25.305208,369,26,51,24.928667,23.979893,435,31,61,24.602669,18.0036,528,36,63,24.913666,10.390226,562,,63,24.634916,13.281023,583,31,63,25.293419,8.557102,587
21-06-2024,0,63,23.233332,23.042812,0,3,63,23.096832,23.042812,20,7,55,23.532585,22.668568,75,2,61,23.764336,25.455843,152,5,55,26.852,21.602999,206,7,61,27.013,14.05845,256,13,61,27.383085,23.042812,307,15,55,28.076082,19.09358,328,12,51,25.980082,26.785547,369,74,51,24.626587,23.740902,435,87,63,24.63183,17.811815,528,107,63,24.753248,12.144331,562,,63,24.745333,10.799999,583,94,63,25.118418,12.245293,587
22-06-2024,2,53,23.65625,20.721119,0,5,53,23.519753,20.721119,20,7,51,24.168,22.033648,75,0,51,24.431,23.084955,152,1,53,27.76034,19.493261,206,1,61,27.488,10.799999,256,1,53,28.04142,14.799459,307,6,53,28.55525,19.376562,328,0,61,26.755083,24.33664,369,27,63,25.593248,22.89611,435,62,61,24.748503,19.48661,528,66,63,25.061583,12.979984,562,,61,25.16825,14.417988,583,50,65,25.441332,15.273505,587
23-06-2024,0,51,23.964582,22.881956,0,2,51,23.828085,22.881956,20,5,53,24.1305,22.89611,75,0,53,24.164331,25.223133,152,0,61,26.960337,20.211363,206,0,61,27.00675,17.935081,256,1,61,27.093504,17.072504,307,4,53,27.648996,20.592503,328,0,63,25.505083,28.51282,369,84,63,23.882835,24.363249,435,107,65,24.390165,19.110542,528,112,63,25.103254,19.137648,562,,65,24.966166,19.164719,583,95,65,25.605913,21.96295,587
24-06-2024,0,55,23.614586,24.795612,0,2,55,23.478083,24.795612,20,8,53,24.001333,26.168804,75,2,53,24.039335,27.729347,152,2,53,26.68117,20.799152,206,6,61,27.275503,18.089775,256,7,51,26.641417,20.808498,307,11,53,27.06775,23.966375,328,7,63,24.396751,27.698954,369,38,63,23.045334,23.565569,435,34,63,23.97558,19.416653,528,36,63,24.657417,17.902534,562,,65,24.659914,17.917007,583,29,65,25.341331,23.042812,587
25-06-2024,0,51,23.579168,29.957972,0,1,51,23.442667,29.957972,20,3,51,23.734665,30.5173,75,5,61,23.72683,31.1374,152,2,51,26.285334,19.255793,206,0,63,26.44008,13.896187,256,0,53,26.437254,17.339897,307,3,51,27.090668,20.466246,328,5,63,24.871752,25.199997,369,33,63,23.39325,24.023088,435,37,65,23.998499,21.322214,528,49,63,24.928246,17.026896,562,,65,24.836998,17.462782,583,28,63,25.476746,21.829777,587
26-06-2024,0,53,23.36875,31.722925,0,2,53,23.232248,31.722925,20,17,51,23.45758,32.023815,75,8,51,23.176834,34.322937,152,7,51,25.26242,20.326454,206,3,51,25.688002,15.124284,256,0,61,25.222666,20.870687,307,4,61,25.840668,22.38378,328,6,63,23.907166,30.449274,369,42,63,22.566168,26.496098,435,53,63,23.798502,19.803272,528,60,63,24.919914,17.026896,562,,63,24.814085,16.808569,583,53,63,25.47258,20.431387,587
27-06-2024,0,55,22.32708,32.919827,0,2,55,22.190582,32.919827,20,8,53,22.359667,29.951483,75,0,53,22.308084,28.948118,152,1,51,26.277,28.496904,206,2,51,26.39842,13.53236,256,1,51,25.833084,12.313894,307,4,51,26.31775,15.629971,328,6,51,24.10092,23.090569,369,33,55,22.834913,21.603,435,35,63,23.950584,21.175835,528,41,63,24.561583,14.685176,562,,63,24.578667,14.77755,583,24,63,25.337168,15.03835,587
28-06-2024,0,51,23.795835,25.842384,0,3,51,23.659332,25.842384,20,33,51,24.182585,26.208395,75,46,51,24.397667,26.33911,152,42,3,27.577002,19.93048,206,41,3,28.046331,12.496718,256,38,51,27.505999,17.339897,307,44,51,28.169832,18.218275,328,36,3,26.073835,23.584808,369,73,3,24.453667,24.696102,435,141,61,24.906836,17.106628,528,147,55,25.726168,10.931203,562,,63,25.753662,12.768586,583,143,55,25.960083,12.313893,587
29-06-2024,0,51,23.954165,21.42227,0,2,51,23.81767,21.42227,20,5,53,24.501335,21.518847,75,3,51,24.724754,22.380884,152,2,53,28.527,17.533146,206,11,51,28.752584,11.298495,256,6,51,28.322668,13.281023,307,9,53,28.94692,15.484185,328,5,53,26.8405,23.617756,369,27,3,25.291168,21.068459,435,24,61,26.098501,19.083395,528,32,51,26.349089,13.849476,562,,63,26.009916,11.212135,583,29,53,26.391333,12.324414,587
30-06-2024,0,53,23.483332,19.813087,0,17,53,23.346834,19.813087,20,19,63,23.801336,19.586117,75,5,61,24.10392,20.345573,152,9,53,27.179087,18.289274,206,10,61,27.735914,15.328561,256,4,63,27.458084,13.004922,307,6,63,28.496912,12.57426,328,0,53,26.150917,20.65848,369,29,53,24.957834,23.4,435,35,63,25.756834,18.289274,528,29,63,26.024078,12.864649,562,,63,25.828665,10.239453,583,8,63,26.147581,11.681987,587
01-07-2024,0,63,22.864584,22.26477,0,2,63,22.72808,22.26477,20,8,53,23.322166,23.110205,75,7,53,23.422667,22.81957,152,15,61,26.218672,20.808498,206,13,63,27.19217,10.495713,256,12,63,26.791412,10.483357,307,14,55,27.763586,15.575981,328,8,53,25.800919,20.380579,369,39,51,24.503668,21.67786,435,48,61,24.9235,16.954432,528,54,63,25.263666,11.165805,562,,63,25.422415,10.829959,583,27,61,25.766333,11.457958,587
02-07-2024,0,51,24.025002,26.661882,0,2,51,23.888502,26.661882,20,5,3,24.232582,25.60053,75,0,3,24.270584,26.882141,152,0,3,26.945753,20.880001,206,0,51,27.327583,7.2,256,1,3,27.6685,10.495713,307,5,3,28.488585,13.830749,328,5,3,26.253,18.218275,369,25,3,25.070333,18.514643,435,36,53,25.79225,20.991426,528,36,61,26.317833,13.363711,562,,53,26.166166,13.363711,583,26,63,26.5205,13.979872,587
03-07-2024,0,63,23.212502,22.206486,0,12,63,23.076004,22.206486,20,18,53,23.847168,25.264202,75,11,53,24.245584,23.828083,152,7,53,27.502,22.148045,206,12,65,28.294249,18.998316,256,3,63,28.143501,15.596767,307,6,53,29.009413,19.022177,328,5,53,26.748833,21.485697,369,20,55,25.172417,19.201874,435,23,61,25.646414,19.296133,528,36,55,26.113663,13.661038,562,,61,25.98075,12.015589,583,19,53,26.374666,11.631956,587
04-07-2024,0,61,22.52083,19.70815,0,1,61,22.384336,19.70815,20,7,61,22.861753,24.251284,75,1,61,23.57475,24.29133,152,,55,27.37908,19.513195,206,6,63,28.085917,21.986542,256,4,63,27.60808,21.933426,307,9,65,28.599,17.654688,328,8,53,26.673834,16.09969,369,28,61,25.209917,15.827721,435,37,53,26.315163,19.201874,528,44,53,26.811583,14.044615,562,,65,26.541166,12.522619,583,20,63,26.72883,13.32,587
05-07-2024,0,63,23.129166,20.721119,0,2,63,22.992668,20.721119,20,4,53,23.55342,22.682856,75,0,51,23.872667,23.936617,152,0,53,27.376997,20.037485,206,20,63,27.694252,11.440978,256,34,63,27.756002,12.682018,307,38,63,28.776083,19.228851,328,23,61,26.753004,22.782625,369,37,63,25.33908,22.682856,435,3,55,25.250582,19.803272,528,38,63,25.738668,14.386494,562,,61,25.530748,11.165805,583,20,63,25.920502,13.779114,587
06-07-2024,0,51,22.602081,27.333935,0,2,51,22.465584,27.333935,20,8,51,23.018,29.533169,75,13,51,23.453917,28.162956,152,,51,26.39575,19.33639,206,39,51,26.090082,11.212135,256,29,51,26.497667,15.575981,307,53,51,27.457335,18.043148,328,72,51,25.588417,23.617756,369,103,53,24.145334,20.799152,435,153,53,25.190163,19.09358,528,158,53,25.865746,10.00256,562,,51,25.87658,8.654986,583,146,61,26.099665,10.239453,587
07-07-2024,0,53,23.429169,26.882141,0,4,53,23.292665,26.882141,20,10,51,23.820084,25.671307,75,3,51,24.04975,29.660152,152,,3,27.618668,20.176065,206,15,51,27.979668,11.966953,256,9,53,27.50392,13.608762,307,13,53,28.39692,13.276144,328,7,55,26.265497,21.028437,369,32,51,24.803665,21.479664,435,36,55,25.41725,22.608458,528,42,63,26.001165,13.1041975,562,,61,25.91825,13.722565,583,26,63,26.130913,14.799459,587
08-07-2024,0,61,23.125,22.19773,0,13,61,22.988503,22.19773,20,19,51,23.238832,23.686249,75,12,61,22.968504,22.461807,152,,53,26.32075,18.532133,206,37,53,27.119255,11.200571,256,28,51,26.601831,17.610588,307,30,3,27.29275,18.837324,328,18,51,24.74675,21.986542,369,66,53,23.578665,20.172853,435,107,63,24.092249,18.331741,528,163,63,24.95533,12.979984,562,,63,24.526587,8.473393,583,152,61,25.22883,11.043261,587
09-07-2024,0,51,23.304167,23.795427,0,9,51,23.167665,23.795427,20,13,51,23.709665,24.503809,75,1,53,23.991419,26.478973,152,,55,27.312418,20.176065,206,41,53,27.44425,10.296251,256,45,61,27.428919,13.397612,307,56,53,28.590668,14.81259,328,101,51,26.021751,23.269482,369,123,61,24.534918,19.083395,435,145,61,25.27767,18.511143,528,153,53,25.536581,11.792404,562,,61,25.484917,13.679999,583,138,65,25.687166,14.081478,587
10-07-2024,0,53,23.447916,20.633371,0,1,53,23.311417,20.633371,20,4,61,23.978416,23.510508,75,2,55,24.297667,18.806337,152,,51,28.304083,16.1198,206,19,51,28.796333,14.458382,256,14,51,28.595589,18.844202,307,17,51,29.486502,19.05281,328,9,3,26.882164,23.86341,369,116,61,25.028666,21.437386,435,184,55,25.792252,21.288757,528,202,63,25.780333,17.551615,562,,63,25.745329,17.114204,583,188,65,25.818413,19.523155,587
11-07-2024,0,55,23.091667,19.110542,0,3,55,22.95517,19.110542,20,9,51,23.476334,21.2522,75,0,51,23.33725,20.082708,152,,3,27.777002,16.808569,206,7,51,28.763002,15.137133,256,13,51,28.835165,13.608762,307,18,51,29.861498,14.021525,328,85,3,26.878,20.380579,369,106,51,25.472414,19.191748,435,128,61,26.323496,19.09358,528,152,55,26.796999,14.77755,562,,55,26.6495,13.797912,583,150,55,26.764244,14.372974,587
12-07-2024,1,63,22.939583,22.963936,0,3,63,22.803083,22.963936,20,8,63,23.36592,21.129883,75,0,63,23.616423,26.901417,152,1,61,26.616585,21.26744,206,0,65,27.290087,15.021105,256,18,63,26.931,16.704155,307,21,61,27.817749,16.055355,328,12,61,25.809256,24.850431,369,28,65,24.44325,24.514387,435,35,61,24.727667,18.888851,528,45,65,25.201166,14.4,562,,65,25.174498,13.722565,583,22,63,25.683,14.021525,587
13-07-2024,0,51,22.702085,27.238941,0,2,51,22.565584,27.238941,20,6,51,22.801332,28.856194,75,6,53,22.591417,25.942488,152,,51,26.44992,24.863468,206,0,53,26.521334,14.4,256,0,61,26.95183,14.471821,307,3,61,27.794832,15.530151,328,92,61,25.438416,22.392464,369,112,53,24.132835,23.333443,435,163,63,24.286001,22.881956,528,179,65,24.638664,18.64369,562,,63,24.541166,14.84318,583,168,63,25.218414,21.67487,587
14-07-2024,0,51,22.420835,27.77838,0,3,51,22.284334,27.77838,20,7,51,22.790918,30.962095,75,1,53,22.83933,29.574827,152,,53,25.891584,22.691425,206,33,55,26.219248,10.805999,256,25,63,26.405998,13.849476,307,28,53,27.507332,14.618837,328,23,53,24.940498,26.282465,369,40,53,23.682833,25.864943,435,52,61,24.075583,20.163212,528,48,63,25.084501,17.163355,562,,63,24.955748,16.311613,583,20,63,25.495497,21.734581,587
15-07-2024,1,63,21.689583,27.155552,0,4,63,21.553085,27.155552,20,14,63,21.809664,27.466372,75,5,61,21.718498,29.655787,152,,55,24.414505,23.051247,206,4,63,25.794249,14.8257065,256,2,61,25.791418,17.826363,307,5,61,26.467749,17.566378,328,13,53,24.490501,24.122686,369,29,55,23.384916,24.967499,435,41,63,23.748503,22.691425,528,46,63,24.75325,17.771753,562,,65,24.709917,15.281989,583,20,63,25.530916,20.966715,587
16-07-2024,1,61,21.772917,29.723444,0,2,61,21.636415,29.723444,20,8,63,21.857582,29.59235,75,3,61,21.88725,31.700449,152,,53,24.220757,23.906818,206,7,53,24.821333,10.464797,256,26,55,25.14975,16.311613,307,40,53,25.903166,19.130875,328,108,51,24.178003,30.141266,369,122,53,22.922415,27.959743,435,157,63,23.538084,27.210379,528,161,63,25.063665,18.692286,562,,63,24.747414,20.478907,583,150,65,25.645498,25.455843,587
17-07-2024,2,53,22.112501,30.37683,0,4,53,21.976004,30.37683,20,10,53,22.138834,30.54701,75,1,53,22.17475,33.497414,152,,61,24.8645,22.380884,206,27,55,25.388,13.684735,256,27,55,25.595583,18.161278,307,28,53,26.23025,19.914215,328,21,61,24.236334,28.082308,369,30,53,23.193247,25.071098,435,28,61,23.781832,23.411074,528,31,65,24.834497,13.698934,562,,63,24.59533,15.379206,583,8,63,25.405916,20.037485,587
18-07-2024,1,61,22.091667,33.280045,0,3,61,21.955164,33.280045,20,25,63,22.17425,32.789658,75,16,55,22.039331,33.190357,152,,53,24.58742,28.227306,206,25,53,25.24425,13.797912,256,32,61,24.98725,16.548256,307,33,61,25.565666,16.87398,328,52,61,23.205084,23.358423,369,67,61,22.839083,25.862436,435,92,63,23.435999,21.96295,528,109,63,24.315752,17.072504,562,,63,24.314085,16.171976,583,117,63,25.078836,21.479666,587
19-07-2024,0,61,20.981249,27.466372,0,11,61,20.844751,27.466372,20,14,61,21.120083,29.69727,75,0,55,20.922667,30.811037,152,3,53,23.570753,22.104116,206,3,53,24.329668,5.991594,256,2,51,25.847666,13.237039,307,5,51,26.588585,14.88242,328,13,3,24.330084,24.162947,369,37,51,23.226583,24.472057,435,46,55,23.658918,21.758419,528,41,53,24.763666,16.055353,562,,53,24.93283,18.39878,583,17,55,25.480917,20.240198,587
20-07-2024,0,53,22.164583,32.136932,0,2,53,22.028084,32.136932,20,5,53,22.336752,32.736256,75,1,51,22.537252,33.3559,152,,51,25.941584,28.623962,206,104,51,26.225502,13.698934,256,109,3,27.070585,16.039202,307,111,51,27.892752,18.864824,328,106,3,25.738417,26.178707,369,159,51,24.095331,25.460934,435,184,61,24.717247,22.862125,528,216,55,25.988663,18.129137,562,,53,26.141169,20.316889,583,201,55,26.657999,19.493261,587
21-07-2024,0,51,22.858335,32.998474,0,10,51,22.721834,32.998474,20,15,51,23.230497,33.91269,75,7,51,23.351835,36.145508,152,,51,27.08325,29.215502,206,40,51,27.265085,16.904673,256,33,51,27.714334,18.709612,307,36,53,28.455248,21.767351,328,28,3,26.09258,30.555498,369,91,51,24.487,29.237675,435,117,55,25.227669,26.901417,528,145,53,26.609499,23.084955,562,,53,26.63283,18.72346,583,144,53,26.955917,16.65754,587
22-07-2024,0,51,23.158333,32.831135,0,1,51,23.021837,32.831135,20,4,53,23.37425,30.608469,75,0,51,23.420584,32.791634,152,,51,27.170748,29.427662,206,63,51,26.6005,15.192682,256,58,3,27.072668,15.1884165,307,62,3,27.690666,16.981165,328,62,3,24.982168,22.288042,369,84,3,23.62242,22.065973,435,108,53,24.815165,22.253124,528,127,55,25.594912,14.408997,562,,55,25.649498,14.658676,583,115,53,26.137163,15.459054,587
23-07-2024,1,53,23.258333,29.914679,0,4,53,23.121834,29.914679,20,5,51,23.497168,31.338614,75,0,51,23.660166,32.957207,152,,51,27.391586,24.850431,206,33,51,27.1755,18.511143,256,25,51,28.043503,17.698677,307,28,51,28.861498,18.214718,328,47,51,26.048836,27.0024,369,85,51,24.695333,24.693481,435,59,53,24.9485,19.839235,528,161,61,26.269915,15.815435,562,,53,26.103666,13.441071,583,161,53,26.408003,15.5843,587
24-07-2024,0,51,23.137497,30.54701,0,3,51,23.001001,30.54701,20,8,51,23.320084,30.248568,75,0,51,23.35808,32.41799,152,,51,27.489502,28.460497,206,3,51,27.429665,21.746502,256,20,51,28.47267,21.077686,307,22,3,29.240662,18.416384,328,22,51,26.38842,25.277023,369,78,51,24.741167,23.78453,435,118,63,25.148499,24.798223,528,151,63,26.217833,15.905319,562,,61,26.228662,16.279802,583,137,63,26.345499,20.721119,587
25-07-2024,0,53,22.947916,36.115017,0,11,53,22.811417,36.115017,20,15,51,23.253418,36.764088,75,7,53,23.345583,36.0072,152,,53,27.112413,29.957968,206,9,63,26.788,15.905319,256,11,53,27.068499,19.05281,307,18,55,27.882334,22.104116,328,68,51,24.936335,29.68636,369,95,53,23.843252,26.42753,435,119,61,24.027662,23.233253,528,144,63,25.238668,18.751125,562,,63,25.382835,16.563911,583,162,61,25.830915,21.915693,587
26-07-2024,0,53,23.114584,35.09769,0,3,53,22.978083,35.09769,20,14,53,23.401335,36.080906,75,5,53,23.268501,33.041645,152,8,51,27.44992,30.676142,206,12,51,27.360918,21.659916,256,20,51,27.741417,21.67487,307,22,51,28.574,19.878391,328,21,51,25.55925,30.472675,369,41,51,24.364084,28.775238,435,52,61,24.244331,23.110207,528,116,63,25.638666,15.484185,562,,63,25.605751,17.076298,583,88,61,26.27883,19.966211,587
27-07-2024,0,51,23.129168,34.726475,0,3,51,22.99267,34.726475,20,4,51,23.345085,35.71265,75,1,51,23.241423,37.829132,152,,3,27.672838,30.222849,206,64,3,27.612999,24.014996,256,102,51,28.739334,27.682571,307,85,3,29.971916,30.282827,328,105,51,26.592583,19.134262,369,148,51,25.241167,21.470612,435,162,55,26.031836,26.459389,528,162,63,26.076164,23.0653,562,,63,25.970335,22.9724,583,149,55,26.33925,25.460934,587
28-07-2024,0,51,22.856253,34.2,0,3,51,22.71975,34.2,20,11,3,23.29925,39.640884,75,6,3,23.233086,39.477077,152,,3,27.324919,31.731092,206,53,3,27.512999,25.277023,256,56,3,28.376837,26.368616,307,58,51,29.11775,24.546085,328,52,51,26.040503,26.044699,369,79,3,24.826584,26.42753,435,88,61,25.161001,26.717722,528,99,63,25.434504,18.486622,562,,65,25.245333,20.345573,583,88,63,25.437162,23.4,587
29-07-2024,0,55,23.349998,30.124065,0,4,55,23.213501,30.124065,20,11,51,23.5805,31.170673,75,2,53,23.433084,30.009838,152,2,61,26.710335,24.216522,206,7,63,26.87133,15.778516,256,6,65,27.091413,18.532135,307,7,63,27.903168,23.993399,328,10,63,25.250921,30.555498,369,33,63,23.622416,28.312117,435,61,63,24.271416,21.313093,528,65,65,24.49283,13.513193,562,,65,24.46408,10.390226,583,24,63,24.676744,12.522619,587
30-07-2024,180,61,21.052082,24.675106,0,185,61,20.915583,24.675106,20,203,61,21.226334,22.61419,75,261,55,21.753916,25.922499,152,,51,25.39575,20.172853,206,276,51,25.540083,10.931203,256,293,51,25.710165,17.643673,307,300,55,26.173996,19.559633,328,294,63,23.309248,21.578989,369,341,65,22.501587,21.434364,435,397,65,23.72975,22.19773,528,398,65,24.221998,14.658676,562,,63,24.493248,10.44,583,397,63,25.039248,14.021525,587
31-07-2024,0,63,22.077082,21.791153,0,5,63,21.940584,21.791153,20,8,55,22.434668,24.48,75,32,51,22.58725,26.661882,152,27,63,25.385338,19.8,206,32,65,25.892168,10.805999,256,26,63,26.403917,14.759999,307,28,63,27.207335,16.199999,328,26,63,25.044668,23.617756,369,108,63,23.80158,22.608458,435,164,63,24.248503,18.089775,528,172,65,24.447,14.003029,562,,63,24.511995,13.779114,583,155,63,24.897581,14.84318,587
01-08-2024,1,53,22.441666,26.319422,0,4,53,22.305166,26.319422,20,6,53,22.961748,28.08923,75,19,53,22.874754,28.802248,152,,63,26.304085,21.077686,206,57,63,26.275503,15.725037,256,63,63,27.135168,16.454008,307,65,61,27.749,15.937878,328,58,53,25.16758,22.97522,369,71,53,24.195333,23.363974,435,126,55,24.431831,18.345877,528,218,61,24.994917,13.039754,562,,63,25.112,13.363711,583,184,61,25.23925,14.986553,587
02-08-2024,1,53,22.504168,25.932495,0,6,53,22.367666,25.932495,20,8,53,23.03675,24.993439,75,3,51,23.270584,27.333935,152,10,51,26.98117,21.841648,206,12,63,26.881752,7.5685663,256,9,51,27.416418,13.441071,307,14,55,28.065668,14.081477,328,17,3,25.852999,21.67786,369,51,3,24.757833,21.599998,435,42,61,25.22767,22.608458,528,59,55,25.642836,13.397612,562,,53,25.549501,13.324863,583,44,53,25.930914,12.313893,587
03-08-2024,0,63,22.268751,25.6233,0,6,63,22.132248,25.6233,20,9,61,22.743002,25.2924,75,1,55,22.935165,26.302181,152,2,53,27.09992,21.602999,206,3,61,27.583832,12.413477,256,1,53,27.685165,15.5843,307,3,63,28.496916,15.629971,328,0,51,25.940498,20.898613,369,32,61,24.799494,19.33639,435,47,63,25.498497,22.033648,528,61,63,25.963667,14.618837,562,,63,25.90158,14.20062,583,47,61,26.237165,13.450708,587
04-08-2024,0,53,23.108335,21.749481,0,5,53,22.971834,21.749481,20,14,61,23.534668,21.322214,75,22,51,23.685165,22.682856,152,20,53,27.618668,18.175545,206,21,55,27.717169,9.726665,256,20,63,27.96225,12.979984,307,25,63,28.98025,16.375053,328,18,61,26.300919,16.92383,369,35,61,24.795332,14.48972,435,41,53,25.842249,20.991426,528,44,63,25.940744,15.273505,562,,61,25.947416,14.830076,583,36,55,25.993416,13.004921,587
05-08-2024,0,55,22.904165,15.5843,0,12,55,22.76767,15.5843,20,17,53,23.332586,17.283749,75,6,53,23.170588,17.373497,152,3,61,26.410334,12.7279215,206,3,55,27.025503,8.287822,256,10,55,27.074753,10.296251,307,13,61,28.107332,12.6462,328,7,51,26.242586,16.676977,369,27,61,24.280748,15.315873,435,51,63,25.365164,16.23596,528,53,65,25.726164,13.1041975,562,,63,25.632833,13.397612,583,52,63,25.832998,14.973576,587
06-08-2024,0,61,22.283333,15.328561,0,2,61,22.146835,15.328561,20,5,53,22.3305,15.137133,75,0,53,22.926834,18.1041,152,0,53,25.310335,14.118243,206,3,53,26.927588,13.746156,256,10,63,27.147661,8.435069,307,9,53,28.296915,11.212135,328,1,61,26.042582,16.279802,369,30,55,24.299501,16.327497,435,44,61,25.492247,16.62249,528,64,61,26.101166,14.799459,562,,61,25.74325,14.372974,583,53,51,25.989248,16.434305,587
07-08-2024,0,53,21.768747,17.163355,0,4,53,21.63225,17.163355,20,8,63,22.209665,18.175545,75,3,61,22.528917,17.377226,152,5,63,25.866585,18.391735,206,1,65,25.862997,6.830519,256,3,63,26.18725,18.079027,307,5,63,27.484419,19.296135,328,8,55,25.905085,15.408671,369,28,65,24.262003,15.141414,435,29,63,25.448496,20.883104,528,31,63,26.051163,14.345898,562,,63,25.8495,14.33234,583,24,63,26.024664,15.629971,587
08-08-2024,0,63,22.447916,17.388409,0,4,63,22.311419,17.388409,20,9,55,22.84925,18.678415,75,0,61,23.089334,19.008547,152,,61,26.1645,15.484185,206,5,55,26.825506,12.287555,256,38,61,26.678917,14.48972,307,103,61,27.815668,14.904173,328,96,51,25.609251,17.713316,369,113,61,23.820333,17.811815,435,166,61,24.854752,20.06334,528,171,65,25.347,12.599999,562,,63,25.107832,13.854155,583,157,63,25.455915,14.693999,587
09-08-2024,1,63,23.239586,18.218275,0,6,63,23.103088,18.218275,20,13,63,23.305506,18.709612,75,11,61,23.133087,17.884428,152,13,61,26.245752,13.397612,206,13,63,27.085917,15.03835,256,8,63,26.670584,13.779114,307,9,63,27.84275,13.009903,328,13,61,26.455086,20.497883,369,38,63,24.772415,17.581125,435,47,63,25.831833,19.881649,528,125,65,26.340754,16.700275,562,,63,26.153666,15.986595,583,138,63,26.210083,16.854767,587
10-08-2024,1,63,22.902079,16.563911,0,12,63,22.765581,16.563911,20,15,61,23.253416,17.654688,75,10,63,23.553919,19.296135,152,,63,26.781168,15.379206,206,99,61,27.288002,12.599998,256,104,63,27.12475,14.973576,307,108,63,28.199,14.081478,328,98,63,26.398834,17.174677,369,157,61,24.607832,15.542662,435,190,61,25.825584,17.782688,528,219,63,26.178247,17.673029,562,,53,26.095327,15.937878,583,208,61,26.108002,19.513195,587
11-08-2024,0,53,23.545832,14.8257065,0,5,53,23.409334,14.8257065,20,9,61,23.922167,13.708391,75,10,61,24.006002,15.575981,152,8,63,26.852005,9.107359,206,4,61,27.927584,14.561099,256,0,51,28.428915,10.931203,307,11,63,29.221916,16.323528,328,1,63,26.748835,23.675304,369,27,63,24.718248,14.759999,435,40,61,26.221415,13.202726,528,48,55,26.774084,18.581022,562,,53,26.66825,20.808498,583,32,51,26.774664,22.238562,587
