[(2023, 10, 5), 1, 10, 11, 14, 6, 12, 19, 4, 7, 9, 0, 11]
, [(2023, 10, 6), 2, 25, 26, 25, 20, 24, 29, 8, 6, 8, 5, 1]
, [(2023, 10, 7), 2, 12, 13, 12, 23, 32, 38, 12, 17, 17, 3, 13]
, [(2023, 10, 8), 0, 11, 12, 10, 12, 12, 4, 14, 0, 4, 6, 16]
, [(2023, 10, 9), 1, 7, 6, 3, 10, 12, 8, 0, 1, 0, 8, 0]
, [(2023, 10, 10), 2, 11, 17, 19, 13, 13, 15, 9, 6, 5, 9, 6]
, [(2023, 10, 11), 0, 7, 13, 12, 7, 7, 6, 1, 1, 0, 7, 0]
, [(2023, 10, 12), 0, 5, 6, 2, 6, 5, 8, 5, 1, 2, 0, -3]
, [(2023, 10, 13), 0, 6, 5, 1, 0, 3, 17, 0, 1, 9, 7, 10]
, [(2023, 10, 14), 0, 9, 10, 8, 5, 4, 10, 0, 2, 8, 5, -3]
, [(2023, 10, 15), 1, 10, 11, 7, 2, 3, 2, 7, 14, 13, 7, 3]
, [(2023, 10, 16), 1, 6, 6, 4, 0, 9, 13, 4, 1, 5, 9, 16]
, [(2023, 10, 17), 2, 6, 8, 7, 7, 11, 9, 5, 1, 7, 1, -13]
, [(2023, 10, 18), 1, 9, 14, 11, 7, 14, 15, 5, 7, 12, 33, 21]
, [(2023, 10, 19), 0, 5, 6, 3, 0, 4, 21, 7, 11, 9, 1, 2]
, [(2023, 10, 20), 0, 19, 22, 19, 8, 16, 37, 35, 63, 81, 105, 110]
, [(2023, 10, 21), 1, 7, 7, 5, 0, 7, 15, 0, 1, 1, 3, 2]
, [(2023, 10, 22), 0, 8, 10, 8, 0, 2, 5, 17, 2, 5, 21, 18]
, [(2023, 10, 23), 1, 10, 9, 7, 6, 7, 10, 6, 1, 3, 7, 10]
, [(2023, 10, 24), 1, 6, 11, 13, 7, 6, 8, 10, 1, 12, 5, 3]
, [(2023, 10, 25), 1, 5, 5, 5, 6, 18, 20, 8, 1, 16, 5, -8]
, [(2023, 10, 26), 1, 8, 9, 12, 7, 12, 33, 52, 46, 53, 37, 48]
, [(2023, 10, 27), 0, 7, 3, 4, 1, 1, 4, 24, 19, 26, 8, 8]
, [(2023, 10, 28), 1, 8, 5, 6, 0, 4, 7, 13, 9, 17, 14, 11]
, [(2023, 10, 29), 0, 6, 9, 11, 4, 6, 16, 21, 34, 37, 42, 29]
, [(2023, 10, 30), 2, 7, 3, 4, 13, 11, 9, 13, 0, 11, 8, 46]
, [(2023, 11, 1), 1, 15, 5, 9, 9, 7, 4, 1, 1, 1, 8, 20]
, [(2023, 11, 2), 2, 4, 4, 6, 4, 5, 7, 2, 0, 6, 12, 5]
, [(2023, 11, 3), 0, 0, 0, 0, 6, 13, 20, 1, 1, 5, 6, 0]
, [(2023, 11, 4), 1, 7, 2, 5, 4, 4, 5, 1, 0, 3, 1, 10]
, [(2023, 11, 5), 0, 0, 3, 3, 1, 4, 8, 1, 1, 5, 6, -1]
, [(2023, 11, 6), 1, 7, 3, 5, 7, 12, 18, 1, 1, 4, 12, 12]
, [(2023, 11, 7), 1, 11, 0, 3, 2, 6, 0, 2, 2, 12, 6, 0]
, [(2023, 11, 8), 173, 190, 207, 206, 199, 198, 188, 176, 201, 212, 219, 206]
, [(2023, 11, 9), 0, 7, 0, 0, 4, 10, 5, 1, 2, 5, 40, 23]
, [(2023, 11, 10), 0, 11, 9, 9, 13, 16, 14, 5, 1, 0, 28, 12]
, [(2023, 11, 11), 2, 8, 19, 22, 17, 19, 19, 1, 1, 3, 14, 16]
, [(2023, 11, 12), 3, 14, 18, 15, 12, 19, 18, 11, 4, 2, 5, 72]
, [(2023, 11, 13), 1, 6, 6, 5, 4, 14, 22, 2, 1, 7, 12, 15]
, [(2023, 11, 14), 0, 5, 11, 9, 13, 17, 17, 8, 0, 10, 5, 6]
, [(2023, 11, 15), 1, 6, 10, 6, 5, 6, 5, 0, 0, 4, 25, 67]
, [(2023, 11, 16), 1, 5, 9, 5, 15, 21, 19, 12, 2, 7, 9, 13]
, [(2023, 11, 17), 0, 21, 19, 16, 11, 13, 25, 16, 10, 11, 6, 0]
, [(2023, 11, 18), 0, 7, 5, 84, 98, 115, 114, 108, 94, 99, 94, 92]
, [(2023, 11, 19), 2, 5, 5, 1, 6, 5, 0, 16, 4, 11, 34, 25]
, [(2023, 11, 20), 1, 5, 10, 7, 6, 10, 4, 18, 0, 4, 6, 15]
, [(2023, 11, 21), 0, 7, 5, 2, 18, 20, 19, 6, 0, 12, 19, 12]
, [(2023, 11, 22), 1, 12, 12, 10, 12, 13, 11, 14, 4, 11, 9, 14]
, [(2023, 11, 23), 1, 15, 15, 12, 9, 11, 19, 4, 0, 23, 97, 106]
, [(2023, 11, 24), 1, 3, 1, 0, 0, 5, 2, 12, 5, 38, 100, 99]
, [(2023, 11, 25), 2, 14, 13, 19, 10, 11, 8, 2, 5, 36, 81, 87]
, [(2023, 11, 26), 2, 6, 10, 7, 5, 8, 4, 16, 51, 67, 138, 200]
, [(2023, 11, 27), 2, 6, 37, 34, 32, 40, 37, 25, 11, 10, 99, 219]
, [(2023, 11, 28), 140, 165, 190, 187, 197, 198, 190, 187, 199, 209, 222, 310]
, [(2023, 11, 29), 172, 188, 206, 205, 199, 201, 194, 206, 220, 236, 244, 253]
, [(2023, 11, 30), 0, 16, 15, 12, 5, 6, 9, 1, 1, 10, 27, 49]
, [(2023, 11, 31), 1, 5, 9, 5, 6, 15, 12, 15, 2, 12, 24, 29]
, [(2024, 0, 1), 0, 5, 4, 0, 0, 13, 7, 0, 44, 63, 59, 84]
, [(2024, 0, 2), 0, 9, 12, 13, 5, 15, 8, 0, 127, 126, 231, 311]
, [(2024, 0, 3), 0, 9, 14, 10, 6, 12, 9, 10, 22, 39, 63, 90]
, [(2024, 0, 4), 172, 196, 223, 220, 211, 221, 232, 235, 233, 238, 244, 250]
, [(2024, 0, 5), 137, 157, 182, 181, 172, 179, 176, 163, 161, 164, 154, 166]
, [(2024, 0, 6), 0, 4, 8, 4, 5, 19, 9, 3, 15, 12, 35, 46]
, [(2024, 0, 7), 1, 8, 7, 7, 2, 12, 14, 5, 0, 1, 42, 76]
, [(2024, 0, 8), 2, 9, 11, 8, 11, 17, 27, 14, 9, 2, 25, 48]
, [(2024, 0, 9), 1, 7, 15, 10, 10, 20, 13, 4, 7, 2, 170, 190]
, [(2024, 0, 10), 0, 0, 13, 10, 12, 21, 18, 3, 13, 31, 121, 127]
, [(2024, 0, 11), 1, 7, 9, 6, 5, 13, 11, 11, 33, 31, 61, 75]
, [(2024, 0, 12), 1, 4, 5, 2, 0, 5, 1, 6, 7, 5, 85, 145]
, [(2024, 0, 13), 0, 7, 8, 5, 6, 12, 12, 4, 1, 0, 74, 182]
, [(2024, 0, 14), 2, 8, 10, 7, 6, 26, 16, 4, 0, 0, 53, 95]
, [(2024, 0, 15), 1, 10, 12, 9, 2, 6, 8, 1, 1, 8, 37, 125]
, [(2024, 0, 16), 1, 0, 12, 9, 10, 21, 12, 0, 1, 0, 7, 17]
, [(2024, 0, 17), 0, 9, 24, 20, 14, 21, 11, 4, 0, 1, 5, 22]
, [(2024, 0, 18), 0, 6, 11, 8, 3, 8, 9, 0, 1, 18, 18, 28]
, [(2024, 0, 19), 0, 6, 12, 10, 8, 11, 10, 4, 11, 13, 67, 87]
, [(2024, 0, 20), 1, 11, 16, 15, 9, 12, 19, 4, 6, 2, 81, 163]
, [(2024, 0, 21), 1, 5, 14, 16, 9, 11, 49, 25, 11, 10, 80, 102]
, [(2024, 0, 22), 1, 5, 11, 12, 6, 10, 8, 0, 8, 40, 41, 85]
, [(2024, 0, 23), 1, 6, 14, 15, 4, 5, 1, 2, 1, 0, 43, 94]
, [(2024, 0, 24), 1, 6, 9, 8, 5, 9, 11, 15, 3, 12, 37, 111]
, [(2024, 0, 25), 0, 13, 16, 16, 10, 14, 4, 1, 1, 6, 73, 123]
, [(2024, 0, 26), 1, 6, 14, 15, 8, 13, 4, 1, 0, 8, 50, 100]
, [(2024, 0, 27), 6, 16, 20, 21, 17, 17, 20, 0, 6, 8, 22, 25]
, [(2024, 0, 28), 0, 9, 27, 28, 25, 29, 24, 7, 19, 14, 8, 21]
, [(2024, 0, 29), 1, 9, 12, 12, 2, 8, 0, 1, 0, 10, 25, 94]
, [(2024, 0, 30), 1, 7, 10, 12, 4, 3, 4, 1, 1, 0, 25, 87]
, [(2024, 0, 31), 0, 12, 12, 13, 4, 7, 0, 0, 6, 2, 23, 45]
, [(2024, 1, 1), 2, 7, 7, 9, 5, 5, 7, 2, 1, 2, 23, 68]
, [(2024, 1, 2), 1, 5, 10, 9, 6, 5, 10, 3, 6, 6, 39, 48]
, [(2024, 1, 3), 1, 9, 16, 15, 10, 9, 8, 0, 0, 1, 45, 66]
, [(2024, 1, 4), 0, 7, 6, 6, 0, 7, 8, 1, 12, 25, 46, 72]
, [(2024, 1, 5), 1, 6, 11, 9, 4, 10, 8, 0, 6, 5, 16, 64]
