Date,RKMP_Delay,weather_code_RKMP,Temperature_RKMP,Wind_Speed_RKMP,Distance_travelled_RKMP,BPL_Delay,weather_code_BPL,Temperature_BPL,Wind_Speed_BPL,Distance_travelled_BPL,BINA_Delay,weather_code_BINA,Temperature_BINA,Wind_Speed_BINA,Distance_travelled_BINA,LAR_Delay,weather_code_LAR,Temperature_LAR,Wind_Speed_LAR,Distance_travelled_LAR,GWL_Delay,weather_code_GWL,Temperature_GWL,Wind_Speed_GWL,Distance_travelled_GWL,MRA_Delay,weather_code_MRA,Temperature_MRA,Wind_Speed_MRA,Distance_travelled_MRA,DHO_Delay,weather_code_DHO,Temperature_DHO,Wind_Speed_DHO,Distance_travelled_DHO,AGC_Delay,weather_code_AGC,Temperature_AGC,Wind_Speed_AGC,Distance_travelled_AGC,MTJ_Delay,weather_code_MTJ,Temperature_MTJ,Wind_Speed_MTJ,Distance_travelled_MTJ,NDLS_Delay,weather_code_NDLS,Temperature_NDLS,Wind_Speed_NDLS,Distance_travelled_NDLS
26-04-2024,1,51,29.937338,20.431387,0,7,51,29.930834,20.431387,7,0,3,31.059418,28.71437,145,11,61,30.425161,21.746502,208,11,3,33.621082,23.950148,395,21,3,32.845577,28.04305,433,24,3,32.883915,25.488914,461,9,3,33.499252,25.864943,513,7,3,32.78883,18.089775,567,12,3,32.71875,31.433586,707
27-04-2024,10,53,30.579,13.18308,0,17,53,30.5725,13.18308,7,18,3,31.83233,15.876775,145,28,3,31.075163,17.447933,208,19,3,33.039825,25.325686,395,27,3,32.220585,23.233253,433,29,3,32.95475,21.897945,461,13,3,32.92217,25.153671,513,13,3,32.599247,26.302181,567,25,3,31.362497,25.582806,707
28-04-2024,0,3,32.106087,15.256526,0,3,3,32.099583,15.256526,7,0,2,32.186497,23.740902,145,9,3,31.018913,19.809813,208,0,1,32.808582,21.2522,395,42,1,32.024754,21.980644,433,44,1,32.188084,14.494192,461,28,3,31.903418,23.090569,513,28,3,31.276335,13.551501,567,34,3,30.827085,18.25026,707
29-04-2024,0,2,33.02067,19.44,0,4,2,33.014164,19.44,7,2,3,33.97608,26.183659,145,15,3,32.443916,20.172853,208,9,3,33.41275,21.407139,395,18,2,33.039333,19.9954,433,18,3,32.95058,20.478907,461,4,2,33.57425,21.575987,513,3,2,32.75133,34.57687,567,11,3,30.764587,22.553936,707
30-04-2024,0,0,31.881083,18.25026,0,2,0,31.874582,18.25026,7,5,0,31.615664,16.263872,145,22,1,30.54808,21.09305,208,20,0,31.443998,19.33639,395,40,0,31.197668,19.881649,433,44,0,30.76516,18.532133,461,31,0,30.73883,18.899143,513,31,0,30.11175,16.645864,567,38,0,29.22708,20.364674,707
01-05-2024,2,0,30.831085,19.469976,0,4,0,30.824587,19.469976,7,0,0,30.719833,21.566973,145,12,0,29.518911,22.461807,208,11,0,29.323166,18.581022,395,28,0,28.687248,19.652176,433,32,0,28.640165,18.328207,461,17,0,28.513834,21.028437,513,19,0,27.982582,20.188908,567,24,0,26.516665,24.490585,707
02-05-2024,0,3,28.912333,11.726277,0,0,3,28.905836,11.726277,7,0,3,29.692749,12.261157,145,9,3,28.539751,15.530151,208,2,3,28.987747,15.827721,395,11,3,28.280998,16.394829,433,15,3,28.010996,15.509274,461,0,3,28.911745,17.782686,513,0,3,28.343002,16.563911,567,9,3,27.954165,20.188908,707
03-05-2024,17,3,30.949837,12.979984,0,17,3,30.943327,12.979984,7,4,3,31.178167,14.291592,145,21,3,29.325165,11.681987,208,16,3,31.71483,12.475961,395,24,3,31.103918,11.885453,433,26,3,31.067251,13.004922,461,10,3,31.684668,17.283749,513,11,3,31.18675,17.31746,567,15,3,31.216667,24.696102,707
04-05-2024,0,3,33.11233,17.555307,0,1,3,33.10584,17.555307,7,0,3,32.99066,15.137133,145,17,3,31.487665,11.753876,208,10,3,33.81067,15.137133,395,30,3,33.158085,15.725037,433,33,3,33.019333,17.58481,461,17,3,33.272167,19.08,513,16,3,32.97008,15.596767,567,22,3,33.10208,20.696085,707
05-05-2024,1,3,33.9415,22.42427,0,4,3,33.935005,22.42427,7,0,3,34.52192,22.392462,145,11,3,33.42308,19.966211,208,5,3,35.054417,24.087738,395,16,3,34.14142,21.746504,433,15,3,34.452663,19.576189,461,0,3,34.370087,18.709612,513,2,3,34.76591,17.208603,567,11,0,33.702084,19.022177,707
06-05-2024,0,1,33.37067,19.228851,0,1,1,33.364166,19.228851,7,2,2,33.934414,20.188908,145,12,1,33.435585,20.620806,208,6,1,34.333584,13.397612,395,16,0,33.860172,13.755579,433,17,0,33.752663,14.512064,461,4,0,34.240917,17.283749,513,8,0,33.918003,20.68356,567,14,2,33.743748,24.36591,707
07-05-2024,0,2,34.12067,18.681883,0,3,2,34.11417,18.681883,7,0,3,35.84483,33.27031,145,13,3,34.400158,20.898611,208,8,2,35.90024,17.208603,395,26,3,35.466415,26.00486,433,24,1,35.227673,21.542923,461,13,3,34.513836,28.277763,513,10,2,34.322163,30.351225,567,15,2,33.97291,16.394829,707
08-05-2024,3,2,33.30817,15.315873,0,5,2,33.301662,15.315873,7,0,2,34.565666,22.884789,145,13,1,33.275166,18.947083,208,9,3,34.504417,23.675303,395,15,2,34.406,23.233252,433,13,3,34.198498,24.640942,461,3,3,33.280502,22.961115,513,0,53,32.517998,27.684914,567,6,3,32.89375,21.659918,707
09-05-2024,1,3,34.045666,21.461555,0,1,3,34.03917,21.461555,7,0,3,35.13442,24.408424,145,9,2,33.791832,20.240198,208,3,1,34.621082,21.26744,395,15,1,34.245586,18.709612,433,13,0,33.96725,18.057508,461,4,1,33.276333,20.880001,513,3,1,32.88675,20.674158,567,9,3,32.639584,24.84,707
10-05-2024,5,2,34.856083,14.707222,0,5,2,34.849583,14.707222,7,1,3,35.409412,11.928989,145,22,1,34.12933,13.797912,208,19,2,34.627335,13.276144,395,25,3,34.566418,20.633371,433,23,3,34.34225,30.886656,461,10,3,33.30758,18.875126,513,9,3,32.968002,20.620804,567,14,53,32.252083,26.339111,707
11-05-2024,8,3,33.66859,14.587776,0,9,3,33.662083,14.587776,7,1,61,33.390667,23.904108,145,19,51,32.648083,24.482647,208,13,3,33.589832,21.575987,395,20,3,33.67267,26.009844,433,24,3,33.49017,24.20314,461,13,3,33.009663,18.72346,513,12,3,33.118,20.418695,567,15,53,31.793749,18.668005,707
12-05-2024,0,3,34.066505,14.685176,0,1,3,34.059998,14.685176,7,0,3,34.953167,13.627795,145,8,3,33.581417,14.799459,208,6,3,33.91275,21.767351,395,15,3,33.587254,23.233252,433,15,3,33.38808,20.969805,461,5,3,32.372166,18.089775,513,3,3,32.778416,24.795612,567,11,51,32.533337,16.862455,707
13-05-2024,1,51,32.116497,19.110542,0,2,51,32.109997,19.110542,7,1,61,33.878162,33.16692,145,7,51,33.11475,26.282465,208,3,3,34.100254,16.981165,395,15,3,33.347668,15.39184,433,13,3,33.392246,16.862455,461,1,3,32.57425,23.452555,513,0,3,32.713833,19.022177,567,6,3,33.00417,23.110205,707
14-05-2024,2,53,32.087337,30.147717,0,1,53,32.080837,30.147717,7,2,63,31.161497,29.651413,145,16,55,30.906412,19.386593,208,13,3,34.089832,25.6233,395,21,3,34.124752,20.150354,433,20,3,34.29016,18.532135,461,7,3,34.0055,16.055355,513,5,3,33.267994,16.263872,567,13,2,32.893753,22.104116,707
15-05-2024,1,3,32.166504,14.241629,0,2,3,32.16,14.241629,7,0,3,33.11983,18.59845,145,12,3,32.21475,18.864824,208,7,2,35.45442,16.862455,395,14,3,35.214336,15.978484,433,13,0,35.398502,17.786331,461,0,0,34.63883,19.134262,513,3,0,34.155502,21.178896,567,7,0,34.199997,18.472595,707
16-05-2024,1,3,33.26234,19.559633,0,2,3,33.25583,19.559633,7,0,3,34.453163,15.379206,145,11,3,33.037663,13.783817,208,3,1,35.885662,17.873556,395,11,1,35.18933,18.556595,433,10,1,35.656834,16.704155,461,0,2,35.31174,17.068707,513,1,0,34.820084,15.192682,567,5,0,34.983334,19.914215,707
17-05-2024,1,51,33.014423,17.298738,0,3,51,33.007915,17.298738,7,0,3,35.21358,17.654688,145,13,3,34.852253,22.657131,208,5,3,36.91483,15.617529,395,12,1,36.062256,15.978486,433,12,1,36.702663,13.684735,461,0,1,36.0305,12.031756,513,0,3,36.24925,16.215992,567,6,2,36.51875,21.325253,707
18-05-2024,1,2,34.349834,15.629971,0,1,2,34.343334,15.629971,7,0,3,36.1615,20.833395,145,12,2,35.55225,21.028437,208,5,1,37.831493,24.57511,395,15,2,36.806,21.129885,433,14,2,36.992245,17.148247,461,5,1,36.98467,21.470612,513,4,1,37.257587,18.278645,567,8,1,37.310417,27.852928,707
19-05-2024,0,2,34.935253,18.844202,0,1,2,34.92875,18.844202,7,0,2,35.828167,14.8257065,145,12,3,35.26683,17.673029,208,10,3,38.23567,26.064596,395,18,3,37.770584,25.925,433,18,3,37.58183,30.158459,461,8,1,37.43467,21.028437,513,6,1,37.390915,22.932877,567,13,3,37.37917,27.162708,707
20-05-2024,0,51,34.96442,18.486622,0,3,51,34.957912,18.486622,7,16,3,36.1365,20.60823,145,30,3,35.618916,18.089775,208,25,2,37.34817,18.448023,395,36,2,36.991413,19.93048,433,35,1,37.25058,21.734581,461,22,1,37.067997,24.567198,513,20,2,36.711754,23.4,567,27,3,36.49375,25.460936,707
21-05-2024,0,3,35.85817,14.512064,0,2,3,35.85167,14.512064,7,0,3,37.044827,18.792551,145,16,2,36.033497,25.0064,208,18,2,37.05858,17.10284,395,26,3,36.58725,14.241629,433,24,3,36.25475,14.48972,461,11,0,36.130497,16.039202,513,10,0,35.753418,14.291592,567,15,0,35.672916,17.287498,707
22-05-2024,0,51,35.89567,18.0036,0,2,51,35.889164,18.0036,7,3,3,36.84483,16.24394,145,17,1,35.871,18.448023,208,12,2,36.7565,19.353138,395,21,3,36.810173,26.208395,433,21,3,36.715164,20.598795,461,10,2,36.03258,21.758419,513,10,3,35.726334,21.889065,567,17,51,35.68125,25.86494,707
23-05-2024,3,2,36.254,16.299694,0,5,2,36.2475,16.299694,7,8,3,36.74483,20.771093,145,19,2,35.381413,20.275385,208,11,3,36.216915,23.132626,395,19,2,36.283085,24.881702,433,18,1,36.269333,22.881958,461,5,51,35.87217,21.915693,513,8,2,35.76383,23.469128,567,13,1,36.068752,23.424908,707
24-05-2024,0,3,36.154003,21.120682,0,2,3,36.1475,21.120682,7,0,0,36.138584,24.031178,145,17,1,34.318916,18.03237,208,10,0,35.733578,14.685176,395,17,1,35.92058,15.542662,433,16,0,35.781837,12.904882,461,4,0,35.417995,15.617529,513,8,1,35.10966,16.394829,567,13,1,36.168747,21.178896,707
25-05-2024,31,3,36.1415,21.188072,0,31,3,36.135002,21.188072,7,34,1,36.503166,22.380884,145,45,0,36.12933,17.731598,208,38,1,37.566914,17.902534,395,47,2,37.228916,19.110542,433,46,1,37.423496,18.331741,461,33,1,37.26383,17.072504,513,38,1,36.590916,14.205182,567,42,1,37.708332,27.288855,707
26-05-2024,0,2,38.22484,24.905132,0,1,2,38.218334,24.905132,7,0,3,38.465664,29.17777,145,24,1,36.912663,30.29566,208,20,0,38.394,26.758923,395,29,0,37.747665,26.183659,433,30,0,37.86308,27.248455,461,17,0,38.161747,24.567198,513,21,0,37.630497,23.03156,567,27,0,38.566666,26.649727,707
27-05-2024,6,3,38.356087,26.717722,0,7,3,38.349583,26.717722,7,0,1,39.459415,26.31942,145,20,1,37.281414,19.453327,208,12,0,39.421078,26.00486,395,23,0,38.464336,26.31942,433,22,0,38.281834,19.770523,461,8,0,38.12633,27.887802,513,11,1,37.99925,23.770906,567,13,1,37.962505,23.1774,707
28-05-2024,0,3,36.849834,28.082308,0,7,3,36.843327,28.082308,7,5,3,39.14483,26.758923,145,17,3,38.57725,27.219902,208,11,1,39.61067,28.594517,395,41,1,39.201836,27.345785,433,42,0,39.048496,25.984919,461,28,0,38.440918,22.771244,513,32,0,37.661747,17.414474,567,36,0,37.927082,21.203358,707
29-05-2024,0,3,35.297752,21.647945,0,2,3,35.29125,21.647945,7,0,3,37.528164,21.485697,145,11,3,36.6835,24.627787,208,7,3,39.718998,25.764534,395,16,3,39.351837,23.47741,433,15,2,39.069332,21.09305,461,2,3,38.86383,19.592731,513,9,3,38.513836,17.015474,567,15,3,39.500004,19.469976,707
30-05-2024,0,3,35.604,21.129883,0,2,3,35.5975,21.129883,7,4,3,36.288586,19.681828,145,17,3,35.73558,20.275383,208,9,3,38.731503,26.64,395,27,51,38.426834,25.984917,433,28,51,38.860996,27.103003,461,15,3,38.951332,20.774214,513,19,3,38.613834,21.273533,567,25,0,38.88958,23.510508,707
31-05-2024,0,2,36.04983,21.218632,0,2,2,36.04333,21.218632,7,2,2,37.351086,18.35647,145,12,3,36.862667,21.068459,208,2,51,39.312748,25.14852,395,13,51,38.366413,24.031178,433,12,3,38.563084,20.774214,461,0,3,38.330498,23.966375,513,3,2,37.790913,23.185787,567,9,3,37.675,24.187069,707
01-06-2024,1,3,35.69775,20.288164,0,3,3,35.69125,20.288164,7,5,51,35.807335,28.533264,145,18,3,36.477245,23.068108,208,10,3,39.09608,25.764534,395,18,3,38.76642,25.6233,433,16,3,38.625584,20.880001,461,15,3,38.68466,23.34455,513,20,51,38.322163,29.620802,567,23,3,37.560417,26.7565,707
02-06-2024,16,3,35.395668,19.969458,0,18,3,35.389164,19.969458,7,18,2,35.257336,20.833395,145,28,1,35.096,14.118243,208,20,3,37.07317,15.463246,395,42,3,36.80808,15.463246,433,44,3,36.9735,16.1198,461,31,3,36.488834,20.870687,513,37,3,35.976334,19.008547,567,40,3,36.43125,19.09358,707
03-06-2024,0,3,35.289425,22.963936,0,4,3,35.282913,22.963936,7,7,3,36.18858,23.4,145,18,1,35.712666,19.881649,208,15,1,37.700253,15.876775,395,43,2,37.43517,16.548256,433,46,2,37.68183,16.854767,461,30,2,36.830494,15.530151,513,35,1,36.795086,16.42247,567,40,0,37.483337,18,707
04-06-2024,15,3,34.860252,21.479666,0,16,3,34.85375,21.479666,7,18,2,36.54067,28.712116,145,30,2,36.935585,23.411074,208,22,2,38.114834,19.171478,395,30,1,37.939335,20.545246,433,32,0,38.360996,19.878391,461,16,3,38.17008,21.313093,513,19,1,36.824253,20.633371,567,24,1,37.408333,24.967497,707
05-06-2024,0,3,34.05192,19.652176,0,0,3,34.045414,19.652176,7,3,3,35.59692,21.288757,145,12,3,35.875164,22.73707,208,3,3,38.010666,24.975283,395,14,1,37.628918,23.893261,433,14,1,37.885998,22.104116,461,0,1,37.87425,23.068108,513,7,1,36.9555,22.45315,567,13,2,36.739582,25.14852,707
06-06-2024,13,1,34.974834,19.161337,0,15,1,34.96833,19.161337,7,6,2,35.74483,16.700275,145,23,1,35.10642,17.106628,208,16,1,36.541916,16.981165,395,25,1,36.476833,15.546833,433,26,0,36.358917,13.584932,461,10,0,36.076332,17.727943,513,14,0,35.165913,16.311613,567,18,1,34.327076,21.9718,707
07-06-2024,26,1,36.118584,17.935081,0,27,1,36.11208,17.935081,7,33,1,36.769833,14.618837,145,42,1,35.65433,14.05845,208,44,1,37.025246,15.575981,395,53,1,36.85808,16.641972,433,56,1,36.72558,16.831684,461,41,1,36.59508,18.472595,513,47,2,36.0555,17.974781,567,51,3,35.16042,23.263912,707
08-06-2024,3,63,31.810257,30.955812,0,7,63,31.80375,30.955812,7,1,51,33.769833,24.36325,145,10,51,34.51267,28.082308,208,12,3,37.116917,18.25026,395,20,3,37.006,20.608229,433,34,1,36.631832,17.581125,461,19,3,36.536747,22.66857,513,24,1,36.051334,24.344624,567,30,3,34.649998,26.478971,707
09-06-2024,0,51,33.5915,19.469976,0,2,51,33.585003,19.469976,7,1,3,35.594833,17.873556,145,22,3,35.67308,20.991426,208,21,3,37.23775,16.808569,395,28,3,37.0435,14.480773,433,30,3,36.210995,18.171976,461,15,1,36.15759,19.083395,513,20,1,36.055496,19.376562,567,26,0,35.55417,20.188908,707
10-06-2024,2,3,32.879,16.862455,0,3,3,32.8725,16.862455,7,3,3,34.628166,17.992796,145,17,3,33.841835,20.907913,208,12,3,36.87733,15.629971,395,17,3,36.939335,17.873554,433,18,3,37.304752,16.263872,461,2,3,37.528416,17.287498,513,5,3,37.432575,22.771244,567,10,2,36.40208,22.66857,707
11-06-2024,8,3,32.137333,14.658676,0,8,3,32.130833,14.658676,7,5,3,34.59692,19.35314,145,15,3,34.252247,24.36325,208,7,3,37.268993,22.66857,395,15,3,37.12683,20.188908,433,16,3,36.63392,18.775303,461,0,3,36.87424,17.429354,513,5,3,36.834667,14.471821,567,10,1,36.27292,19.48661,707
12-06-2024,1,61,31.50192,18.335276,0,4,61,31.495415,18.335276,7,4,51,35.01775,29.28418,145,28,3,35.97308,19.602652,208,26,3,36.983585,28.1169,395,37,3,37.366417,27.553526,433,39,3,37.915165,21.605999,461,32,3,38.43883,20.808498,513,39,3,38.29925,18.671474,567,45,0,37.493748,18.35647,707
13-06-2024,1,51,31.597754,20.056877,0,7,51,31.59125,20.056877,7,1,3,33.75316,19.45333,145,11,3,34.375164,21.2522,208,9,3,37.327328,22.553936,395,27,3,37.837246,23.411074,433,31,3,38.177666,35.88822,461,16,3,39.06383,22.9724,513,25,3,38.92425,25.842384,567,36,1,38.189587,27.553526,707
14-06-2024,0,53,32.181087,24.149532,0,2,53,32.17458,24.149532,7,3,3,35.073997,19.562946,145,12,3,35.470997,20.570463,208,12,3,37.348164,24.448214,395,22,3,37.20183,23.358423,433,25,3,37.135998,23.441502,461,9,51,37.17634,22.768398,513,15,3,36.922165,23.34455,567,22,2,37.502087,30.853073,707
15-06-2024,18,51,32.058163,18.864824,0,19,51,32.051666,18.864824,7,28,51,33.62817,28.954834,145,38,3,35.643913,26.564486,208,33,0,38.17733,22.380884,395,43,1,38.410168,22.545315,433,48,0,38.417248,20.393293,461,35,1,38.384666,22.702845,513,42,1,37.988834,20.456745,567,50,1,37.95625,28.48326,707
16-06-2024,0,61,31.85192,23.132626,0,1,61,31.845415,23.132626,7,0,51,34.763584,19.852295,145,19,51,35.48142,22.734219,208,15,2,39.002335,24.014996,395,26,1,39.281006,21.24,433,30,1,39.304745,20.767975,461,15,1,39.43675,23.023117,513,21,1,39.045082,21.868332,567,31,0,38.804173,25.630886,707
17-06-2024,0,53,31.847754,22.55106,0,2,53,31.841248,22.55106,7,0,53,34.86567,21.129883,145,9,63,34.77516,23.86341,208,7,3,38.571087,23.795427,395,21,2,39.03725,24.312662,433,24,51,38.767246,23.042812,461,8,3,39.42216,28.51282,513,13,3,39.39092,25.9225,567,21,1,39.20625,28.312117,707
18-06-2024,0,63,29.772749,19.13426,0,3,63,29.766253,19.13426,7,5,63,31.369833,22.065973,145,18,63,32.64391,24.696104,208,14,3,37.53358,29.68636,395,23,3,38.228916,27.558228,433,28,3,38.588085,24.826954,461,12,3,39.478416,26.674032,513,18,3,39.380497,25.582806,567,24,1,39.068752,30.77737,707
19-06-2024,0,51,29.853998,17.414476,0,3,51,29.847498,17.414476,7,2,53,30.534416,17.782688,145,20,51,31.78975,20.774214,208,14,3,37.314835,26.420174,395,21,3,37.856,26.405453,433,24,3,37.79225,22.81957,461,8,3,38.417995,23.313995,513,17,3,37.557583,25.562534,567,23,53,36.887493,31.63087,707
20-06-2024,10,63,29.506088,16.92383,0,13,63,29.49958,16.92383,7,3,63,30.588585,29.574827,145,20,61,31.031418,19.44,208,13,63,31.679415,23.084955,395,25,63,31.7685,26.562046,433,28,61,31.84641,27.231804,461,13,61,32.97633,24.766848,513,16,51,33.565914,25.60053,567,22,55,33.437504,26.576681,707
21-06-2024,0,53,27.491503,16.203999,0,1,53,27.484995,16.203999,7,1,63,29.190659,16.267857,145,10,63,29.895996,20.780453,208,3,53,31.493998,23.675303,395,17,51,30.678919,19.809813,433,32,63,30.973501,23.78453,461,17,51,33.04925,18.057508,513,23,63,32.420086,21.38897,567,28,51,32.0625,19.416653,707
22-06-2024,0,63,27.581083,10.8955765,0,1,63,27.574577,10.8955765,7,0,63,29.528168,10.636766,145,10,63,29.548082,11.753877,208,4,3,31.952332,13.584932,395,13,53,31.737251,20.523155,433,16,63,31.781836,15.517629,461,1,65,32.6055,16.563911,513,6,61,33.66383,14.480773,567,11,3,33.497913,11.503113,707
23-06-2024,1,65,27.683172,16.263872,0,2,65,27.676666,16.263872,7,10,63,29.194832,12.768586,145,21,63,29.427252,15.379206,208,15,3,33.21274,12.371645,395,32,61,32.678913,8.4042845,433,39,55,32.656834,6.9153743,461,26,65,33.301327,14.021525,513,32,53,33.320084,13.207634,567,34,3,34.625004,16.919998,707
24-06-2024,4,63,27.366495,10.739832,0,5,63,27.359999,10.739832,7,4,63,29.496918,12.387348,145,13,53,30.002245,15.315873,208,5,65,30.969002,13.493999,395,17,63,31.260168,12.10157,433,20,65,31.950584,9.826088,461,4,65,31.970083,13.608762,513,10,65,31.363836,10.948973,567,12,53,33.66875,14.869351,707
25-06-2024,0,61,28.004,10.966713,0,1,61,27.997498,10.966713,7,3,53,29.786499,11.609651,145,11,65,29.752249,8.654986,208,5,65,30.802332,14.081478,395,14,65,31.391418,17.654686,433,17,65,31.20475,16.516901,461,1,65,31.340914,8.473393,513,7,63,30.874247,10.365251,567,16,63,33.085423,16.489416,707
26-06-2024,0,63,29.1165,14.007655,0,1,63,29.11,14.007655,7,0,65,30.90525,16.434305,145,10,63,30.841833,12.0694,208,4,63,31.789831,15.0038395,395,22,65,31.324747,16.923828,433,38,65,31.469337,14.154915,461,28,65,31.257584,15.0038395,513,31,65,31.095083,14.561099,567,31,61,30.295837,21.26744,707
27-06-2024,12,61,27.96025,11.177405,0,12,61,27.953753,11.177405,7,18,63,29.482332,15.937878,145,28,61,29.837664,11.525623,208,21,63,30.127335,14.587776,395,30,65,30.255997,15.778518,433,32,65,29.723497,19.022177,461,18,63,29.43258,16.215992,513,23,63,28.942999,15.856356,567,30,63,28.108332,18.374111,707
28-06-2024,294,63,27.433165,14.904173,0,305,63,27.426664,14.904173,7,309,55,29.099005,12.768586,145,323,63,29.191833,12.43434,208,321,53,29.931494,7.771331,395,329,53,29.787249,9.255571,433,330,61,29.47975,11.013882,461,316,63,28.872168,12.964998,513,319,63,28.282583,13.202726,567,324,63,27.943748,12.538134,707
29-06-2024,1,65,26.447748,15.856356,0,7,65,26.441248,15.856356,7,0,63,28.088583,19.296135,145,10,63,28.27517,15.379206,208,3,63,28.989832,15.077082,395,11,63,28.818499,15.072783,433,14,63,28.615166,16.1198,461,1,65,28.874252,13.608762,513,4,65,29.178415,13.18308,567,14,63,29.562502,13.684735,707
30-06-2024,0,63,26.587334,18,0,6,63,26.580832,18,7,9,63,27.778166,20.188908,145,21,53,27.652252,18.678415,208,16,63,28.573166,17.287498,395,24,65,28.641413,18.388212,433,26,63,29.02558,16.62249,461,13,63,29.403406,14.973577,513,15,63,30.01383,14.264361,567,17,65,30.093752,13.104198,707
01-07-2024,1,63,25.747751,22.206486,0,3,63,25.74125,22.206486,7,3,61,27.411499,23.675304,145,17,51,28.533499,24.606731,208,9,51,30.56275,18.374111,395,17,51,30.799751,21.862406,433,19,63,30.298502,19.09358,461,6,65,29.94925,18.837324,513,8,63,30.128418,14.869351,567,10,63,30.256248,10.009036,707
02-07-2024,0,61,25.916496,26.562046,0,1,61,25.910002,26.562046,7,7,51,27.942749,22.915916,145,19,51,28.658499,22.870626,208,10,51,30.639833,17.0763,395,27,51,30.970583,20.774214,433,28,51,30.688086,17.339897,461,14,63,29.667997,17.283749,513,18,63,29.563833,17.377226,567,21,61,29.160414,14.76439,707
03-07-2024,0,65,25.96025,17.309973,0,1,65,25.953749,17.309973,7,2,63,27.565668,16.92383,145,12,63,28.216835,17.873554,208,6,65,29.444002,12.7279215,395,15,65,29.683084,17.388409,433,16,65,29.32975,15.192682,461,3,63,29.386751,15.273505,513,10,63,29.670082,16.039202,567,15,61,29.406248,13.551501,707
04-07-2024,0,63,25.906084,18.888851,0,0,63,25.899582,18.888851,7,0,63,26.88025,16.548256,145,9,63,27.393915,15.546833,208,4,55,27.087748,13.608762,395,14,63,26.67475,9.565437,433,17,65,26.550583,11.885453,461,2,63,26.98258,16.394829,513,4,61,27.078417,9.114471,567,9,61,28.193748,13.138765,707
05-07-2024,0,63,26.03525,22.59699,0,0,63,26.028748,22.59699,7,2,63,26.571917,22.065973,145,13,63,26.72725,25.417631,208,4,63,27.877335,13.5515,395,13,65,27.97267,17.31746,433,13,63,28.106833,11.753876,461,0,63,28.645082,6.849467,513,2,65,28.705496,10.805999,567,9,53,27.53125,15.484185,707
06-07-2024,0,51,26.245667,22.17144,0,1,51,26.239164,22.17144,7,0,63,26.669836,24.482647,145,9,61,26.418915,25.922499,208,0,63,27.166916,22.027763,395,8,65,27.510168,20.275383,433,9,63,27.513083,15.782622,461,0,53,28.14717,14.007655,513,4,61,28.565916,13.479583,567,7,51,28.377083,15.941944,707
07-07-2024,0,53,26.87483,14.658676,0,1,53,26.868334,14.658676,7,3,63,27.892746,15.725037,145,11,65,28.11058,16.327497,208,3,61,28.254417,15.484185,395,20,63,28.701838,14.685176,433,21,63,28.467245,13.684735,461,6,53,28.772165,15.596767,513,6,51,29.04925,15.1884165,567,12,51,28.427086,14.440443,707
08-07-2024,1,63,26.347748,7.2359104,0,2,63,26.341248,7.2359104,7,7,63,27.615667,19.576189,145,15,51,28.131414,20.380579,208,9,63,29.160667,11.183201,395,15,63,29.268501,14.154915,433,15,53,29.106833,13.684735,461,0,53,28.968002,11.298495,513,1,63,29.117998,11.183201,567,8,51,28.960413,12.9249525,707
09-07-2024,0,63,27.503998,9.178235,0,0,63,27.497496,9.178235,7,0,65,28.711502,9.693296,145,7,63,28.96058,18.345877,208,1,61,30.037748,7.968939,395,10,63,30.185165,8.225035,433,11,63,29.971413,11.753876,461,0,63,30.32425,10.495713,513,2,63,30.220083,13.363711,567,10,63,29.61875,17.76081,707
10-07-2024,1,61,27.222754,11.923557,0,3,61,27.21625,11.923557,7,0,63,28.561502,12.031756,145,11,63,29.458502,13.979872,208,13,53,30.571083,13.339445,395,24,63,30.710167,12.429127,433,24,51,30.575584,11.246759,461,9,61,30.780497,13.089354,513,9,51,30.915915,14.764389,567,17,63,30.331245,13.905509,707
11-07-2024,0,63,27.426918,16.700275,0,2,63,27.420412,16.700275,7,0,63,28.57608,18.014393,145,13,63,28.816833,19.813087,208,3,55,30.82525,18.486622,395,15,63,31.037249,21.166653,433,19,53,30.817247,20.150354,461,5,51,31.05342,18.218275,513,10,53,31.053415,19.930477,567,20,53,31.18125,23.313995,707
12-07-2024,1,63,26.79358,17.643673,0,3,63,26.78708,17.643673,7,7,63,27.509417,19.839235,145,47,63,28.012667,22.553936,208,38,63,29.891914,18.161278,395,49,51,29.903915,19.562946,433,49,51,29.919334,15.379206,461,35,3,30.390915,19.9954,513,34,63,30.42216,14.529915,567,41,51,30.252085,15.315873,707
13-07-2024,0,63,25.928999,17.026896,0,2,63,25.922499,17.026896,7,2,63,26.967749,16.299694,145,11,65,27.562662,16.595179,208,4,51,30.23567,13.32,395,14,51,30.38517,13.556282,433,14,51,30.261,9.565437,461,0,51,30.530495,11.019764,513,0,3,30.522165,11.792404,567,7,63,29.912497,11.440979,707
14-07-2024,2,63,26.806086,14.4,0,4,63,26.799582,14.4,7,6,63,27.94275,11.631956,145,14,51,29.206413,10.636766,208,5,61,30.952332,15.617529,395,17,61,31.168497,13.684735,433,18,3,31.00058,13.363711,461,4,51,30.578417,11.165805,513,6,61,30.788834,11.525623,567,17,53,31.01667,15.986593,707
