Date,LJN_Delay,weather_code_LJN,Temperature_LJN,Wind_Speed_LJN,Distance_travelled_LJN,BLM_Delay,weather_code_BLM,Temperature_BLM,Wind_Speed_BLM,Distance_travelled_BLM,HRI_Delay,weather_code_HRI,Temperature_HRI,Wind_Speed_HRI,Distance_travelled_HRI,SPN_Delay,weather_code_SPN,Temperature_SPN,Wind_Speed_SPN,Distance_travelled_SPN,BE_Delay,weather_code_BE,Temperature_BE,Wind_Speed_BE,Distance_travelled_BE,RMU_Delay,weather_code_RMU,Temperature_RMU,Wind_Speed_RMU,Distance_travelled_RMU,MB_Delay,weather_code_MB,Temperature_MB,Wind_Speed_MB,Distance_travelled_MB,AMRO_Delay,weather_code_AMRO,Temperature_AMRO,Wind_Speed_AMRO,Distance_travelled_AMRO,HPU_Delay,weather_code_HPU,Temperature_HPU,Wind_Speed_HPU,Distance_travelled_HPU,MTC_Delay,weather_code_MTC,Temperature_MTC,Wind_Speed_MTC,Distance_travelled_MTC
19-02-2024,0,2,20.312584,18,0,26,1,20.107582,17.902534,69,29,2,19.925,17.811815,102,22,2,20.098751,19.35314,165,28,3,20.246668,21.2522,236,41,51,20.656082,25.140787,299,15,53,20.657333,25.630886,326,23,2,20.355665,27.105392,357,10,2,20.50733,25.984919,430,4,51,20.736746,30.61482,459
20-02-2024,0,51,20.860498,10.883676,0,13,51,20.161749,12.682018,69,26,3,19.59167,13.217443,102,13,63,19.277918,19.966211,165,13,51,19.43,19.559633,236,17,61,18.710249,18.678415,299,3,53,18.6365,21.046917,326,11,55,18.189001,20.523157,357,20,53,18.592749,17.373497,430,4,63,19.097166,20.140705,459
21-02-2024,0,55,19.716751,13.513193,0,8,51,18.8555,18.584509,69,8,63,18.304169,13.661038,102,4,3,17.9175,11.753876,165,0,2,18.38833,13.004922,236,4,3,18.460247,15.175612,299,5,3,18.686499,13.779114,326,8,2,18.386917,14.48972,357,3,2,18.6365,18.161278,430,-6,3,18.626331,15.315873,459
22-02-2024,0,3,17.65633,19.376562,0,5,51,16.524248,18.11841,69,1,51,16.656248,16.323528,102,2,3,16.890415,20.3774,165,7,51,16.413332,19.110542,236,46,3,16.978998,16.645864,299,29,3,16.95525,16.485485,326,29,1,16.64942,15.617529,357,20,1,16.403168,13.527572,430,16,1,16.682585,16.80857,459
23-02-2024,0,0,16.552168,13.854155,0,18,0,16.503416,12.7279215,69,18,0,16.356249,14.182355,102,7,0,15.632083,15.034041,165,10,0,15.130001,14.113653,236,16,0,15.595665,14.205182,299,1,0,15.686498,12.641076,326,5,0,15.170251,11.966954,357,10,0,15.303166,13.849476,430,-2,0,15.778416,16.055355,459
24-02-2024,0,3,17.281332,10.739832,0,28,3,16.851332,10.829958,69,33,3,16.78125,12.313893,102,29,3,16.121668,10.799999,165,31,51,15.51125,13.896187,236,41,2,15.968582,14.654254,299,18,1,15.605248,16.135872,326,21,1,15.105666,12.682018,357,10,3,15.680251,12.261157,430,16,1,15.815917,13.246826,459
25-02-2024,1,3,18.131334,14.05845,0,35,3,17.640915,11.525623,69,36,3,17.954165,12.096214,102,20,3,17.163332,13.276144,165,18,3,16.982084,17.57744,236,22,3,17.201914,21.67487,299,1,3,17.196917,19.881649,326,4,3,16.845251,18.86139,357,4,3,17.128164,11.525623,430,-9,3,16.91175,18.455048,459
26-02-2024,0,3,18.87508,11.165805,0,22,3,17.911749,9.227524,69,23,3,17.975,10.182337,102,12,51,17.065414,9.227524,165,1,3,16.682083,11.753876,236,11,53,17.047749,12.181624,299,0,51,16.969835,12.7279215,326,6,51,16.680668,10.703569,357,4,3,17.009417,11.304229,430,-3,51,17.686749,14.386494,459
27-02-2024,0,3,19.008417,11.753877,0,24,3,18.407583,13.570615,69,22,3,18.379166,14.707222,102,32,3,17.769585,13.104198,165,58,51,17.72375,16.363178,236,72,51,18.133165,14.565548,299,50,51,17.853167,15.629971,326,56,53,17.541086,12.0694,357,66,51,17.663582,13.339445,430,59,51,17.840916,14.830076,459
28-02-2024,0,0,18.80425,21.566975,0,49,0,18.33883,20.523157,69,46,0,18.454166,21.53089,102,31,0,17.836248,22.450264,165,34,0,18.23833,23.469128,236,44,0,18.497751,24.967499,299,22,0,18.349,24.514387,326,29,0,17.897333,23.090569,357,23,0,17.509417,19.721298,430,10,0,17.938831,22.104116,459
29-02-2024,1,0,18.93133,14.417988,0,3,2,18.259665,14.345898,69,2,3,18.812502,15.646544,102,3,1,18.373749,15.39184,165,3,1,18.60083,16.454008,236,21,2,19.231083,16.327497,299,3,3,19.217752,15.844089,326,9,3,18.764002,15.042659,357,18,3,18.017748,12.72283,430,7,3,18.81175,15.484185,459
01-03-2024,1,3,21.306332,10.163227,0,18,3,21.40133,10.966713,69,18,3,21.189585,12.496718,102,14,51,20.407082,12.496718,165,18,3,20.873749,18.25026,236,27,3,21.41858,16.610792,299,8,3,21.076082,16.263872,326,20,3,20.486917,20.316889,357,29,3,20.707336,14.182355,430,21,51,20.618002,15.905319,459
02-03-2024,1,63,20.372997,17.771753,0,13,65,19.893,21.67786,69,9,63,19.793749,23.000591,102,53,63,19.132082,20.018072,165,44,63,19.26125,23.803596,236,45,65,19.308167,27.804028,299,34,63,18.976082,27.645092,326,39,65,18.597334,29.834423,357,34,65,19.165667,30.385365,430,19,63,19.182585,35.64182,459
03-03-2024,1,61,18.835497,16.29174,0,20,63,18.807583,17.309975,69,16,63,18.795832,24.795612,102,2,65,18.819584,16.575644,165,2,63,17.544584,17.566378,236,2,63,16.508165,22.530937,299,1,65,16.107332,19.770523,326,5,65,16.122335,21.53089,357,2,65,16.615667,13.339445,430,-11,55,16.682583,20.192118,459
04-03-2024,0,63,18.514664,12.074766,0,20,51,18.286749,14.707222,69,18,51,18.195833,15.716793,102,25,51,17.35708,14.529915,165,35,51,16.571667,17.339897,236,50,51,16.495665,17.10284,299,34,3,16.419832,17.826363,326,37,3,15.953584,16.992609,357,27,3,15.626084,13.854155,430,12,3,15.278419,15.815435,459
05-03-2024,0,3,16.383415,20.188908,0,6,3,16.038834,19.483284,69,3,3,16.15,19.523155,102,9,3,15.619582,18.079027,165,1,3,15.755,17.698677,236,3,3,15.941502,19.09358,299,0,3,15.940667,18.844202,326,4,3,15.488998,17.935081,357,6,3,15.119834,15.042659,430,-9,3,15.063832,16.746773,459
06-03-2024,2,3,16.473,16.766108,0,14,3,16.570086,16.965895,69,11,51,16.637499,17.026896,102,2,3,15.815415,16.167967,165,0,3,15.879998,15.124284,236,4,3,15.737332,15.39184,299,1,51,15.767749,15.629971,326,4,3,15.345249,15.542662,357,0,3,14.819835,13.70839,430,-10,3,15.22425,14.20062,459
07-03-2024,177,0,18.231333,16.394829,0,12,1,17.90133,14.934577,69,12,0,18.287498,15.484185,102,5,0,17.47375,15.463244,165,7,0,17.613333,16.73516,236,19,1,17.66025,17.447933,299,0,0,17.732332,17.388409,326,3,0,17.580667,17.388409,357,2,0,17.140665,14.007655,430,-20,2,17.292997,17.0763,459
08-03-2024,0,0,19.362583,18.556595,0,9,0,19.024252,21.273533,69,5,0,19.49375,22.930048,102,2,0,18.507084,26.072052,165,35,0,18.642496,27.887802,236,40,0,18.587332,28.820242,299,33,0,18.65525,28.001427,326,37,0,18.29942,23.675303,357,17,0,18.126081,17.610588,430,0,0,17.882584,21.096123,459
09-03-2024,0,3,18.78133,19.211996,0,22,2,18.724249,18.345877,69,27,3,19.050001,18.59845,102,24,3,17.927916,17.462782,165,24,3,17.869583,17.654688,236,36,3,18.364414,17.873554,299,30,3,18.580252,17.76081,326,32,3,18.291084,17.709658,357,17,3,18.028166,14.654254,430,-4,3,18.247166,18.391737,459
10-03-2024,1,3,19.689667,9.565437,0,5,3,19.501331,9.3669195,69,3,3,19.59375,9.826088,102,92,3,19.594582,10.805999,165,80,3,19.048748,11.901798,236,95,3,19.37483,13.441071,299,80,3,20.103167,13.138765,326,81,3,19.641085,13.441071,357,70,3,19.503166,10.948973,430,57,3,20.036753,13.0447235,459
11-03-2024,0,0,20.933416,9.6932955,0,14,0,21.172167,10.739832,69,12,0,21.770834,13.479583,102,5,0,20.534166,11.709688,165,0,1,20.844582,9.339208,236,8,2,21.447752,14.494192,299,0,2,21.603167,13.556282,326,2,3,21.27442,12.015589,357,10,2,21.003164,12.144331,430,-3,51,21.530502,13.979871,459
12-03-2024,2,1,22.820917,19.011953,0,12,0,22.361753,18.193361,69,10,1,23.302086,19.171478,102,2,0,21.852919,17.414474,165,0,0,22.413332,18.089775,236,7,0,22.44567,21.578989,299,0,0,22.4115,20.26899,326,2,0,21.924417,17.610588,357,2,1,21.715668,17.555305,430,-10,1,21.46383,18.11841,459
13-03-2024,1,1,22.937582,12.72283,0,8,0,22.705498,11.013882,69,7,0,22.768751,14.386494,102,22,2,22.46125,18.345877,165,17,3,22.4425,19.406637,236,27,51,22.254,18.388212,299,10,3,22.194832,18.751125,326,13,3,21.493166,25.189713,357,2,51,20.630249,15.509274,430,-3,3,20.978418,15.629971,459
14-03-2024,1,3,23.489664,12.864649,0,3,3,23.195078,12.229406,69,16,3,23.460417,12.599998,102,11,1,22.761251,13.18308,165,9,1,22.525833,15.315873,236,25,0,22.439415,16.92383,299,3,0,22.440668,16.831684,326,14,0,22.003584,16.323528,357,4,0,21.682333,15.629972,430,-9,1,21.767998,16.548256,459
15-03-2024,1,3,22.335497,16.954432,0,6,3,21.343002,16.516901,69,3,3,21.827085,18,102,5,0,21.017502,14.587776,165,10,3,20.825834,12.324414,236,20,3,21.3915,13.358861,299,5,3,21.463583,13.905509,326,2,3,20.772335,16.73516,357,2,3,19.769833,15.509274,430,-14,3,20.211748,16.92383,459
16-03-2024,1,3,20.691748,10.30883,0,3,3,20.222166,10.739832,69,7,3,21.010418,10.948973,102,10,3,20.723753,10.041354,165,14,3,20.690414,11.019764,236,34,3,21.051916,12.768586,299,10,3,21.171915,10.799999,326,12,3,20.764,11.019764,357,5,3,19.707333,11.923557,430,-5,3,20.586746,11.183201,459
17-03-2024,0,3,21.360498,9.422101,0,1,3,21.201334,11.212135,69,4,3,21.639582,10.948973,102,1,3,21.354998,9.028754,165,4,3,21.188334,9.531505,236,15,3,21.7415,10.464798,299,0,3,21.99275,10.829959,326,11,3,21.311916,9.673221,357,2,3,20.453167,9.686609,430,-9,3,21.317999,11.4862,459
18-03-2024,0,0,21.675081,11.298495,0,0,0,20.774248,11.252519,69,2,0,21.135418,11.525623,102,19,0,20.769583,10.041354,165,16,1,20.89667,9.178235,236,31,2,21.478998,9.885262,299,15,3,21.628166,11.874544,326,14,3,20.995249,9.504272,357,2,3,20.08025,10.44,430,-8,3,21.324251,10.495713,459
19-03-2024,0,0,22.145914,10.446206,0,16,2,21.607582,10.823973,69,14,1,22.5375,11.384199,102,25,2,21.513334,10.948973,165,25,2,21.602915,12.783802,236,38,3,21.931084,8.12197,299,22,2,22.057333,9.107359,326,22,2,21.291082,11.043261,357,7,1,20.861502,11.966953,430,-2,0,21.920082,15.876775,459
20-03-2024,0,1,22.483416,21.868332,0,20,0,22.795084,21.261345,69,17,0,22.981253,22.862123,102,59,1,22.927916,20.570463,165,45,1,23.346666,19.022177,236,52,0,23.85817,23.828083,299,35,1,24.2615,20.724247,326,36,3,23.976501,24.144167,357,19,3,22.844833,18.58451,430,9,3,23.905497,19.191748,459
21-03-2024,0,3,21.695915,15.0038395,0,15,3,21.488832,13.746156,69,8,3,21.935415,14.386494,102,2,2,21.650833,11.304229,165,17,3,21.83625,14.81259,236,26,3,22.549835,18.359999,299,12,3,22.621916,18.709612,326,22,3,22.247332,19.652176,357,8,3,22.017752,16.746773,430,0,3,22.536749,18.514643,459
22-03-2024,0,3,23.239662,11.928989,0,8,3,23.151329,12.261158,69,10,3,23.591665,12.371645,102,2,3,23.43834,12.015589,165,5,2,23.238333,14.417988,236,16,1,23.478998,17.057314,299,4,0,23.515665,16.904673,326,13,51,23.114,13.896187,357,7,0,23.205246,10.483357,430,-8,1,23.893,13.722565,459
23-03-2024,30,3,25.050087,21.30093,0,89,3,24.79925,23.977188,69,91,3,25.470835,22.9724,102,79,3,25.215416,23.469128,165,81,3,25.438334,23.166218,236,83,3,25.010248,23.565569,299,63,3,24.980247,22.89611,326,64,3,24.811914,23.113008,357,55,3,24.60317,19.319628,430,79,3,25.257582,24.442913,459
24-03-2024,1,3,25.891748,12.538134,0,34,3,25.938833,14.404499,69,30,3,26.214582,15.188415,102,20,51,24.66333,14.654254,165,16,51,24.042501,16.87398,236,23,3,23.704,23.113008,299,3,3,23.688583,25.7041,326,43,53,23.170248,25.161398,357,35,51,22.409416,27.534704,430,21,51,22.62008,29.237675,459
25-03-2024,0,3,25.800085,16.923828,0,18,1,25.974249,17.174677,69,17,0,26.177078,19.161337,102,9,0,25.33625,20.291357,165,2,0,25.190416,19.969458,236,8,0,25.012335,20.991426,299,0,0,25.148996,20.969807,326,1,0,24.814001,22.366402,357,5,1,24.474,17.713316,430,-4,1,24.863832,21.892027,459
26-03-2024,0,3,25.839668,18.03237,0,2,3,25.782583,20.46941,69,3,3,26.116669,21.734581,102,2,3,25.400833,18.532133,165,0,3,24.979998,17.58481,236,2,3,24.737337,16.676977,299,0,3,24.926079,16.645864,326,4,3,25.143171,21.868332,357,2,3,24.74275,13.979871,430,-11,3,25.534666,18.723461,459
27-03-2024,1,1,26.65425,13.70839,0,5,3,27.224249,14.76439,69,4,3,27.29167,14.982228,102,2,3,26.546667,13.237039,165,2,3,26.423754,14.372974,236,3,3,26.856085,16.78156,299,0,3,26.742754,17.709658,326,2,3,26.701506,16.179987,357,2,3,26.9365,13.363711,430,-7,3,27.555496,18.514643,459
28-03-2024,0,3,27.450083,11.874544,0,199,3,27.411745,11.570515,69,202,3,28.143751,14.20062,102,200,3,27.480005,12.313893,165,191,3,27.19042,12.964998,236,203,3,27.097755,15.137133,299,190,3,27.215666,15.281989,326,191,3,27.820246,15.256526,357,186,3,27.711504,14.799459,430,178,3,27.824247,14.021525,459
29-03-2024,0,3,28.897997,14.830076,0,22,3,28.215914,14.799459,69,19,3,28.739584,15.226764,102,20,3,28.250832,15.226764,165,22,3,28.486254,16.981165,236,42,53,27.824831,19.592731,299,23,51,28.038582,18.720001,326,33,51,28.278582,17.917007,357,24,3,27.611498,9.793059,430,8,51,28.190918,18.79255,459
30-03-2024,0,51,28.173002,30.312773,0,5,3,28.470085,15.0038395,69,2,3,28.877085,15.124284,102,2,53,28.915415,14.48972,165,0,3,27.86542,18.709612,236,7,3,27.810255,20.774214,299,0,3,27.592749,26.437336,326,4,53,27.399414,17.309973,357,2,3,27.190668,27.77838,430,-6,3,27.728418,20.617662,459
31-03-2024,1,1,29.300085,21.461555,0,12,2,29.18675,20.466246,69,9,2,29.277082,22.961115,102,3,2,28.682085,21.533897,165,6,2,28.319586,19.862083,236,25,1,27.574835,19.852295,299,7,1,27.588585,17.654688,326,11,51,27.070246,19.386593,357,2,1,26.524,17.227419,430,-12,1,27.090914,21.42227,459
01-04-2024,0,3,27.95008,27.691935,0,19,3,27.678415,28.696312,69,13,3,27.468752,30.633865,102,11,3,26.34875,28.220417,165,6,3,26.373749,26.282463,236,27,3,25.651915,25.455843,299,5,3,25.344831,25.071098,326,8,3,24.82858,24.912935,357,6,3,24.392752,20.620806,430,0,3,24.632584,22.42427,459
02-04-2024,0,3,26.935501,22.26477,0,2,3,26.961744,22.380884,69,3,3,26.6,22.45315,102,2,3,26.007086,22.668568,165,10,3,25.919584,22.35481,236,15,3,26.07483,23.132626,299,8,3,25.821915,22.862123,326,9,3,25.35775,22.539564,357,4,3,25.203165,20.150354,430,-4,3,25.524248,21.758419,459
03-04-2024,1,3,28.172995,18.581022,0,2,3,27.749247,17.581125,69,2,3,27.3125,17.0763,102,37,3,27.144585,18.193361,165,28,3,27.946669,19.483284,236,33,3,28.091505,22.065973,299,12,3,27.669832,21.533897,326,16,3,26.974419,19.9954,357,11,3,26.603167,15.256526,430,0,3,26.868002,20.176065,459
04-04-2024,195,3,29.879248,13.849477,0,213,3,29.007584,15.546833,69,211,3,28.997917,16.485485,102,212,3,28.525835,18.681883,165,205,3,29.159164,16.766108,236,229,3,28.981085,18.775303,299,228,3,28.751081,18.671474,326,230,3,28.357756,17.462782,357,220,3,27.948997,17.610588,430,235,3,28.42425,20.774214,459
05-04-2024,171,3,30.295916,17.87718,0,164,3,29.5305,18.947083,69,171,3,28.797915,17.339897,102,181,3,27.969584,15.978484,165,180,3,28.896666,20.12461,236,203,3,28.558172,22.86496,299,177,3,28.590668,23.363974,326,178,3,28.428583,23.185787,357,186,3,27.378166,21.749481,430,181,3,27.972168,22.932877,459
06-04-2024,0,3,28.80425,15.696165,0,2,3,27.540918,20.380579,69,5,3,27.714582,21.434364,102,2,3,26.484167,20.966715,165,0,3,27.382086,23.068108,236,22,3,26.941504,24.48,299,18,3,26.846916,24.881702,326,26,3,26.720253,24.48,357,19,0,26.184416,19.562946,430,10,0,27.134665,21.175837,459
07-04-2024,0,0,28.266748,19.829433,0,32,0,27.836748,21.96295,69,28,0,27.675003,19.33639,102,17,2,26.229996,18.899143,165,15,0,25.875834,15.273505,236,40,0,26.016502,14.88242,299,14,0,26.088583,15.509274,326,22,0,25.855667,16.1198,357,25,0,25.940664,15.9134655,430,17,0,26.880495,19.681828,459
08-04-2024,75,0,28.675085,21.166653,0,91,0,28.040916,22.828087,69,88,0,27.377083,21.203358,102,82,0,26.767496,17.992796,165,73,0,26.263336,22.38378,236,80,0,27.27275,23.977188,299,59,0,27.149,23.977188,326,70,0,26.976496,22.91026,357,76,0,26.569834,17.731598,430,67,0,27.399248,25.759504,459
09-04-2024,75,3,29.214666,15.815435,0,115,3,29.092997,16.171976,69,111,3,28.552084,18.089775,102,105,3,27.009165,16.981165,165,103,3,26.475836,14.799459,236,120,3,27.254004,15.986595,299,100,3,27.236496,16.039202,326,101,3,27.276499,16.203999,357,105,3,27.196915,17.026896,430,100,3,28.534662,21.41319,459
10-04-2024,75,3,29.864664,15.629971,0,87,3,29.565918,12.57426,69,83,3,28.393747,14.154915,102,87,3,27.515419,15.042659,165,73,2,27.452913,14.689588,236,76,1,27.589417,16.418526,299,55,2,27.91775,12.904882,326,58,1,28.113998,13.32,357,62,3,28.13442,11.609651,430,61,2,29.132584,10.883676,459
11-04-2024,1,3,29.756334,12.144331,0,2,3,29.536749,14.578888,69,2,3,29.556246,19.586119,102,0,3,27.934168,12.015589,165,25,3,28.527918,15.328561,236,30,3,28.710253,17.283749,299,4,3,28.69692,17.309973,326,5,3,28.636917,14.869351,357,2,3,28.934416,16.08761,430,-4,3,29.307579,20.65848,459
12-04-2024,0,3,30.6855,15.281989,0,2,3,29.63466,13.684735,69,6,3,29.758331,12.475961,102,2,3,28.83625,11.659777,165,1,3,29.5925,13.1041975,236,8,3,30.064417,17.114204,299,4,3,29.909416,15.978484,326,7,3,29.345253,13.004922,357,21,3,29.240664,11.269782,430,13,3,29.515915,14.973577,459
13-04-2024,0,3,30.333418,9.504272,0,2,3,29.93258,10.691453,69,18,3,29.4125,11.304229,102,7,3,29.019583,11.753876,165,17,3,28.89875,12.324414,236,29,3,29.689415,16.267857,299,4,3,29.730247,17.610588,326,4,3,30.111917,18.175545,357,10,3,30.08858,20.724247,430,-1,3,30.801336,19.855558,459
14-04-2024,0,3,30.468832,10.086427,0,4,3,29.67842,11.165805,69,3,3,29.522917,10.446206,102,2,3,28.66542,8.854829,165,1,51,28.484167,10.799999,236,19,3,28.795668,22.366402,299,22,53,28.14692,16.746773,326,24,51,27.76608,20.3774,357,28,51,27.21775,21.485697,430,20,61,27.126333,16.595179,459
15-04-2024,2,51,31.014664,22.55106,0,28,3,30.92633,19.296133,69,26,3,30.685415,17.49615,102,27,3,29.923754,19.602652,165,17,51,29.694586,17.076298,236,34,3,29.581085,17.31746,299,8,51,29.182333,17.373497,326,9,3,28.936918,18.014393,357,13,53,28.6365,12.72283,430,0,3,28.818,15.021105,459
16-04-2024,0,3,32.48133,26.552288,0,3,3,31.959665,25.922499,69,3,3,31.514585,25.49908,102,21,3,31.067503,23.000591,165,9,3,30.498755,22.61419,236,32,3,30.45609,24.66197,299,17,3,30.338583,23.770906,326,20,3,29.907755,23.1774,357,15,3,29.692749,20.275385,430,9,3,30.001326,22.039528,459
17-04-2024,24,3,31.1355,29.487053,0,34,3,30.643,28.146843,69,30,3,30.30625,28.357857,102,17,3,30.125834,26.6327,165,24,3,30.150839,27.345785,236,22,3,29.797752,28.948118,299,1,3,29.690672,28.883131,326,10,3,29.761911,28.883131,357,16,3,29.269835,25.620771,430,12,3,29.805498,28.97944,459
18-04-2024,0,3,33.00633,29.88217,0,5,3,32.484665,30.141266,69,3,3,32.008327,29.784426,102,3,3,32.202915,30.972555,165,1,3,32.07375,31.079075,236,16,3,31.5915,31.981293,299,5,3,31.513582,30.758411,326,7,3,31.284834,27.217524,357,8,3,30.740662,23.452555,430,0,3,30.928415,21.67786,459
19-04-2024,0,0,32.98967,26.242987,0,13,0,33.07008,24.014996,69,8,0,32.964584,24.063513,102,2,2,31.709167,23.686249,165,6,2,31.452913,22.127556,236,26,2,32.043583,22.657131,299,11,2,32.18025,19.855558,326,12,2,31.626501,18.328207,357,20,2,30.774,17.654686,430,12,51,31.009666,21.413193,459
20-04-2024,0,3,32.33342,25.721743,0,3,3,31.813833,22.366402,69,2,3,32.218754,23.444265,102,2,3,31.402916,23.444265,165,0,3,31.371668,23.933907,236,2,3,30.918585,19.245697,299,0,3,30.894827,19.881649,326,4,3,30.718164,19.107151,357,5,3,30.103167,23.233253,430,-2,3,30.270079,19.694992,459
21-04-2024,1,3,32.114666,23.664352,0,3,3,31.118002,23.993399,69,5,3,31.025003,24.86868,102,3,3,30.542501,24.18707,165,0,3,30.246668,22.73707,236,4,3,30.776918,23.83624,299,0,3,30.888578,23.042812,326,8,3,30.757751,21.611996,357,13,3,29.863585,18.751125,430,5,3,30.647161,19.469976,459
22-04-2024,0,1,31.781332,12.768586,0,2,1,31.757584,15.745627,69,0,1,31.002085,20.188908,102,2,0,30.855001,15.84409,165,0,1,30.015417,20.240198,236,7,1,29.951914,25.12016,299,1,2,29.782331,23.510508,326,2,3,29.768166,21.288757,357,7,2,29.621918,18.584509,430,0,2,30.472162,19.255793,459
23-04-2024,0,1,31.91883,19.881649,0,5,3,31.247168,16.548256,69,2,1,31.06458,21.611998,102,4,1,30.37375,19.008545,165,0,3,29.763334,18.668005,236,28,2,29.941505,21.470612,299,10,3,29.905249,23.871555,326,14,3,29.497335,31.65135,357,11,1,29.101084,20.188908,430,2,61,29.240913,28.988384,459
24-04-2024,37,1,32.370914,24.993439,0,33,0,31.54091,25.671307,69,36,0,31.762497,22.127556,102,23,0,30.090424,23.263912,165,15,0,30.232088,21.566975,236,29,0,30.370672,20.211363,299,12,0,30.305246,20.633371,326,20,0,29.89942,21.03152,357,20,0,28.44692,18.775303,430,30,0,29.268,21.53089,459
25-04-2024,0,0,32.33967,24.535526,0,2,0,32.215916,24.1388,69,8,0,32.04583,23.871555,102,2,0,31.211252,24.144167,165,3,0,30.994589,26.111792,236,29,0,31.45192,25.460936,299,9,1,31.403166,24.774696,326,22,2,30.90359,23.664352,357,25,2,29.894836,20.288164,430,14,3,31.086752,22.45315,459
26-04-2024,0,3,34.82092,26.220753,0,2,3,34.045082,23.263912,69,2,3,33.71667,25.0064,102,2,3,33.400833,22.45315,165,0,3,32.709164,21.38897,236,24,3,32.762337,22.206486,299,15,3,32.63233,20.46941,326,24,3,32.418167,17.654688,357,25,3,32.407333,20.523157,430,0,3,32.949245,24.122686,459
27-04-2024,0,3,33.316753,23.042812,0,13,3,32.50758,20.545246,69,22,3,32.310413,21.218632,102,8,3,31.63208,21.407139,165,0,3,31.167501,19.829433,236,16,3,31.237335,27.257967,299,1,3,30.884417,25.984917,326,16,3,30.71609,20.275383,357,15,3,31.017752,19.969458,430,11,3,31.617996,23.006226,459
28-04-2024,0,1,33.3605,26.649727,0,2,2,32.030502,21.897945,69,11,2,32.360413,20.12461,102,2,3,31.57583,19.296133,165,6,3,31.077913,21.99538,236,25,3,31.172752,25.071098,299,10,3,30.928164,24.633049,326,23,3,30.80567,21.261345,357,25,3,30.361496,18.504139,430,0,3,30.699247,19.483284,459
29-04-2024,1,3,33.162582,14.458382,0,2,3,32.8055,14.05845,69,2,2,32.908337,18.440998,102,2,3,32.20917,19.862083,165,0,3,32.19042,19.881649,236,11,3,32.233166,20.111729,299,1,3,31.88442,20.696087,326,1,3,31.73483,23.166216,357,3,3,31.244837,19.9954,430,-4,3,31.2305,23.598541,459
30-04-2024,0,0,32.718838,24.967497,0,11,0,32.20967,24.149532,69,9,0,31.922915,23.664352,102,9,0,31.519587,22.45315,165,17,0,31.16333,20.972897,236,47,0,30.783167,20.523157,299,38,0,30.580248,19.930477,326,42,1,30.411919,19.08,357,41,0,29.471916,16.87398,430,24,0,30.02633,20.532627,459
01-05-2024,0,0,31.447998,23.770906,0,1,0,30.753418,24.522316,69,3,0,30.339579,23.803596,102,7,0,29.571663,21.53089,165,5,0,28.92167,24.57511,236,47,0,28.245667,25.14852,299,25,0,27.940666,24.74329,326,33,0,27.547335,24.74329,357,38,0,26.628166,22.461807,430,25,0,26.722168,23.000591,459
02-05-2024,0,3,29.158422,22.314192,0,2,3,28.45758,21.485697,69,4,3,28.475004,20.780453,102,2,3,28.505003,20.833395,165,0,3,28.942503,19.486609,236,7,2,28.885252,18.204042,299,0,2,28.828165,17.713316,326,8,3,28.630669,18.075441,357,20,3,27.873995,16.595179,430,0,3,28.320086,19.513195,459
03-05-2024,0,3,31.41675,21.188072,0,14,3,31.107584,21.915693,69,15,3,30.991669,23.749088,102,7,3,30.373755,22.702845,165,13,3,31.296669,22.55106,236,19,3,31.768585,22.314194,299,4,3,31.863579,23.598541,326,4,3,31.61817,24.819122,357,2,3,31.438583,22.17144,430,0,3,31.9805,23.688984,459
04-05-2024,0,3,32.848,20.466246,0,27,3,31.820078,17.673029,69,27,3,31.393744,18.278645,102,17,3,31.088335,16.56,165,14,3,31.286247,19.45333,236,21,3,31.741507,24.312662,299,4,3,32.042747,20.883102,326,4,3,32.41609,23.441502,357,6,3,32.434418,18.59845,430,-5,3,33.297165,26.405453,459
05-05-2024,0,0,34.248005,21.38897,0,2,0,34.253414,27.193705,69,2,0,34.060413,20.316889,102,2,0,32.344585,15.893093,165,0,0,32.938335,16.418526,236,18,0,33.51859,21.2522,299,1,0,33.415665,20.68356,326,1,0,33.659832,19.694992,357,4,0,33.594833,20.345573,430,0,0,34.215916,22.66857,459
06-05-2024,0,1,33.28967,17.595861,0,2,1,32.661755,16.862455,69,6,1,33.43333,19.469976,102,2,0,33.28208,18.692286,165,5,0,33.425835,12.661564,236,10,1,33.22275,12.641076,299,0,0,33.388584,17.87718,326,4,1,33.849415,15.281989,357,2,0,33.046917,21.485697,430,-9,1,33.699245,21.650938,459
07-05-2024,0,51,30.795916,33.168877,0,4,63,30.80758,24.821732,69,2,63,30.458336,25.12016,102,2,63,30.250832,24.57511,165,0,53,30.354998,24.884306,236,3,51,30.778997,29.035288,299,0,61,30.688581,27.897097,326,2,51,30.641088,26.525429,357,2,2,32.061497,27.859905,430,-10,2,32.603416,22.682856,459
08-05-2024,0,53,29.729248,26.319422,0,3,61,29.499247,26.576681,69,2,63,29.28125,25.764534,102,2,63,29.196669,25.068514,165,4,51,30.063334,26.552288,236,8,3,30.062338,25.872454,299,0,3,30.236498,25.171696,326,2,3,30.49317,26.437336,357,7,3,31.569832,21.2522,430,-3,3,31.815916,23.933908,459
