Date,MAS_Delay,weather_code_MAS,Temperature_MAS,Wind_Speed_MAS,Distance_travelled_MAS,BZA_Delay,weather_code_BZA,Temperature_BZA,Wind_Speed_BZA,Distance_travelled_BZA,EE_Delay,weather_code_EE,Temperature_EE,Wind_Speed_EE,Distance_travelled_EE,TDD_Delay,weather_code_TDD,Temperature_TDD,Wind_Speed_TDD,Distance_travelled_TDD,RJY_Delay,weather_code_RJY,Temperature_RJY,Wind_Speed_RJY,Distance_travelled_RJY,VSKP_Delay,weather_code_VSKP,Temperature_VSKP,Wind_Speed_VSKP,Distance_travelled_VSKP,BAM_Delay,weather_code_BAM,Temperature_BAM,Wind_Speed_BAM,Distance_travelled_BAM,KUR_Delay,weather_code_KUR,Temperature_KUR,Wind_Speed_KUR,Distance_travelled_KUR,BBS_Delay,weather_code_BBS,Temperature_BBS,Wind_Speed_BBS,Distance_travelled_BBS,CTC_Delay,weather_code_CTC,Temperature_CTC,Wind_Speed_CTC,Distance_travelled_CTC,JJKR_Delay,weather_code_JJKR,Temperature_JJKR,Wind_Speed_JJKR,Distance_travelled_JJKR,BHC_Delay,weather_code_BHC,Temperature_BHC,Wind_Speed_BHC,Distance_travelled_BHC,BLS_Delay,weather_code_BLS,Temperature_BLS,Wind_Speed_BLS,Distance_travelled_BLS,KGP_Delay,weather_code_KGP,Temperature_KGP,Wind_Speed_KGP,Distance_travelled_KGP,SRC_Delay,weather_code_SRC,Temperature_SRC,Wind_Speed_SRC,Distance_travelled_SRC,SHM_Delay,weather_code_SHM,Temperature_SHM,Wind_Speed_SHM,Distance_travelled_SHM
27/04/24,0.0,3.0,30.143171,22.782625,,6.0,3.0,33.723,17.373497,,11.0,51.0,32.540165,16.676977,,0.0,51.0,33.177666,17.902534,,0.0,51.0,33.2455,15.876775,,0.0,51.0,31.474413,19.93048,,13.0,1.0,32.156834,18.751125,,16.0,2.0,32.5685,17.399586,,30.0,55.0,32.637253,17.287498,,25.0,53.0,32.60408,14.869351,,2.0,51.0,33.353504,14.561099,,25.0,1.0,33.784245,13.698934,,73.0,1.0,33.84892,14.982228,,64.0,2.0,34.820583,23.051247,,48.0,1.0,33.64192,17.727943,,-4.0,51.0,33.50442,17.727943,
28/04/24,21.0,3.0,30.834833,23.966375,,20.0,3.0,33.818832,21.647945,,25.0,3.0,32.754757,19.592731,,12.0,3.0,33.29433,20.674158,,5.0,3.0,33.578835,20.008356,,9.0,3.0,31.914001,18.448023,,10.0,2.0,33.413082,16.171976,,13.0,1.0,33.17475,14.003028,,31.0,51.0,33.135166,15.629972,,17.0,51.0,32.77492,13.32,,5.0,53.0,33.330585,11.440979,,52.0,61.0,33.069664,11.183201,,38.0,51.0,35.042667,17.22742,,26.0,3.0,36.060165,20.265795,,19.0,61.0,33.927334,17.555307,,-4.0,3.0,33.78358,15.30741,
29/04/24,0.0,3.0,31.06817,23.363974,,4.0,3.0,33.46258,17.283749,,12.0,3.0,32.652668,18.58451,,0.0,51.0,32.929752,19.0392,,4.0,3.0,33.087166,18.709612,,0.0,3.0,31.703588,21.068459,,7.0,3.0,33.98183,20.172853,,1.0,51.0,32.908085,16.92383,,20.0,2.0,33.56434,17.551615,,27.0,3.0,33.610332,16.454008,,2.0,2.0,34.507668,16.87398,,19.0,2.0,34.171753,13.779114,,8.0,51.0,35.228085,19.134262,,25.0,1.0,36.156002,21.794127,,21.0,1.0,34.35025,20.969807,,-18.0,1.0,34.171085,20.674156,
30/04/24,1.0,3.0,31.54525,27.56058,,3.0,2.0,33.750084,19.493261,,17.0,3.0,33.08392,19.803272,,4.0,3.0,32.68391,22.530937,,16.0,3.0,32.826744,20.46941,,13.0,3.0,31.747332,25.44566,,27.0,2.0,33.92975,20.696085,,24.0,3.0,32.976833,21.273533,,44.0,2.0,33.57476,22.007162,,47.0,2.0,33.7645,22.065973,,1.0,2.0,35.043083,21.273533,,55.0,1.0,35.444668,19.881649,,44.0,51.0,37.007248,20.380579,,31.0,2.0,37.34767,22.7057,,27.0,1.0,35.435665,25.683926,,-18.0,2.0,35.200245,22.828087,
01/05/24,0.0,3.0,32.553585,28.017622,,0.0,3.0,35.55633,19.110542,,13.0,3.0,33.983913,22.180206,,1.0,3.0,33.563084,22.380884,,30.0,3.0,33.714252,22.881958,,29.0,3.0,31.961916,26.089447,,34.0,3.0,32.944332,24.923338,,36.0,3.0,32.553913,19.242327,,53.0,3.0,32.999752,21.41319,,45.0,53.0,33.293667,18.430452,,35.0,1.0,33.745174,16.45007,,69.0,51.0,33.836338,15.856354,,55.0,53.0,34.730164,17.339897,,42.0,2.0,36.208084,24.535524,,50.0,2.0,35.012753,18.204042,,12.0,1.0,34.78983,18.514643,
02/05/24,1.0,3.0,32.645252,32.825207,,1.0,2.0,35.152164,21.746504,,10.0,2.0,33.80475,23.83624,,0.0,2.0,33.388084,30.472675,,36.0,3.0,33.52467,24.490585,,32.0,2.0,31.788996,29.055367,,41.0,2.0,32.629745,27.952787,,45.0,1.0,31.755997,24.735432,,63.0,1.0,32.26017,23.006226,,70.0,51.0,32.572834,22.007162,,27.0,1.0,33.3035,20.192118,,75.0,51.0,33.630085,21.273533,,64.0,51.0,33.778076,22.007162,,51.0,0.0,35.468502,20.172853,,47.0,51.0,33.398167,21.602999,,-2.0,51.0,33.160664,25.56,
03/05/24,0.0,3.0,32.307747,29.795301,,1.0,2.0,34.848003,20.46941,,10.0,2.0,33.275585,24.014996,,0.0,3.0,33.55058,24.522316,,10.0,3.0,33.76216,22.608458,,9.0,2.0,31.903582,24.798223,,36.0,1.0,32.329746,23.510508,,38.0,1.0,32.4935,18.556595,,55.0,3.0,32.335163,18.289274,,68.0,2.0,32.529087,20.418695,,41.0,3.0,33.11392,16.363178,,82.0,3.0,32.675922,12.9249525,,74.0,1.0,32.02184,15.03835,,62.0,3.0,33.570583,14.264361,,52.0,3.0,33.21067,16.516901,,43.0,3.0,33.14608,16.09969,
04/05/24,2.0,3.0,32.61817,29.973106,,6.0,3.0,34.298,18.626305,,22.0,65.0,33.17767,23.507751,,9.0,63.0,33.671417,19.245697,,22.0,51.0,34.02258,19.930477,,23.0,3.0,31.814001,26.208395,,35.0,51.0,32.202663,23.828083,,35.0,3.0,31.63517,21.288757,,53.0,3.0,31.976831,21.99538,,50.0,3.0,32.1395,19.813087,,4.0,53.0,32.088917,18.806337,,29.0,53.0,32.855083,18.751125,,15.0,51.0,32.267666,19.523155,,4.0,3.0,32.949753,24.122683,,6.0,3.0,32.569,22.19773,,-51.0,51.0,32.464832,21.829777,
05/05/24,1.0,3.0,32.55566,30.21642,,0.0,65.0,33.927166,18.861387,,4.0,51.0,33.779747,26.178707,,0.0,51.0,33.600582,24.336637,,0.0,51.0,33.949665,22.657131,,0.0,3.0,31.749418,28.467327,,24.0,3.0,32.06308,29.5551,,22.0,3.0,31.48725,23.051247,,41.0,3.0,31.939331,26.208395,,36.0,3.0,32.274914,24.693481,,5.0,3.0,32.868084,24.031178,,53.0,3.0,33.20925,24.031178,,47.0,3.0,33.546833,26.903828,,38.0,3.0,33.066418,25.671307,,32.0,51.0,32.29817,25.6233,,-4.0,51.0,32.183586,26.82906,
06/05/24,0.0,3.0,32.578583,32.571545,,15.0,2.0,34.854248,20.5484,,24.0,3.0,33.779755,24.819122,,11.0,3.0,33.496418,25.325686,,5.0,3.0,33.810085,23.587555,,20.0,65.0,30.916082,27.210379,,24.0,53.0,31.629747,23.576563,,20.0,63.0,31.070585,26.282463,,36.0,3.0,31.464334,27.811018,,27.0,51.0,31.783249,25.133053,,0.0,65.0,31.416002,20.288164,,15.0,65.0,31.305086,18.416384,,2.0,65.0,31.065582,21.485697,,0.0,51.0,31.560163,24.693481,,3.0,65.0,29.2815,33.75948,,-1.0,65.0,29.373161,34.366333,
07/05/24,0.0,61.0,31.805666,24.798225,,0.0,65.0,29.320913,18.899143,,5.0,65.0,29.00683,24.20314,,0.0,63.0,28.979746,18.847641,,0.0,63.0,29.303833,24.162947,,0.0,3.0,29.422333,25.72174,,37.0,65.0,29.752665,27.362366,,35.0,63.0,29.266413,25.49908,,51.0,63.0,29.522665,31.550869,,47.0,51.0,29.597834,26.044699,,5.0,51.0,30.205582,22.89611,,57.0,3.0,29.628004,19.513195,,48.0,55.0,30.067665,21.829777,,39.0,53.0,29.547668,25.96496,,33.0,51.0,28.494001,16.923828,,3.0,51.0,28.45025,17.643673,
08/05/24,0.0,3.0,30.580667,18.899143,,0.0,3.0,31.668837,18.94024,,150.0,3.0,30.973495,17.727943,,137.0,51.0,31.240166,15.905319,,0.0,61.0,31.42467,18.692286,,21.0,61.0,29.897331,19.386591,,54.0,61.0,30.175581,20.163212,,63.0,55.0,30.326836,14.494192,,87.0,63.0,29.887247,16.62249,,77.0,65.0,29.366585,21.647945,,33.0,63.0,28.855581,21.068459,,63.0,65.0,28.484251,14.693999,,51.0,63.0,28.832253,15.716793,,44.0,63.0,28.110167,12.758432,,35.0,61.0,26.789835,17.106628,,23.0,55.0,26.694,17.429354,
09/05/24,27.0,63.0,30.495249,21.370783,,25.0,55.0,30.604248,15.2947035,,28.0,63.0,30.221415,19.95972,,14.0,63.0,30.1735,15.856354,,70.0,61.0,30.278833,14.917212,,74.0,63.0,29.52025,20.858265,,85.0,3.0,30.629747,25.60053,,94.0,3.0,30.514336,20.898611,,108.0,53.0,30.514334,22.608458,,102.0,65.0,29.772837,17.873554,,85.0,65.0,28.199333,27.103003,,117.0,65.0,27.165503,23.000591,,109.0,65.0,27.998915,19.523155,,117.0,65.0,26.362251,23.97989,,105.0,63.0,26.602333,17.0763,,39.0,63.0,26.529419,16.485485,
10/05/24,0.0,63.0,29.78692,19.64228,,3.0,53.0,30.537582,13.32,,0.0,55.0,30.677671,15.7908325,,0.0,51.0,30.386,14.618837,,0.0,61.0,30.753832,11.792404,,0.0,51.0,29.470251,20.68356,,6.0,51.0,30.546417,26.661882,,6.0,1.0,30.614332,19.809813,,25.0,2.0,30.649748,23.491207,,38.0,61.0,30.368668,15.281989,,8.0,51.0,29.08683,12.879752,,62.0,63.0,27.775917,18.374111,,58.0,55.0,27.780169,14.904173,,52.0,61.0,27.716415,14.707222,,75.0,65.0,27.185667,17.309973,,20.0,65.0,27.162752,12.682018,
11/05/24,0.0,51.0,30.789007,19.855558,,0.0,51.0,31.968832,17.227419,,17.0,53.0,31.842255,18.079027,,4.0,63.0,31.323496,20.008356,,36.0,55.0,32.00175,15.725037,,38.0,51.0,30.782751,20.833395,,51.0,3.0,31.852667,24.933735,,51.0,55.0,31.370584,19.809813,,75.0,3.0,31.391417,20.774214,,69.0,65.0,31.089499,21.897945,,25.0,65.0,30.003502,22.057161,,130.0,65.0,29.436338,16.80857,,120.0,65.0,29.348917,18.532135,,118.0,63.0,28.885162,21.479666,,111.0,63.0,27.91484,18.228943,,59.0,63.0,27.996084,19.914217,
12/05/24,1.0,61.0,30.989,19.33639,,10.0,61.0,32.708416,14.04,,20.0,61.0,32.654743,17.992796,,7.0,51.0,32.704746,14.494192,,3.0,61.0,32.61633,13.363711,,4.0,51.0,30.822334,15.941944,,31.0,53.0,31.604746,19.602652,,28.0,65.0,30.168497,20.898613,,53.0,63.0,29.931,21.166653,,52.0,63.0,29.914497,14.021525,,38.0,63.0,29.322252,19.296135,,98.0,61.0,28.66967,12.031756,,88.0,61.0,29.467667,14.20062,,75.0,55.0,29.25392,15.546833,,65.0,53.0,27.891914,20.316889,,11.0,63.0,27.779417,15.778516,
13/05/24,31.0,63.0,29.972334,15.629972,,30.0,63.0,31.325083,9.178235,,30.0,63.0,30.877663,10.495713,,17.0,63.0,30.994331,7.4128532,,24.0,63.0,31.324667,16.299694,,27.0,3.0,30.484833,13.441071,,42.0,3.0,30.833921,18.532133,,39.0,63.0,30.297667,19.969458,,62.0,63.0,30.074747,13.324863,,55.0,53.0,30.324919,14.113653,,15.0,63.0,29.753502,13.009903,,32.0,53.0,29.2155,11.525623,,30.0,61.0,29.326004,13.493999,,18.0,61.0,29.2435,12.864649,,19.0,2.0,29.4565,14.081477,,15.0,3.0,29.391912,13.207634,
14/05/24,0.0,53.0,30.957754,17.072504,,1.0,63.0,30.058418,20.326454,,7.0,53.0,30.150581,15.683776,,0.0,61.0,30.581835,14.154915,,23.0,65.0,31.010084,15.463246,,22.0,51.0,30.355673,14.264361,,35.0,3.0,30.502663,15.778518,,39.0,61.0,30.060165,12.324414,,55.0,53.0,29.81642,15.716793,,46.0,51.0,30.216581,13.75558,,5.0,2.0,30.009745,11.885453,,58.0,3.0,29.969666,10.239453,,53.0,61.0,30.046837,14.84318,,41.0,51.0,30.666418,16.215992,,47.0,63.0,29.762749,14.77755,,17.0,63.0,29.889837,11.966953,
15/05/24,0.0,61.0,29.9765,20.06334,,3.0,63.0,30.587584,21.897945,,3.0,65.0,30.03808,24.442913,,0.0,63.0,30.117249,18.584509,,5.0,65.0,30.347582,20.523157,,8.0,53.0,30.184835,15.696165,,19.0,3.0,31.24642,17.462782,,19.0,3.0,31.38725,16.167967,,40.0,51.0,31.093498,18.014393,,27.0,51.0,31.472834,17.114204,,24.0,51.0,31.22225,14.440443,,56.0,51.0,31.017588,16.09969,,43.0,51.0,31.092667,15.542662,,46.0,51.0,31.341417,16.62249,,46.0,3.0,30.354416,12.783802,,27.0,3.0,30.30858,12.429127,
16/05/24,51.0,63.0,28.293167,14.934577,,50.0,65.0,26.725082,12.313893,,60.0,63.0,27.67975,11.720751,,70.0,65.0,27.78183,11.966954,,60.0,63.0,27.922583,15.517629,,61.0,61.0,28.43067,11.726277,,79.0,55.0,30.208916,14.417988,,81.0,3.0,30.968496,13.627795,,100.0,3.0,30.862246,17.283749,,97.0,3.0,31.135332,15.941944,,60.0,3.0,31.013924,15.39184,,230.0,51.0,30.994673,14.512064,,226.0,3.0,31.705168,15.192682,,215.0,3.0,31.683083,15.84,,206.0,3.0,31.050247,14.264361,,172.0,3.0,30.969,13.556282,
17/05/24,25.0,55.0,28.838997,18.892282,,30.0,63.0,27.693832,15.379206,,36.0,63.0,27.756836,16.80857,,24.0,63.0,28.346415,14.386494,,42.0,61.0,28.45175,13.479583,,35.0,51.0,29.966085,15.328561,,57.0,3.0,31.581833,21.986542,,53.0,51.0,31.947668,16.311613,,72.0,3.0,32.020584,18.214718,,67.0,51.0,32.222836,14.003029,,20.0,53.0,32.088913,16.311613,,76.0,3.0,32.23842,15.03835,,67.0,3.0,33.503086,17.713316,,54.0,3.0,33.870586,20.620806,,53.0,51.0,32.210663,19.734436,,22.0,3.0,32.146084,19.386591,
18/05/24,68.0,63.0,28.749418,14.88242,,66.0,63.0,27.952164,9.3669195,,68.0,63.0,27.904753,13.039754,,76.0,63.0,28.050583,13.202726,,54.0,63.0,28.791338,12.074766,,55.0,53.0,30.54733,15.844089,,66.0,61.0,31.535995,16.954432,,78.0,61.0,31.53517,13.044722,,103.0,61.0,31.514334,15.042659,,125.0,3.0,31.874916,12.819235,,105.0,61.0,32.06183,12.10157,,150.0,61.0,32.357166,13.397612,,145.0,53.0,33.823917,16.199999,,133.0,3.0,34.016415,19.296133,,128.0,3.0,32.04817,17.208603,,144.0,3.0,32.071087,17.076298,
19/05/24,95.0,63.0,29.324417,17.595861,,100.0,63.0,28.962585,16.418526,,116.0,65.0,28.04225,13.324863,,123.0,65.0,28.654747,13.207634,,133.0,63.0,29.122587,12.413476,,133.0,55.0,30.911917,15.893093,,168.0,51.0,31.250586,14.408997,,177.0,51.0,31.162252,13.18308,,201.0,51.0,31.31225,14.458382,,191.0,51.0,31.454084,13.039754,,231.0,3.0,30.911833,12.768586,,241.0,61.0,30.934252,13.0447235,,234.0,53.0,31.68017,15.141414,,226.0,53.0,32.208084,17.026896,,217.0,3.0,30.935669,15.496736,,200.0,3.0,30.868998,15.496736,
20/05/24,1.0,53.0,28.761917,16.641972,,4.0,65.0,29.383415,17.713316,,10.0,63.0,29.765165,9.585739,,30.0,63.0,30.056833,12.682018,,21.0,53.0,30.214243,11.753876,,20.0,53.0,31.330664,14.934577,,57.0,53.0,31.644327,23.411074,,51.0,51.0,31.433083,19.13426,,68.0,51.0,31.462252,18.94024,,52.0,51.0,31.837423,16.965895,,0.0,63.0,31.230585,16.279802,,12.0,65.0,30.509249,15.137133,,1.0,65.0,30.665586,17.339897,,0.0,65.0,30.09767,28.04305,,25.0,65.0,28.977335,14.039999,,-39.0,65.0,29.054419,16.700275,
21/05/24,0.0,65.0,28.311918,14.512064,,3.0,63.0,29.681328,16.363178,,17.0,65.0,29.43392,15.696165,,21.0,65.0,30.363081,16.704155,,1.0,53.0,30.797579,16.039202,,0.0,53.0,30.71192,16.78156,,11.0,55.0,31.21933,21.129883,,27.0,51.0,31.283083,16.93531,,47.0,51.0,31.235163,18.079027,,49.0,53.0,31.487413,17.294992,,5.0,63.0,30.622252,12.261158,,21.0,51.0,30.686338,13.089354,,17.0,53.0,30.667665,18.692286,,10.0,53.0,31.656004,17.283749,,5.0,63.0,29.237753,14.799459,,3.0,63.0,29.462751,13.797913,
22/05/24,28.0,65.0,28.636917,18.626305,,31.0,65.0,30.806334,22.3229,,62.0,55.0,31.09641,14.799459,,68.0,51.0,32.34225,20.833395,,46.0,53.0,31.714249,19.06301,,43.0,51.0,30.85775,18.864824,,52.0,0.0,30.75267,18.214718,,61.0,51.0,30.868494,17.208603,,91.0,1.0,30.978912,20.478907,,85.0,51.0,31.362417,18.35647,,47.0,63.0,30.934752,13.849477,,68.0,51.0,30.834253,16.1198,,64.0,61.0,30.67183,19.969458,,56.0,63.0,30.472662,17.974781,,71.0,61.0,29.6565,14.277983,,-3.0,55.0,29.689829,13.708391,
23/05/24,1.0,65.0,29.264,14.33234,,7.0,51.0,32.2855,20.380579,,20.0,53.0,31.638084,19.174856,,24.0,63.0,32.01308,20.833395,,6.0,53.0,31.968422,18.448023,,0.0,51.0,31.286917,18.532133,,10.0,3.0,30.827665,15.484185,,2.0,51.0,30.966417,13.684735,,29.0,1.0,31.114332,16.434305,,26.0,61.0,31.199915,14.186923,,2.0,51.0,30.832664,15.379206,,15.0,51.0,30.134249,14.685176,,7.0,51.0,30.403084,15.021105,,13.0,61.0,30.810165,12.261158,,1.0,53.0,30.469002,22.35481,,-4.0,63.0,30.277336,21.734581,
24/05/24,15.0,3.0,31.870247,22.59699,,15.0,63.0,31.06675,24.288662,,19.0,65.0,30.00683,16.563911,,56.0,65.0,30.260996,13.493999,,41.0,65.0,30.216333,16.08761,,39.0,63.0,30.734838,16.267857,,50.0,65.0,30.073496,17.654686,,51.0,61.0,30.895584,16.595179,,70.0,51.0,30.914335,19.721298,,60.0,61.0,30.902002,18.861387,,49.0,53.0,30.753502,18.556595,,72.0,53.0,30.1155,18.374111,,66.0,51.0,30.659332,18.25026,,61.0,51.0,31.23725,13.979871,,60.0,2.0,31.087751,18.03237,,60.0,2.0,31.056498,15.496736,
25/05/24,5.0,65.0,30.46817,18.844202,,10.0,65.0,29.65425,16.62249,,28.0,65.0,28.938082,10.990322,,32.0,63.0,29.55475,11.246759,,14.0,63.0,29.416336,13.324863,,10.0,53.0,30.595251,13.608762,,19.0,63.0,30.867249,14.84318,,26.0,63.0,30.708086,17.654688,,41.0,63.0,30.964334,20.018072,,25.0,61.0,31.32908,19.083395,,1.0,63.0,31.49933,20.46941,,17.0,55.0,30.755083,19.969458,,13.0,55.0,31.100998,17.643673,,19.0,63.0,31.00392,17.114204,,25.0,53.0,31.321085,16.434305,,-43.0,51.0,31.316916,16.79314,
26/05/24,0.0,51.0,33.566086,21.599998,,3.0,3.0,35.17717,15.84409,,21.0,3.0,33.394333,12.964998,,29.0,3.0,33.53183,18.03237,,13.0,3.0,33.324665,19.201874,,13.0,3.0,32.73692,23.469128,,24.0,63.0,30.650581,16.595179,,24.0,63.0,30.003916,14.84318,,39.0,65.0,29.76225,18.374111,,33.0,63.0,29.89158,16.854767,,132.0,63.0,29.390997,18.35647,,187.0,63.0,28.661333,21.99538,,179.0,63.0,28.755167,34.97192,,170.0,63.0,28.085169,38.988182,,165.0,65.0,27.587751,42.57295,,122.0,65.0,27.541918,43.189495,
27/05/24,62.0,51.0,34.659836,23.510508,,64.0,51.0,36.106335,19.959719,,72.0,3.0,35.085995,18.129137,,77.0,3.0,35.125584,20.140705,,66.0,3.0,34.82258,19.011953,,66.0,3.0,33.449413,21.53089,,80.0,63.0,32.375584,19.839235,,90.0,3.0,31.891417,21.129885,,119.0,51.0,32.031002,23.828083,,109.0,51.0,32.095745,16.199999,,45.0,51.0,31.63475,18.947083,,55.0,51.0,31.6905,20.545246,,42.0,51.0,31.809328,24.458813,,30.0,63.0,29.141418,39.714382,,32.0,65.0,26.935669,43.956867,,24.0,65.0,26.98567,45.070503,
28/05/24,0.0,3.0,34.41817,23.1774,,9.0,3.0,36.358418,24.280659,,38.0,3.0,34.92767,18.844202,,48.0,3.0,35.183914,18.782204,,26.0,3.0,34.976753,18.416384,,34.0,3.0,34.155666,22.915916,,49.0,3.0,33.67558,23.42491,,58.0,3.0,32.847664,21.2522,,80.0,3.0,32.853916,24.884306,,77.0,3.0,33.152,21.479666,,35.0,3.0,33.0035,20.265795,,77.0,3.0,33.01967,17.068707,,65.0,51.0,33.47392,18.59845,,53.0,65.0,32.347668,20.345573,,46.0,51.0,31.160666,22.033648,,-2.0,51.0,31.221085,22.862125,
29/05/24,1.0,3.0,33.716087,25.20257,,0.0,3.0,36.158417,19.562946,,5.0,3.0,35.063084,16.93531,,13.0,3.0,35.350574,19.486609,,0.0,3.0,34.970493,18.204042,,8.0,3.0,33.3265,23.584808,,18.0,3.0,33.235996,26.67889,,21.0,3.0,32.75391,24.014996,,56.0,3.0,32.864334,26.33911,,50.0,3.0,33.191586,22.91026,,10.0,3.0,33.280586,21.67487,,64.0,3.0,33.375916,19.93048,,59.0,63.0,33.72392,25.478743,,49.0,3.0,33.281002,26.33911,,47.0,3.0,32.066914,30.955812,,11.0,3.0,32.01275,31.1374,
30/05/24,25.0,3.0,33.982746,20.969807,,25.0,3.0,36.64175,18.919704,,47.0,3.0,35.294334,19.453327,,76.0,3.0,35.569332,18.089775,,55.0,3.0,35.30592,14.982228,,59.0,3.0,32.61191,22.881958,,77.0,3.0,32.686,28.241076,,71.0,51.0,32.368496,25.212852,,91.0,51.0,32.460167,26.836306,,107.0,3.0,32.866585,23.452555,,60.0,3.0,32.8785,20.393293,,92.0,3.0,32.780083,19.803272,,85.0,3.0,33.255165,22.79684,,85.0,61.0,32.783085,27.466372,,93.0,3.0,31.589828,29.024128,,44.0,51.0,31.571083,30.282827,
31/05/24,30.0,65.0,33.441086,21.2522,,32.0,51.0,36.63133,15.137133,,46.0,3.0,35.523495,14.182355,,67.0,3.0,35.688084,16.071491,,48.0,3.0,35.193417,18.204042,,48.0,3.0,32.655663,22.33161,,56.0,3.0,32.45058,26.882141,,59.0,51.0,32.378918,24.675106,,88.0,3.0,32.272667,25.071096,,139.0,51.0,32.645752,20.907913,,160.0,55.0,32.513912,19.70815,,221.0,51.0,32.342583,17.727943,,211.0,53.0,31.942667,18.751125,,203.0,61.0,31.747673,23.803596,,202.0,3.0,30.77733,26.121714,,148.0,3.0,30.72525,28.220419,
01/06/24,61.0,55.0,32.039005,26.959166,,59.0,3.0,34.754246,20.633371,,65.0,51.0,33.30683,20.140705,,80.0,51.0,33.463085,20.265795,,61.0,51.0,33.607998,19.917469,,60.0,61.0,31.27858,22.206486,,73.0,3.0,32.24641,28.19285,,72.0,3.0,31.901834,21.915693,,107.0,3.0,31.733084,24.57511,,98.0,3.0,31.808252,22.346113,,65.0,3.0,31.468084,20.523155,,95.0,3.0,31.577997,18.391735,,87.0,3.0,32.000996,24.269983,,79.0,3.0,32.274754,23.803596,,90.0,51.0,30.796082,23.510508,,42.0,51.0,30.810669,23.584808,
02/06/24,42.0,65.0,29.607744,18.678415,,42.0,65.0,30.393835,15.175612,,56.0,51.0,31.51517,19.008545,,81.0,65.0,31.196413,17.208603,,70.0,63.0,31.489248,20.364674,,73.0,53.0,31.472336,25.984919,,93.0,65.0,31.138083,28.449112,,102.0,65.0,31.205996,25.944988,,124.0,65.0,31.139336,25.49908,,117.0,65.0,31.272835,22.366402,,70.0,65.0,30.36392,25.842384,,87.0,65.0,30.455086,16.946787,,80.0,65.0,30.905167,24.312662,,67.0,51.0,31.772669,22.380884,,57.0,63.0,31.054413,21.03152,,1.0,63.0,31.029419,21.647945,
03/06/24,143.0,63.0,29.241087,14.440443,,141.0,61.0,30.66883,11.570515,,150.0,53.0,31.098501,13.896187,,162.0,3.0,32.017246,15.484185,,149.0,51.0,32.139248,16.42247,,152.0,3.0,30.555666,17.81909,,164.0,3.0,30.338081,20.188908,,164.0,3.0,30.801832,18.161278,,184.0,3.0,30.680998,21.817902,,171.0,3.0,30.65825,17.283749,,106.0,53.0,30.324335,13.70839,,137.0,3.0,30.659248,16.516901,,146.0,3.0,31.553083,17.25373,,144.0,51.0,30.928915,19.35314,,151.0,3.0,31.15233,19.67195,,110.0,51.0,31.104414,21.26744,
04/06/24,0.0,63.0,30.103586,11.246759,,2.0,55.0,31.785501,16.299694,,12.0,63.0,31.163078,17.566378,,12.0,63.0,30.833918,21.2522,,0.0,61.0,30.85383,20.929594,,1.0,51.0,31.361921,27.169865,,16.0,65.0,30.602669,20.833395,,26.0,65.0,31.170588,16.923828,,53.0,65.0,31.045584,18.043148,,33.0,65.0,30.926996,12.429127,,5.0,55.0,30.636833,19.592731,,22.0,3.0,31.253,21.9718,,30.0,3.0,32.003086,18.947083,,23.0,61.0,31.791422,14.904173,,24.0,3.0,31.398169,20.46941,,8.0,3.0,31.352335,19.586117,
05/06/24,0.0,65.0,28.430666,24.627789,,3.0,65.0,29.106333,15.7908325,,14.0,63.0,28.983915,17.873556,,22.0,65.0,28.4235,19.48661,,63.0,65.0,28.7955,23.0653,,61.0,53.0,30.378584,18.11841,,66.0,61.0,31.021416,16.09969,,87.0,51.0,31.849749,12.10157,,164.0,3.0,31.841421,13.044722,,183.0,3.0,31.66867,13.849477,,195.0,3.0,31.57225,11.901798,,218.0,3.0,32.053005,12.496719,,207.0,3.0,32.19267,15.496736,,198.0,61.0,31.916414,15.042659,,189.0,53.0,31.416916,20.808498,,147.0,3.0,31.533585,21.096123,
06/06/24,71.0,63.0,27.932747,16.08761,,71.0,63.0,28.74591,12.371645,,78.0,61.0,28.988081,14.24163,,93.0,3.0,29.552666,14.799459,,70.0,51.0,29.72883,13.896187,,68.0,3.0,30.376501,23.358425,,76.0,3.0,31.340166,21.96,,73.0,51.0,32.52058,19.191748,,91.0,63.0,32.437256,20.3774,,85.0,65.0,32.258255,12.0694,,55.0,61.0,31.50975,20.172853,,89.0,51.0,32.069668,23.411074,,82.0,3.0,32.609333,12.0694,,78.0,65.0,31.383081,13.246826,,73.0,53.0,30.954412,19.66536,,21.0,63.0,31.002335,19.255793,
07/06/24,15.0,53.0,28.245255,16.179985,,14.0,61.0,28.431335,15.683776,,29.0,63.0,28.415169,13.551501,,37.0,63.0,28.988081,14.04,,14.0,63.0,29.276749,15.629971,,12.0,55.0,29.897333,23.188583,,24.0,3.0,30.327667,25.455843,,20.0,3.0,31.29767,21.09305,,41.0,51.0,31.593498,20.87379,,45.0,53.0,31.772833,17.447933,,13.0,51.0,31.578497,16.1198,,48.0,3.0,31.915504,16.485485,,37.0,3.0,32.861416,22.86496,,32.0,51.0,32.156002,16.746773,,29.0,3.0,31.714836,22.35481,,-14.0,3.0,31.696085,22.427162,
