Date,MAS_Delay,weather_code_MAS,Temperature_MAS,Wind_Speed_MAS,Distance_travelled_MAS,BZA_Delay,weather_code_BZA,Temperature_BZA,Wind_Speed_BZA,Distance_travelled_BZA,RJY_Delay,weather_code_RJY,Temperature_RJY,Wind_Speed_RJY,Distance_travelled_RJY,BAM_Delay,weather_code_BAM,Temperature_BAM,Wind_Speed_BAM,Distance_travelled_BAM,BBS_Delay,weather_code_BBS,Temperature_BBS,Wind_Speed_BBS,Distance_travelled_BBS,CTC_Delay,weather_code_CTC,Temperature_CTC,Wind_Speed_CTC,Distance_travelled_CTC,BLS_Delay,weather_code_BLS,Temperature_BLS,Wind_Speed_BLS,Distance_travelled_BLS,KGP_Delay,weather_code_KGP,Temperature_KGP,Wind_Speed_KGP,Distance_travelled_KGP,SRC_Delay,weather_code_SRC,Temperature_SRC,Wind_Speed_SRC,Distance_travelled_SRC,SHM_Delay,weather_code_SHM,Temperature_SHM,Wind_Speed_SHM,Distance_travelled_SHM
24/08/24,234,51,30.414007,17.208603,,236,55,28.250082,16.311613,,271,63,26.951752,22.366402,,293,63,27.256828,15.941944,,309,61,26.7435,19.242327,,314,63,26.58117,14.693999,,294,61,26.086418,12.599998,,292,65,26.239334,13.202726,,284,63,25.8565,11.246759,,270,63,25.841919,10.799999,
25/08/24,1,51,30.684835,19.386591,,0,51,29.162582,19.803272,,1,53,28.133003,21.791153,,24,65,27.696417,13.797913,,66,63,27.291422,15.617529,,62,63,26.906168,12.599998,,55,63,26.963501,15.03835,,53,63,26.597662,7.729527,,51,63,26.300253,8.707238,,-3,63,26.337748,10.028439,
26/08/24,180,63,30.38275,23.34455,,181,51,29.837587,22.148045,,207,51,28.508001,22.180206,,228,65,27.869333,12.964998,,275,65,27.233084,10.365251,,262,53,27.383247,10.853866,,254,63,27.321838,15.484185,,259,63,26.974749,16.548256,,264,65,26.483587,12.397806,,276,65,26.625252,13.202726,
27/08/24,1,53,29.932753,16.179985,,6,51,30.162582,19.137648,,2,3,29.147583,21.485697,,28,61,27.829752,9.693296,,41,65,27.674751,10.739833,,34,65,27.591585,11.659777,,29,63,26.8385,11.966953,,23,61,26.833084,12.413476,,19,63,26.848167,11.928989,,-19,63,26.877335,10.594036,
28/08/24,0,55,26.853586,15.7908325,,0,53,29.068832,19.242327,,31,61,27.887167,20.948164,,49,65,26.398499,8.049845,,62,65,26.747667,7.5942082,,59,65,26.88325,8.473393,,0,63,27.221838,7.928178,,6,63,27.408087,12.682018,,5,63,27.839834,12.783802,,-4,63,27.766912,14.561099,
29/08/24,1,63,27.974417,22.59699,,1,55,28.318832,18.345877,,1,63,26.626749,17.709658,,14,63,26.183916,14.113653,,33,53,27.42058,15.629971,,38,55,27.61867,13.556282,,10,51,27.711416,14.4,,22,51,27.933083,15.277749,,21,51,28.477333,12.57426,,11,55,28.421083,13.0447235,
30/08/24,0,55,27.861916,22.42427,,0,65,25.73342,22.366402,,0,65,26.116335,19.523155,,6,63,27.2985,22.127556,,21,53,28.15183,21.659918,,24,53,28.154083,20.265795,,45,53,28.282251,19.70815,,44,61,28.149752,16.548256,,52,51,28.946081,14.118243,,18,61,28.821083,12.819235,
31/08/24,0,3,28.936914,19.443333,,44,65,25.10425,25.683926,,75,65,25.537165,21.746504,,87,61,27.383913,24.442911,,114,53,27.887247,24.448214,,117,61,27.90825,21.485697,,88,53,28.00725,20.421871,,88,61,28.545584,17.566378,,86,63,28.860664,19.64228,,94,63,28.829414,20.371038,
01/09/24,0,3,29.443169,19.829433,,7,65,26.006334,24.884306,,357,63,26.307999,20.172853,,371,55,27.40267,23.871555,,389,53,27.622665,20.774214,,405,53,27.777,16.485485,,379,55,27.786415,15.484185,,371,61,27.58725,15.9134655,,383,63,27.81692,15.9134655,,366,63,27.704422,14.565548,
02/09/24,,55,29.543169,19.386591,,,3,27.450079,16.870138,,,51,27.180916,19.346441,,,53,27.621414,19.164719,,,63,27.389334,14.4,,,61,27.243666,17.10284,,,63,27.703087,14.759999,,,63,27.431,17.057314,,,63,28.160666,16.24394,,,63,28.054422,13.493999,
03/09/24,,63,28.841087,14.512064,,,65,26.602163,16.267857,,,65,26.493418,15.072783,,,53,27.53808,19.164719,,,53,27.831,17.731598,,,61,27.893663,14.113653,,,51,28.273916,16.055353,,,63,27.964327,12.620554,,,63,27.92525,11.27553,,,63,27.962753,10.990322,
04/09/24,0,3,29.011919,17.227419,,3,63,26.6355,21.67487,,57,65,25.830917,20.49156,,70,51,27.658915,16.418526,,107,51,28.043503,15.596767,,115,51,28.145754,12.144331,,55,51,28.265585,15.39184,,55,51,28.241419,15.696165,,49,63,28.00025,12.758432,,-3,63,27.939835,11.542478,
05/09/24,31,65,29.25358,18.775301,,43,61,27.589668,23.023117,,163,61,27.610079,22.9724,,178,63,27.771416,11.183201,,189,63,27.849747,11.384198,,176,63,28.03325,9.449572,,150,51,28.217672,13.708391,,145,53,28.445585,13.441071,,139,55,28.744001,18.430452,,81,63,28.6315,18.345877,
06/09/24,0,55,28.757753,19.255793,,0,63,27.727165,21.046917,,1,65,27.545502,14.494192,,11,63,28.279749,15.683776,,36,63,28.172668,13.779114,,24,61,28.277,11.525623,,41,63,28.613497,12.096214,,33,51,28.408087,9.793059,,54,63,29.329422,11.043261,,0,63,29.416916,11.384199,
07/09/24,1,61,29.466082,15.725037,,9,65,26.90008,20.767975,,15,61,27.528831,19.95972,,64,65,27.302671,18.345877,,80,63,27.466417,24.967497,,69,63,27.670752,18.161278,,51,63,28.242662,14.76439,,49,53,28.480997,17.87718,,47,63,29.206503,15.9134655,,-41,65,29.129412,13.246826,
08/09/24,0,3,29.959831,21.461555,,8,65,25.660498,18.94024,,0,63,26.095497,23.441502,,20,65,27.148504,24.29133,,44,63,27.601837,23.83624,,38,63,27.604082,23.090569,,28,65,27.186417,18.374111,,29,63,27.658081,18.79255,,36,63,28.70025,18,,-1,63,28.673164,17.377226,
09/09/24,16,3,29.951502,24.387177,,14,61,26.306328,23.084955,,5,61,26.560083,29.88217,,35,63,27.461004,17.551615,,60,53,28.08725,22.862125,,58,53,28.183252,21.749481,,68,61,28.00517,27.757376,,63,61,28.285164,22.932877,,70,61,28.904419,22.38378,,29,61,28.910667,22.218153,
10/09/24,0,53,30.599417,21.603,,2,3,28.51883,24.442911,,0,51,28.691332,26.042212,,17,53,28.886003,19.930477,,37,51,29.32475,20.288164,,27,51,29.337423,17.414474,,28,55,28.701002,21.175835,,24,55,28.424753,17.727943,,18,55,28.746086,17.418196,,11,61,28.750252,17.581125,
11/09/24,3,53,30.043165,23.510508,,1,3,28.287584,20.519999,,0,3,28.876749,20.598795,,14,63,29.042252,10.853866,,35,53,29.241417,14.529915,,36,53,29.224916,11.525623,,42,61,29.571838,11.200571,,35,65,28.410166,8.766573,,25,63,28.806498,11.183201,,0,63,28.785662,11.246759,
12/09/24,191,51,30.097334,18.751125,,189,3,28.391747,19.386591,,222,51,28.924667,17.283749,,239,51,29.210997,13.32,,258,51,29.095587,12.738099,,247,3,29.206167,11.966953,,210,63,29.294748,12.031756,,184,51,29.370584,13.684735,,197,63,28.425253,11.753876,,189,65,28.400251,11.304229,
13/09/24,120,51,30.52025,17.373497,,121,3,28.28758,18.36353,,146,3,28.976748,18.844202,,176,55,29.26725,11.503113,,201,63,28.70183,18.075441,,189,65,28.735334,16.299694,,181,63,27.878084,10.495713,,176,65,27.656,24.122686,,169,65,27.666916,20.46941,,152,65,27.57942,20.674156,
14/09/24,221,51,30.668169,20.008356,,222,3,28.318832,20.808498,,251,3,28.743416,21.461555,,330,63,28.829752,15.30741,,350,63,27.272667,24.795612,,339,61,27.216583,23.18579,,318,63,26.734335,17.057314,,317,63,25.526834,29.784426,,310,63,25.810667,31.557032,,250,63,25.827333,29.09103,
15/09/24,190,55,30.77025,16.75064,,208,3,28.664665,19.66536,,257,3,28.776749,25.759504,,306,51,28.279747,15.175612,,322,55,27.058084,28.19285,,311,63,26.731169,22.81957,,313,65,26.128084,23.688984,,320,63,25.051834,34.858707,,326,63,25.72317,26.61323,,359,63,25.760666,28.348713,
16/09/24,0,51,30.751503,19.201874,,0,51,28.156334,19.721298,,0,51,28.755915,20.523157,,22,55,28.508917,13.397612,,53,65,27.385164,20.945072,,30,65,27.099916,19.826164,,25,65,26.713503,25.570139,,18,63,26.043503,26.111792,,31,63,26.91067,24.18707,,11,63,26.991919,24.149532,
17/09/24,290,51,30.822334,17.076298,,298,3,28.791748,20.073025,,288,3,29.068419,18.892282,,292,65,27.44433,14.84318,,314,63,27.645578,13.910169,,299,65,27.183249,16.394829,,294,61,27.701002,17.84816,,294,53,27.495583,21.178896,,285,51,28.316916,18.089775,,268,51,28.291922,18.59845,
18/09/24,235,53,29.661913,18.25026,,233,3,28.681335,12.397806,,324,3,29.224665,13.910169,,352,63,27.310997,10.636766,,364,61,27.545584,8.707238,,380,61,27.797834,8.049845,,327,51,27.41767,15.273505,,327,51,28.153915,10.739832,,325,3,29.010664,7.9036193,,289,3,29.029413,7.928177,
19/09/24,0,55,29.514006,13.684735,,5,51,29.483416,9.885262,,1,53,29.591331,13.363711,,27,63,26.798498,9.826088,,58,51,28.68725,10.661107,,51,51,28.70825,8.707238,,23,3,28.653084,7.968939,,23,3,28.941416,5.315336,,18,51,29.148169,7.24486,,-4,51,29.041918,7.10031,
20/09/24,140,53,30.593168,14.654254,,142,63,28.604248,13.708391,,223,65,27.195498,15.273505,,248,63,28.033915,12.371645,,275,63,28.428915,14.039999,,270,61,28.852,11.298495,,219,53,28.982252,10.30883,,223,63,29.091415,15.856354,,227,53,30.037748,10.883676,,165,53,30.039831,10.990322,
21/09/24,51,61,28.293167,16.981165,,51,63,27.547998,15.696165,,105,65,27.378836,17.283749,,149,63,27.608917,14.145756,,171,53,28.706001,14.05845,,159,53,29.047834,12.6462,,153,63,28.773918,12.768586,,152,65,28.843498,9.085988,,159,63,29.443998,9.885262,,121,63,29.483582,10.00256,
22/09/24,0,63,28.12858,15.683776,,28,63,28.016747,16.676977,,135,63,28.324667,12.015589,,164,63,27.696419,12.768586,,181,65,27.872663,12.229406,,169,63,27.908247,10.446206,,154,65,28.355165,13.324863,,153,63,29.624748,12.218805,,158,63,30.158579,12.599998,,151,63,30.171082,12.313894,
23/09/24,1,65,28.668173,12.074766,,0,63,27.300085,12.24,,8,63,27.455917,8.311245,,27,65,27.106833,11.91812,,43,65,27.266413,16.87398,,27,63,27.276999,14.799459,,63,65,27.690582,14.241629,,58,65,27.951834,13.661038,,52,51,28.883589,17.057314,,20,63,28.687754,14.904173,
24/09/24,1,63,29.086916,15.509274,,1,63,26.945917,14.759999,,4,63,27.160086,10.296251,,15,65,25.761,6.193674,,38,65,26.828918,14.20062,,28,63,26.704084,14.007655,,5,63,26.46975,13.1041975,,17,63,26.77683,16.343367,,4,63,27.621084,18.0036,,-16,65,27.55858,18.899143,
25/09/24,18,63,28.801498,16.32055,,21,61,27.614668,11.583109,,34,65,27.230917,13.237038,,59,63,27.2985,18.709612,,78,65,26.768501,16.388899,,98,65,26.69575,15.4800005,,44,63,26.253082,14.178928,,44,63,25.622667,14.348156,,38,63,25.921087,18.792551,,-5,65,25.948166,22.380884,
26/09/24,0,53,28.314003,17.307167,,1,65,28.118834,17.682194,,7,65,27.228834,16.039202,,16,63,26.652664,25.277023,,39,61,26.35808,23.586184,,23,63,26.314499,19.08085,,39,63,26.219751,18.733839,,40,63,25.891418,20.696085,,31,63,26.166916,18.286617,,9,61,26.229416,19.125793,
27/09/24,15,65,27.843168,15.91041,,20,63,27.508413,11.734564,,25,63,26.24967,12.710091,,32,63,27.623497,23.58618,,43,63,27.422667,22.947704,,25,65,27.310335,18.772715,,11,63,27.067665,19.64558,,19,63,26.97892,19.627428,,12,55,27.229422,19.98081,,10,61,27.2315,19.803272,
28/09/24,1,55,27.741083,12.007498,,4,55,27.970917,13.049689,,0,63,27.833,12.931218,,28,53,28.388084,19.281015,,43,51,28.605997,20.730501,,32,51,28.468668,17.193533,,17,55,28.305168,15.926694,,16,55,28.383085,14.74902,,9,51,28.414833,17.33429,,-37,51,28.410667,18.556595,
29/09/24,0,51,27.830667,16.323528,,2,61,28.037582,12.841963,,0,63,27.641333,10.661107,,13,63,28.521421,14.848635,,44,63,28.85808,12.870944,,30,61,28.802,11.334285,,73,63,28.555166,14.892213,,77,61,28.43725,11.734564,,71,51,28.94192,15.096411,,17,51,28.933584,15.882896,
30/09/24,26,53,27.634834,14.31198,,24,51,28.604248,10.650465,,26,53,28.320501,11.7662735,,33,61,28.585997,12.181625,,47,61,28.814333,14.474059,,48,63,28.726997,16.434305,,1,55,29.530167,11.799271,,10,51,29.54558,8.854829,,12,61,29.866919,8.792405,,-2,61,29.869001,8.9873905,
01/10/24,20,51,28.501503,17.325874,,20,51,28.745916,10.801499,,55,61,28.72883,11.298495,,71,63,29.583916,13.874019,,84,51,30.193499,13.466357,,68,51,30.204088,13.854155,,31,53,30.28225,9.299225,,28,63,29.814333,12.440851,,35,63,29.608583,13.138765,,51,63,29.550247,11.571914,
02/10/24,3,3,29.71817,19.239801,,13,51,29.85425,14.517644,,8,61,28.789248,13.138765,,35,63,28.348497,9.913082,,57,63,28.208084,15.435983,,42,61,28.0395,14.009968,,51,63,28.317665,11.39842,,49,63,28.387247,7.891311,,42,63,28.00442,10.062305,,62,61,28.102335,11.659777,
03/10/24,1,55,29.555672,15.0038395,,4,3,29.95217,12.976239,,5,51,29.84342,13.896187,,27,51,28.983917,14.009968,,46,51,28.73308,20.486023,,41,3,28.76867,19.620827,,3,55,28.305166,10.449306,,12,61,27.930998,9.3669195,,11,63,27.887749,10.853866,,3,63,27.916918,12.313893,
04/10/24,241,61,28.70775,18.252037,,248,51,30.079247,11.212135,,289,3,29.887169,10.587917,,320,3,29.504745,11.885453,,348,3,29.30808,13.169556,,371,3,29.227,12.638513,,334,63,27.438505,6.6697226,,337,63,27.26433,10.587918,,336,63,27.010666,9.12513,,363,63,26.991919,9.96524,
05/10/24,40,51,28.955671,14.050382,,38,3,29.537582,15.443328,,95,53,29.32258,7.4346757,,129,53,28.600584,10.548061,,147,61,27.178917,18.955631,,130,51,27.891586,10.814989,,54,53,27.651003,6.3690495,,50,63,26.803915,11.534054,,37,65,26.554413,6.384293,,-3,63,26.633583,10.272623,
06/10/24,1,3,28.847336,13.262714,,2,51,28.925085,12.7546215,,1,51,28.562166,10.441552,,17,63,27.53392,8.452336,,39,63,26.8435,14.57889,,29,51,27.595749,12.351988,,0,53,27.640585,6.28713,,7,63,26.878916,7.056826,,16,63,26.612747,11.631956,,-28,63,26.581497,12.241323,
07/10/24,126,51,27.636915,12.348052,,128,63,27.570915,18.431332,,208,63,27.480919,11.770403,,235,63,27.42975,9.614426,,263,65,26.710167,15.655861,,246,65,26.712418,16.67892,,246,63,27.301003,7.3997297,,257,55,26.99558,10.706595,,256,63,27.204412,11.165805,,205,63,27.166916,9.2660675,
08/10/24,0,51,27.876503,13.210087,,1,63,27.116747,16.276815,,0,63,27.289246,14.082628,,22,61,27.221418,10.036512,,48,63,26.785166,14.687382,,31,63,27.20408,12.242646,,8,61,27.294752,8.574123,,15,53,26.953917,9.499157,,14,63,27.189833,7.814986,,-20,63,27.160667,7.968939,
09/10/24,85,61,27.5765,14.879153,,149,61,27.037584,14.25641,,195,63,26.785086,19.983242,,222,51,27.425581,14.0734215,,243,51,27.376831,11.841756,,232,55,27.329086,10.759423,,270,65,27.403084,9.165871,,276,65,26.772669,13.841286,,299,63,26.952333,13.1041975,,281,63,26.954416,10.873251,
10/10/24,0,63,27.034834,14.76439,,0,63,26.670914,14.766584,,0,63,27.199663,17.438646,,34,3,27.763083,12.313893,,60,51,27.626833,12.783802,,56,51,27.929083,10.934166,,56,3,28.334333,13.049689,,53,61,27.424751,8.083983,,44,65,27.733587,10.30883,,15,63,27.773165,9.236298,
11/10/24,1,53,27.468168,14.206323,,2,55,26.683413,14.248452,,0,53,27.37258,16.053335,,18,3,28.242247,11.841756,,36,51,28.206001,10.934166,,22,3,28.30825,9.926147,,10,3,28.859337,11.837651,,19,61,28.32475,8.490582,,17,61,28.252335,10.626099,,413,63,28.191917,15.951087,
12/10/24,0,61,27.386917,15.7754345,,0,53,27.195915,10.799999,,0,63,27.247581,10.483357,,13,2,27.896416,11.119281,,40,53,28.064333,11.571914,,29,51,28.583252,11.391313,,1,55,28.411417,11.555102,,0,51,28.091417,9.826088,,12,61,28.564835,7.519175,,-45,61,28.575249,8.596766,
13/10/24,1,63,27.314001,13.752048,,0,51,27.51258,11.334285,,1,51,28.157999,13.690654,,20,51,28.065168,11.269782,,44,51,27.960169,11.391313,,36,53,28.214499,9.080639,,7,1,28.055168,9.109138,,3,61,27.54558,10.472536,,10,53,28.158585,8.467655,,11,51,28.260666,8.089993,
14/10/24,0,65,25.826498,24.150877,,0,63,26.093834,13.701299,,1,63,26.630919,16.607864,,8,55,27.635996,12.049249,,25,51,28.095583,9.885262,,21,51,28.337418,8.049845,,51,51,27.732252,8.36758,,48,2,27.937248,7.3997297,,38,1,28.352333,7.3997297,,65,1,28.42525,7.8149853,
15/10/24,0,65,25.868166,17.077248,,8,61,26.99383,14.721535,,1,63,27.160086,16.68669,,32,51,27.760996,9,,51,53,27.860163,9.059205,,54,3,28.583252,9.6480665,,27,51,26.873919,11.583109,,26,63,26.572664,13.327294,,18,61,27.162748,9.346143,,14,65,27.18775,10.004178,
16/10/24,1,65,25.861916,14.539945,,5,61,26.627167,15.7908325,,1,63,27.464249,24.150877,,20,51,28.406832,12.638512,,54,53,27.751831,10.908951,,42,53,27.91867,8.400428,,4,53,27.246832,9.178235,,19,63,26.32683,9.734988,,17,3,27.248163,8.825508,,-18,51,27.264832,11.500296,
17/10/24,0,53,27.336916,10.546525,,0,63,26.758415,17.163355,,0,63,26.71425,16.724508,,20,61,26.925589,10.626099,,38,61,27.674751,12.703715,,22,63,27.929083,9.555271,,8,53,27.715584,9.565437,,19,63,26.24975,13.130133,,10,63,26.63775,9.926147,,-45,63,26.675247,8.131936,
18/10/24,0,65,26.816086,14.128566,,8,61,26.80633,16.67795,,0,61,27.103834,16.208996,,14,3,28.119331,10.962281,,32,61,28.143501,11.304229,,25,63,27.662416,9.761578,,35,63,27.126,9.781473,,38,63,26.312248,8.43699,,52,63,26.414831,14.068817,,36,63,26.523169,12.421304,
19/10/24,165,63,26.809835,10.787993,,165,61,26.714666,14.4415655,,208,65,26.880913,15.697197,,257,65,27.142248,11.500296,,278,65,27.085161,10.717182,,264,65,27.308245,14.224556,,229,61,26.880167,12.979984,,228,63,26.528917,11.638917,,216,61,26.591919,11.196232,,173,61,26.600245,11.203464,
20/10/24,1,63,27.38275,13.529966,,2,53,26.918829,12.440851,,1,61,26.810081,13.337016,,22,63,25.950583,15.430736,,29,61,26.426834,10.730778,,13,51,27.001999,10.120099,,16,51,26.796837,13.766176,,13,3,26.528915,10.223619,,9,3,26.558584,12.825552,,-52,3,26.481504,13.200273,
21/10/24,0,51,27.50358,10.934166,,0,61,26.977163,12.320471,,3,63,26.782999,16.833609,,16,3,27.390167,11.525623,,43,51,27.333078,13.891522,,31,51,27.031166,10.837435,,0,3,26.942667,14.248452,,13,3,26.403915,13.690654,,11,3,26.31275,12.964998,,-2,3,26.344,13.519186,
22/10/24,14,51,27.188997,12.57426,,13,51,27.804253,9.595874,,0,51,27.7455,13.115319,,27,3,27.419334,11.063778,,58,3,27.32475,14.7742605,,45,3,27.287416,11.592895,,23,3,26.755167,15.84,,22,3,26.164335,12.906138,,22,3,26.837753,10.453957,,-6,3,26.871086,10.823973,
23/10/24,57,3,27.71192,12.88981,,65,3,27.837584,12.964998,,80,3,27.891329,13.752047,,93,53,28.24225,21.23237,,117,63,27.083082,29.499138,,102,63,27.15616,26.189226,,77,63,26.365583,25.522577,,73,65,25.987251,20.933466,,70,55,26.366919,20.269789,,45,55,26.429419,20.619234,
24/10/24,,3,27.393167,12.688404,,,3,27.379251,15.292585,,,3,27.178835,17.437717,,,63,26.358917,23.565569,,,65,25.101831,34.119377,,,65,25.09575,31.178993,,,65,24.934334,36.445442,,,65,24.716417,34.699406,,,63,24.889833,26.89419,,,63,24.960665,26.822416,
25/10/24,24,3,28.099419,12.88981,,26,51,28.037584,15.784676,,40,3,28.218416,15.546833,,61,63,26.473501,10.172787,,86,61,25.328917,26.221373,,72,63,25.004082,26.66249,,0,63,25.2385,33.814137,,2,65,24.910166,32.977356,,16,63,25.050247,24.717085,,-10,63,25.102331,24.201132,
26/10/24,0,3,28.414,13.121493,,3,3,28.40425,14.7742605,,3,3,28.54133,15.995712,,9,51,26.242249,10.548061,,26,63,24.3935,14.721535,,14,63,24.64158,15.3771,,13,61,25.982252,19.90852,,10,61,26.480997,22.89611,,7,51,27.175253,21.22016,,-47,3,27.12525,22.017466,
27/10/24,1,51,27.834837,11.157096,,0,3,28.102167,10.4166975,,5,51,28.003832,12.10157,,13,55,26.717249,8.9873905,,37,55,25.951836,9.826088,,25,63,25.795752,8.311245,,21,63,26.292664,12.47726,,16,53,26.110168,10.009036,,5,55,27.0315,11.53265,,-27,61,26.818998,11.384198,
28/10/24,0,53,27.914001,11.793777,,5,3,28.177168,10.644379,,0,51,27.941336,9.708326,,14,55,26.681831,9.179999,,34,63,25.680998,12.601285,,29,63,25.712416,10.957847,,16,51,26.548922,10.9859,,15,51,26.728918,7.6409945,,14,3,27.352333,7.3447943,,-3,3,27.352335,7.754637,
29/10/24,14,53,28.530668,12.744457,,13,53,28.239664,10.315115,,0,53,27.678831,10.094454,,23,51,26.933914,11.832176,,58,51,26.441422,11.753877,,46,51,26.918663,8.305396,,1,51,26.669752,9.3876505,,8,51,26.647669,9.914717,,4,2,27.479416,9.1958685,,-37,2,27.468994,8.14587,
30/10/24,0,63,27.684832,13.110376,,0,63,26.695917,12.10157,,0,61,26.403833,18.022486,,16,51,26.969336,13.217443,,35,53,26.497665,8.553314,,26,53,26.62075,13.321216,,17,55,26.717669,8.311245,,14,55,26.653921,6.1437774,,34,53,26.925253,9.12513,,-24,55,26.873169,14.970331,
31/10/24,1,55,27.272333,13.878688,,1,53,27.502169,7.5363917,,0,51,27.278833,10.962281,,35,1,27.069334,12.703715,,48,0,27.316416,10.041354,,37,0,27.512419,11.003581,,25,55,26.790586,7.7983837,,19,51,26.456003,8.0599,,13,53,26.827333,10.00256,,11,63,26.923166,10.8015,
01/11/24,1,63,26.728584,11.767651,,1,51,27.835497,8.996398,,0,51,27.514246,8.909545,,25,53,27.07559,8.338489,,67,65,25.495584,17.1,,69,53,26.356169,12.886039,,36,3,26.307251,7.0107627,,30,3,26.270584,6.0347,,29,3,27.810663,7.145796,,-37,3,27.819006,8.643749,
02/11/24,0,61,26.561918,9.854075,,1,51,28.047997,7.029225,,0,61,27.620504,12.849528,,7,51,26.804747,10.105681,,27,3,26.108086,9.984729,,20,3,26.179083,7.8149853,,6,0,25.961418,7.579261,,1,0,25.520582,9.292255,,5,0,26.871086,7.689603,,-58,0,27.041916,8.863972,
03/11/24,0,53,26.605669,17.283749,,2,3,27.837587,9.5196,,9,3,27.485079,14.64209,,24,3,25.658915,12.841963,,39,3,25.728918,9.9408245,,29,3,25.889503,8.049845,,3,0,25.58017,8.783189,,9,1,25.474752,7.353611,,17,0,26.148163,7.6367526,,-27,0,26.212748,8.297589,
