Date,SBC_Delay,weather_code_SBC,Temperature_SBC,Wind_Speed_SBC,Distance_travelled_SBC,BNC_Delay,weather_code_BNC,Temperature_BNC,Wind_Speed_BNC,Distance_travelled_BNC,DPJ_Delay,weather_code_DPJ,Temperature_DPJ,Wind_Speed_DPJ,Distance_travelled_DPJ,SA_Delay,weather_code_SA,Temperature_SA,Wind_Speed_SA,Distance_travelled_SA,SGE_Delay,weather_code_SGE,Temperature_SGE,Wind_Speed_SGE,Distance_travelled_SGE,TUP_Delay,weather_code_TUP,Temperature_TUP,Wind_Speed_TUP,Distance_travelled_TUP,CBE_Delay,weather_code_CBE,Temperature_CBE,Wind_Speed_CBE,Distance_travelled_CBE,TCR_Delay,weather_code_TCR,Temperature_TCR,Wind_Speed_TCR,Distance_travelled_TCR,AWY_Delay,weather_code_AWY,Temperature_AWY,Wind_Speed_AWY,Distance_travelled_AWY,ERS_Delay,weather_code_ERS,Temperature_ERS,Wind_Speed_ERS,Distance_travelled_ERS
19/10/24,1,63,21.435415,10.070353,,,63,21.298922,10.070353,,25,61,24.052,7.42159,,38,61,25.296333,12.466867,,41,63,25.558083,5.3517847,,48,51,25.561333,10.495713,,53,53,24.0245,8.775807,,39,63,26.003248,9.627896,,41,55,25.8995,10.390226,,45,53,26.297583,12.236029,
20/10/24,0,63,21.835417,11.688918,,,63,21.698915,11.688918,,23,63,24.572832,10.387107,,20,55,26.042168,12.5807,,11,63,25.99558,10.548061,,8,63,26.238413,15.405519,,2,51,24.889082,13.552696,,3,65,26.294914,8.0599,,18,53,26.380747,9.087772,,23,51,26.772581,10.837435,
21/10/24,3,63,21.947916,10.163227,,,63,21.811417,10.163227,,22,63,24.70408,7.9932976,,6,63,25.504667,9.037721,,7,65,25.5185,6.854195,,18,63,25.850922,15.7908325,,12,63,24.724497,11.203464,,2,63,25.557413,6.544677,,16,63,25.853662,6.1437774,,28,65,26.31008,9.187056,
22/10/24,0,65,22.25,11.9466305,,,65,22.1135,11.9466305,,23,63,24.74575,10.636766,,18,63,25.281752,10.703569,,9,65,25.139334,10.829958,,11,63,25.496752,8.604301,,8,63,24.48075,8.953078,,3,63,26.447,8.893166,,19,65,26.341164,8.61371,,22,63,26.63508,8.836514,
23/10/24,3,65,22.404167,10.435344,,,65,22.267668,10.435344,,26,51,25.477003,8.557102,,22,55,26.429667,10.004178,,14,53,26.410164,8.827343,,23,65,25.823832,13.78029,,22,53,24.407831,14.539945,,16,63,25.913664,9.741642,,13,65,25.668251,9.919618,,14,63,25.878832,12.673074,
24/10/24,4,51,21.564583,7.570707,,,51,21.428085,7.570707,,28,53,24.399918,7.1321807,,24,51,25.506746,9.144637,,18,51,25.447662,10.440001,,27,63,24.984247,10.534229,,24,53,24.016167,13.891522,,10,65,25.349085,15.934829,,17,63,24.918251,16.23596,,26,63,25.368416,18.254698,
25/10/24,2,3,21.887499,9.567131,,,3,21.751001,9.567131,,21,3,25.066587,10.337078,,17,3,25.771334,8.885877,,17,51,25.86225,18.272436,,26,51,25.453003,13.841286,,26,65,23.986998,14.288191,,11,65,25.186583,16.720633,,16,65,24.507835,17.262177,,22,63,24.76008,18.727785,
26/10/24,0,1,21.44375,13.169555,,,1,21.30725,13.169555,,23,2,25.556168,9.565437,,20,3,26.39842,10.210936,,12,51,26.603914,10.272623,,17,53,26.050919,15.210799,,15,63,24.197416,15.14783,,1,53,25.532415,15.405519,,16,61,25.324501,15.1884165,,18,61,25.730917,17.823637,
27/10/24,2,3,21.341665,11.019764,,,3,21.205168,11.019764,,32,3,25.249918,8.893166,,24,3,26.625498,8.604301,,28,3,26.508085,8.311245,,30,3,26.40508,15.443328,,26,3,24.891167,13.403656,,9,51,25.769915,13.833091,,16,53,25.749504,15.413928,,19,53,26.149664,18.694021,
28/10/24,0,3,22.102081,8.951267,,,3,21.965586,8.951267,,42,51,26.039505,10.196647,,36,3,26.775503,7.4520864,,27,3,27.195587,9.600937,,23,3,26.553,16.454992,,21,3,24.916162,14.248452,,9,51,26.126165,12.011544,,17,51,25.982834,11.103243,,26,53,26.51425,11.39842,
29/10/24,0,51,22.566666,9.741642,,,51,22.430166,9.741642,,15,51,26.304087,6.5024605,,9,3,27.015083,8.688613,,1,51,27.416418,6.2405767,,1,51,27.082163,12.156331,,0,51,25.291166,14.0734215,,6,51,26.247002,13.690654,,15,51,25.970335,13.324863,,24,51,26.605917,13.262714,
30/10/24,4,51,22.404167,7.4672885,,,51,22.267668,7.4672885,,22,51,25.560335,8.37532,,17,51,26.983833,10.360559,,15,51,27.324745,9.290511,,8,51,27.098837,11.749741,,17,51,25.491167,11.753877,,5,51,26.457413,12.620554,,14,51,26.307833,12.108261,,19,51,26.872581,12.0694,
31/10/24,1,63,22.652082,10.03167,,,63,22.515585,10.03167,,21,63,25.297834,15.3042345,,18,55,26.44008,12.487641,,14,53,26.306,9.997699,,3,63,26.863417,16.674063,,3,61,25.614084,10.387107,,0,61,26.751165,12.273043,,15,53,26.572418,11.656998,,22,53,26.83925,11.45513,
01/11/24,0,63,22.158333,9.614426,,,63,22.021833,9.614426,,13,61,25.201998,11.1090765,,9,63,25.488,11.4862,,0,65,25.022665,12.475961,,0,63,25.286337,12.570394,,0,63,24.412003,11.402683,,3,65,25.869917,9.854075,,23,63,25.564081,12.059999,,30,63,26.193419,12.074766,
02/11/24,2,51,22.199999,19.852295,,,51,22.0635,19.852295,,21,55,24.147837,13.690654,,21,65,24.298418,11.9317045,,12,63,24.493502,15.995712,,6,63,24.565498,9.396275,,3,65,23.81825,14.637663,,1,63,25.624083,10.120099,,16,65,24.932837,10.196647,,23,63,25.407995,12.810386,
03/11/24,0,51,22.379166,17.552536,,,51,22.242668,17.552536,,21,61,24.183252,13.672893,,16,63,25.110918,11.833546,,15,63,25.081001,10.694485,,20,63,24.767586,17.311846,,16,63,24.2245,13.661038,,11,61,25.588663,14.05845,,26,63,25.05158,13.15971,,40,63,25.31842,13.31635,
