Date,HYB_Delay,weather_code_HYB,Temperature_HYB,Wind_Speed_HYB,Distance_travelled_HYB,VKB_Delay,weather_code_VKB,Temperature_VKB,Wind_Speed_VKB,Distance_travelled_VKB,TDU_Delay,weather_code_TDU,Temperature_TDU,Wind_Speed_TDU,Distance_travelled_TDU,WADI_Delay,weather_code_WADI,Temperature_WADI,Wind_Speed_WADI,Distance_travelled_WADI,KLBG_Delay,weather_code_KLBG,Temperature_KLBG,Wind_Speed_KLBG,Distance_travelled_KLBG,KWV_Delay,weather_code_KWV,Temperature_KWV,Wind_Speed_KWV,Distance_travelled_KWV,PUNE_Delay,weather_code_PUNE,Temperature_PUNE,Wind_Speed_PUNE,Distance_travelled_PUNE,KYN_Delay,weather_code_KYN,Temperature_KYN,Wind_Speed_KYN,Distance_travelled_KYN,DR_Delay,weather_code_DR,Temperature_DR,Wind_Speed_DR,Distance_travelled_DR,CSMT_Delay,weather_code_CSMT,Temperature_CSMT,Wind_Speed_CSMT,Distance_travelled_CSMT
28/03/24,0,1,30.31559,16.563911,,0,2,30.862333,13.661038,,1,0,30.13508,11.609651,,3,1,33.65517,18.58451,,22,1,33.476078,15.484185,,22,2,34.887337,28.745949,,29,3,31.119165,22.657131,,28,3,30.087837,14.458382,,19,3,27.77392,19.813087,,2,3,27.022253,25.864943,
29/03/24,0,3,30.8635,16.24394,,4,3,31.643587,19.416653,,4,1,31.812166,14.693999,,9,3,34.65725,20.991426,,11,3,34.38234,15.807239,,8,3,35.00192,20.833395,,16,51,30.992083,21.068459,,24,3,31.346169,16.862455,,20,2,28.626,22.771244,,35,1,27.513918,27.887802,
30/03/24,1,2,30.69683,13.746156,,9,3,31.901922,16.946787,,8,3,31.689255,12.7279215,,0,2,34.313503,16.80857,,5,3,34.238586,14.917212,,0,3,35.01025,21.194187,,29,3,31.137918,20.929596,,44,2,31.160751,20.592503,,6,3,28.594755,26.496098,,4,3,27.43058,32.37799,
31/03/24,1,1,30.055162,13.684735,,7,1,31.129004,16.595179,,10,0,30.851753,13.324863,,27,1,33.667667,17.447933,,21,3,33.70525,15.580141,,21,2,33.914417,17.643673,,41,2,31.529589,21.650938,,40,2,31.227417,20.767975,,14,1,29.021833,27.497026,,1,1,27.580584,33.425762,
01/04/24,0,3,31.271833,17.25373,,12,3,31.920668,16.78156,,29,3,31.214249,11.090103,,22,3,33.321835,11.901798,,18,3,33.315666,15.124284,,30,3,33.71025,22.657131,,37,3,30.794168,21.096123,,38,3,30.531586,17.727943,,1,3,28.090584,22.59699,,7,3,27.051416,26.932714,
02/04/24,1,3,31.146841,10.587918,,5,3,32.631084,16.299694,,4,3,32.714245,13.479583,,11,3,34.923916,14.332341,,0,3,34.57192,14.255272,,17,3,34.162334,24.693481,,13,3,30.496254,21.734581,,34,3,29.5795,17.414476,,27,3,27.134333,21.096123,,49,3,26.738914,27.217524,
03/04/24,1,3,31.621836,17.072504,,13,3,32.68733,18.11841,,15,3,33.116333,12.620554,,15,3,34.84267,14.404499,,5,3,34.703163,15.379206,,13,3,34.218586,34.17157,,35,3,30.152498,23.110205,,51,2,29.529505,18.448023,,24,3,27.311419,23.210928,,28,3,26.722246,28.58545,
04/04/24,0,3,31.79058,14.20062,,10,3,33.229,18.899143,,12,3,33.855915,14.973576,,18,3,35.51141,14.154915,,11,3,35.11983,11.252519,,16,3,35.197754,26.250393,,19,3,30.698332,21.261345,,21,3,30.156588,16.676977,,15,3,28.04892,23.47741,,9,3,26.986832,28.167557,
05/04/24,0,3,32.255165,10.948973,,17,3,33.674835,16.746773,,15,3,33.676746,14.84318,,30,3,35.842663,18.671474,,21,3,35.63442,11.304229,,24,3,34.89775,26.089447,,29,3,31.275421,22.86496,,41,3,31.679499,19.174856,,13,3,29.553078,28.019936,,7,3,27.761833,32.682766,
06/04/24,0,3,32.29475,13.104198,,10,3,33.464417,19.161337,,10,3,34.201748,16.071491,,0,3,35.415585,17.309975,,1,3,35.569836,18.79255,,5,3,34.62484,27.757376,,4,3,31.392082,25.772078,,7,1,32.794086,18.864824,,4,1,31.136414,29.574827,,0,0,28.618086,34.936695,
07/04/24,0,3,32.621838,18.504139,,12,3,33.810253,24.464113,,12,3,34.514256,20.94507,,15,3,35.53433,25.501621,,10,3,35.449,21.24305,,16,3,34.13942,32.97097,,25,3,30.017082,25.764534,,40,0,30.481588,20.140705,,4,0,29.405165,27.776047,,17,0,27.940994,28.515089,
08/04/24,0,2,30.70517,22.771244,,12,3,31.524834,25.49908,,15,3,32.980915,23.83896,,14,3,34.62183,21.38897,,3,3,34.62817,25.318008,,7,2,33.8915,19.95972,,28,0,29.594172,17.709658,,29,0,30.050337,16.65754,,1,0,27.703085,21.518847,,2,0,26.98684,24.95452,
09/04/24,0,1,29.846832,16.055355,,14,1,30.39358,22.553936,,13,1,31.641336,18.720001,,24,1,33.55308,25.944988,,27,3,33.578167,23.4,,27,3,34.16234,23.803596,,33,1,30.308748,22.007162,,35,3,30.004503,16.808569,,3,3,27.855165,22.057161,,12,3,26.761833,23.4,
10/04/24,0,3,30.342669,18.35647,,1,3,31.068586,19.862083,,2,3,32.037167,16.78156,,9,3,33.719746,19.592731,,14,3,33.60108,18.709612,,15,53,34.1415,26.576681,,15,2,30.183754,22.007162,,13,3,29.860754,18.057508,,1,2,27.642668,22.61419,,13,1,26.857672,27.890127,
11/04/24,1,3,29.000998,21.897945,,0,3,30.222755,22.91026,,1,3,31.032997,17.339897,,17,63,31.33433,14.57889,,42,61,30.869835,22.870626,,44,61,31.858171,25.932495,,54,3,30.315,23.795427,,55,1,30.194086,18.36353,,16,3,27.901,21.407139,,0,3,27.21808,26.081993,
12/04/24,0,63,28.109335,17.339897,,24,63,28.237333,26.019806,,24,61,29.808,19.353138,,34,51,30.684334,38.19564,,48,61,30.394836,24.079666,,57,61,30.945671,18.472595,,60,3,29.72542,23.623243,,58,3,29.460749,16.854767,,19,3,27.723915,19.33639,,11,3,26.87433,26.099379,
13/04/24,0,61,28.021833,17.58481,,12,63,27.364416,18.448023,,11,65,28.064249,16.039202,,16,53,29.557253,15.778518,,5,63,29.174002,15.39184,,17,53,30.406082,30.699368,,51,3,28.773333,20.880001,,52,3,28.392004,17.339897,,15,3,26.815584,19.734436,,5,3,26.522247,24.20314,
14/04/24,0,1,30.182245,12.964998,,5,3,30.854002,17.902534,,8,3,31.768412,12.959999,,14,3,32.744755,16.363178,,4,51,32.18858,13.479583,,4,2,33.124836,20.240198,,30,2,29.985838,24.023088,,35,2,30.11492,19.296133,,3,2,27.878088,25.41763,,0,2,26.995165,32.777794,
15/04/24,0,3,31.023916,14.917212,,14,3,31.360252,14.578888,,12,3,31.94133,9.290511,,13,3,33.448917,16.676977,,5,3,33.013584,13.324863,,9,3,35.091503,15.575981,,9,51,32.935833,20.192118,,10,1,34.689922,22.086521,,5,2,31.56975,23.966375,,0,2,28.820168,29.59235,
16/04/24,10,3,31.717669,13.363711,,31,3,32.249836,18.204042,,34,3,33.06425,15.509274,,35,3,34.698917,16.343367,,24,3,34.030254,13.104198,,26,3,35.676918,25.96496,,27,3,34.03583,14.799459,,36,3,36.15034,18.089775,,0,3,34.240585,22.89611,,0,3,30.432665,30.811037,
17/04/24,0,51,32.017666,11.212135,,0,51,32.568584,14.345898,,0,51,33.466335,14.869351,,6,3,34.9635,19.164719,,27,3,34.32609,15.745627,,21,51,34.697754,20.5484,,28,51,32.87125,22.505037,,34,2,33.021168,16.279802,,0,2,30.015585,21.758419,,0,1,28.601418,25.006397,
18/04/24,0,2,32.317665,6.8777895,,4,51,32.806087,14.759999,,6,3,32.86633,20.65848,,15,3,35.005165,15.349684,,16,3,34.390663,14.154915,,15,3,35.67484,22.322903,,29,51,32.290005,18.792551,,40,3,33.083668,17.555305,,7,3,30.398918,23.068108,,5,3,28.984749,26.886963,
19/04/24,0,51,32.07183,19.130875,,0,51,31.89567,19.995398,,0,51,32.47675,15.646544,,4,51,33.540585,18.075441,,4,53,32.680256,15.646544,,8,3,34.587337,19.64228,,32,3,32.106667,24.606731,,41,3,33.38575,21.897945,,11,2,30.665583,28.820242,,0,2,29.245169,32.846916,
20/04/24,4,51,30.117666,17.072504,,7,55,29.016497,14.345898,,9,63,29.230917,13.358861,,11,65,29.31767,18.25026,,4,65,29.676085,20.696087,,3,53,31.906082,24.33664,,35,2,30.981668,19.346441,,46,3,33.004505,21.313093,,1,3,30.271835,29.024128,,9,2,28.907667,33.933697,
21/04/24,1,61,30.790583,22.768398,,0,63,31.362333,19.107151,,1,3,31.862167,15.893093,,1,3,33.6135,19.022177,,24,3,33.05525,23.565569,,26,51,30.995668,13.854155,,49,3,31.079588,19.66536,,55,2,32.37533,22.26477,,9,2,29.976004,28.019936,,1,2,28.701422,32.917862,
22/04/24,0,2,30.451002,23.0653,,0,3,30.801916,23.893261,,1,3,32.057995,18.532133,,8,3,33.30725,29.671074,,22,63,32.201084,31.845251,,39,53,30.999834,21.38897,,54,1,31.181665,19.45333,,58,3,31.91075,18.057508,,9,2,29.780169,26.739542,,0,3,28.58475,32.777794,
23/04/24,4,3,30.915583,12.313893,,4,2,31.404001,15.856354,,13,3,31.874666,12.074766,,21,3,33.82183,14.689589,,17,3,33.3115,15.379206,,16,2,32.5415,22.691423,,38,1,31.5025,23.263912,,55,1,31.760756,18.792551,,0,0,29.153084,26.14403,,4,0,28.357664,31.122826,
24/04/24,1,3,31.323915,16.055353,,13,3,31.843582,15.379206,,14,2,31.983002,13.755579,,24,3,34.628086,17.581125,,24,3,34.251087,16.327497,,21,2,33.73733,34.76377,,39,2,31.867088,11.27553,,50,1,31.879503,19.296133,,21,1,29.236418,24.850431,,12,1,28.474333,32.83705,
25/04/24,0,3,31.55725,12.015589,,8,2,32.73317,14.84318,,14,2,32.353832,12.783802,,18,3,34.83433,13.849477,,10,2,34.30108,19.174856,,27,3,35.06234,18.043148,,33,63,31.69625,16.981165,,39,2,32.242,21.933426,,8,1,29.617668,27.792374,,8,2,28.497246,33.565056,
26/04/24,1,3,32.565582,10.233123,,3,2,33.454,18.723461,,5,2,33.182995,12.9249525,,7,2,35.30725,18.161278,,0,3,34.976086,18.775303,,7,3,35.729,33.3559,,5,51,31.835838,24.18707,,8,2,33.219086,17.026896,,14,2,30.300997,23.770906,,7,2,28.666,29.024128,
27/04/24,1,3,32.696835,13.397612,,13,3,33.508167,15.815435,,25,3,33.48508,13.551501,,33,3,35.886417,15.9134655,,33,1,35.57192,14.512064,,33,1,36.318584,15.778518,,51,3,32.977497,14.4,,51,3,34.206585,19.376562,,24,3,31.398916,27.757376,,13,2,29.21183,31.319998,
28/04/24,0,3,33.107246,16.862455,,0,3,34.66442,17.377226,,2,3,35.053833,14.332341,,11,3,36.884335,17.873556,,6,3,36.709415,21.203358,,24,3,37.608173,27.381308,,21,3,33.85667,22.206486,,28,0,35.667,26.31942,,11,0,33.307255,30.421598,,1,0,30.349333,37.99663,
29/04/24,0,3,33.38642,14.145756,,11,2,34.389412,14.561099,,18,1,34.3955,10.594036,,22,2,36.81766,15.124284,,35,2,36.594833,16.23596,,58,3,37.333168,30.77737,,64,3,33.796253,21.407139,,66,2,35.081585,19.734436,,19,3,32.38017,28.79325,,9,3,29.72642,33.989033,
30/04/24,0,1,33.617664,13.363711,,9,1,34.929,14.654254,,13,2,34.368412,14.471821,,27,1,36.617664,16.595179,,16,1,36.540665,15.778516,,17,1,36.887337,23.444265,,39,0,33.333748,19.995398,,49,1,34.41075,19.386593,,10,0,31.653084,29.301876,,0,0,29.43892,32.59939,
01/05/24,1,3,33.330166,16.1198,,0,3,35.233166,19.443333,,1,3,34.939243,15.379206,,13,3,37.163498,20.00512,,7,3,36.788593,19.803272,,9,1,35.233166,31.559086,,37,3,30.944168,24.280659,,47,3,31.458666,16.862455,,14,3,29.355165,21.794127,,0,3,28.691002,26.459387,
02/05/24,1,0,32.58433,17.026896,,3,0,34.264416,20.991426,,14,0,34.10175,15.141414,,19,0,35.923912,17.727943,,15,0,35.542747,16.854767,,19,0,34.306084,23.411074,,15,0,29.683752,18.692286,,17,3,30.208664,18.014393,,14,1,28.390585,22.104116,,0,1,28.12017,29.204409,
03/05/24,0,0,32.80517,13.392774,,13,0,33.84567,14.869351,,12,0,33.52467,9.605998,,9,2,35.80517,17.294992,,3,0,35.46775,18.888851,,4,0,34.87067,30.154163,,36,0,30.2025,18.556595,,39,3,30.2045,17.518356,,33,2,28.226,22.314194,,20,1,27.791,27.276978,
04/05/24,0,0,33.611416,14.654254,,4,1,34.820667,20.858265,,4,0,34.745502,10.787993,,3,0,36.27808,15.141414,,10,0,36.436504,16.923828,,15,3,36.31442,31.311722,,26,3,30.865,16.73516,,31,3,31.325338,17.81909,,4,3,29.023924,23.686249,,11,3,28.295166,31.394394,
05/05/24,6,3,33.41558,15.986593,,11,3,34.483166,17.873554,,13,3,35.38717,14.869351,,6,3,36.776,21.67487,,18,3,36.34692,18.806337,,23,1,36.531086,30.684587,,49,0,31.183754,23.03156,,43,0,32.744087,20.730501,,22,3,30.092667,25.49908,,10,1,28.991003,30.190672,
06/05/24,0,3,34.128082,15.315873,,3,1,35.122753,15.328561,,8,1,36.14967,12.287555,,11,3,37.438503,15.646544,,22,2,37.621914,21.316135,,25,0,35.75192,34.9923,,34,0,29.810835,21.53089,,47,1,31.448256,18,,6,1,29.301,22.238562,,3,1,28.453497,26.260265,
07/05/24,0,53,28.571833,24.482647,,2,65,29.826918,30.811037,,1,3,32.10383,26.282463,,9,3,34.921833,21.38897,,4,3,35.003166,29.379177,,6,1,33.416504,34.726475,,10,1,29.037918,23.576563,,36,2,31.214914,20.364674,,5,2,29.586418,21.626984,,13,1,28.657667,27.193705,
08/05/24,0,51,30.355164,19.734436,,4,3,31.137331,22.59699,,3,3,32.58925,18.72346,,9,3,34.388496,19.386591,,17,3,34.113583,24.187069,,34,1,32.954002,33.56312,,48,3,29.548334,26.220753,,48,1,31.196173,18.486622,,0,2,29.569748,26.807312,,0,1,28.713919,34.139313,
09/05/24,1,53,29.107252,22.932877,,27,51,30.154007,23.83624,,29,3,32.29341,24.20314,,42,3,33.096832,20.88,,47,53,32.69483,25.96496,,54,51,33.63525,27.607563,,61,51,29.8025,22.79684,,63,53,31.306585,16.520823,,1,1,29.732248,21.868332,,7,1,28.841002,28.894344,
10/05/24,0,65,27.982248,15.137133,,1,65,29.868586,24.696104,,2,51,31.99967,15.226764,,5,53,32.48225,22.380884,,16,55,31.309412,29.024128,,13,51,31.98942,30.173496,,25,65,29.03792,17.114204,,30,3,31.40242,18.709612,,10,1,29.565584,21.794127,,25,1,28.8035,25.872456,
11/05/24,0,3,31.169752,13.75558,,23,3,31.551918,14.904173,,23,3,33.518414,14.05845,,31,53,34.038498,19.930477,,46,3,34.15109,15.941944,,49,3,33.672756,21.077686,,61,51,29.635828,25.38702,,67,51,32.31284,16.171976,,13,1,30.057251,25.661207,,14,1,28.826416,30.145567,
12/05/24,0,63,29.982252,18.35647,,15,51,29.476915,15.281989,,14,63,30.299667,17.58481,,16,55,31.603086,19.272614,,14,51,32.186497,19.33639,,11,61,30.22483,23.507751,,15,55,29.352499,16.055355,,17,53,32.946167,14.494192,,0,3,30.50725,24.442913,,1,3,29.170168,30.886656,
13/05/24,39,51,29.542664,11.659777,,40,63,28.781082,15.158522,,66,63,29.505919,9.220499,,73,61,30.153084,13.608762,,77,65,29.651083,14.512064,,79,63,29.885248,21.068459,,99,63,28.433752,24.014996,,103,55,31.779501,19.93048,,81,61,30.455164,25.582806,,95,3,29.220171,33.46451,
14/05/24,0,53,29.638502,16.87398,,5,53,29.799833,18.64369,,11,61,29.618418,13.779114,,9,53,31.31975,19.469976,,23,55,30.932337,27.70831,,29,63,31.097755,31.006012,,44,3,30.467085,17.57744,,63,51,33.70242,16.73516,,8,1,31.15933,25.729298,,9,0,29.657663,30.563978,
15/05/24,1,53,30.04267,14.618837,,6,63,29.318583,15.03835,,5,51,29.982996,10.1376915,,22,51,30.90725,10.390226,,20,51,30.765665,24.48,,20,53,31.320665,22.086521,,27,2,30.762922,19.05281,,36,1,33.871166,16.73516,,4,1,31.13642,22.691423,,2,1,29.59308,28.40124,
16/05/24,0,63,28.22808,19.161337,,15,55,28.137337,17.566378,,18,63,29.220503,14.84318,,25,65,29.903086,30.735231,,17,63,30.684416,21.602999,,29,51,32.235256,20.073025,,40,61,29.400414,14.003029,,44,61,33.008667,11.304229,,5,51,31.876,19.917469,,0,3,29.768084,26.882141,
17/05/24,1,53,27.809332,18.72346,,5,63,26.943583,11.525623,,6,55,28.005919,13.75558,,13,53,29.465586,18.532135,,32,61,29.399,21.38897,,30,51,30.904005,24.144167,,50,61,29.621252,23.132626,,53,51,32.49617,18,,12,3,31.215584,19.0392,,45,3,29.897253,22.33161,
18/05/24,1,63,27.023912,19.296133,,20,63,26.74984,13.397612,,23,65,27.699667,10.829959,,26,65,29.569754,15.683776,,22,61,29.62192,18,,23,53,32.216507,27.607563,,38,51,31.214998,19.107151,,51,61,32.733673,15.725037,,0,0,31.092667,18.72346,,2,0,29.838919,22.42427,
19/05/24,0,63,27.296835,11.435313,,10,63,26.672752,22.608458,,12,51,28.34342,11.113451,,18,51,30.188498,16.520823,,13,51,30.765665,15.629971,,15,51,33.266502,24.798225,,48,51,31.319168,20.833395,,48,55,32.673252,16.563911,,2,61,31.005165,21.370783,,4,63,29.778502,27.757378,
20/05/24,1,63,29.186415,12.538134,,27,51,28.458166,14.264361,,33,63,29.401749,23.023119,,42,55,30.390585,21.749481,,30,55,31.571915,17.654688,,32,51,34.208164,21.794127,,40,51,30.96917,24.522314,,40,51,32.869087,17.373497,,2,3,31.480173,22.26477,,2,3,30.138914,27.887802,
21/05/24,0,51,29.792664,14.587776,,6,51,29.572748,15.124284,,6,3,30.853828,15.844089,,12,3,31.58433,15.827721,,1,3,32.655254,18.709612,,7,51,34.979,30.009838,,36,3,32.217083,21.767351,,41,53,33.50242,17.581125,,1,51,31.58017,23.452555,,16,3,30.238922,32.559605,
22/05/24,1,63,29.569748,15.137133,,15,63,28.96234,16.485485,,19,65,29.445501,15.2947035,,28,65,30.419752,16.904673,,22,65,31.97817,21.38897,,18,3,35.364418,29.01743,,41,51,31.97542,20.3774,,45,51,33.017,15.137133,,5,51,31.405165,20.620806,,3,51,30.226418,25.20257,
23/05/24,0,3,30.817667,11.165805,,14,3,30.478998,11.177405,,17,51,31.410082,9.3876505,,23,51,32.380165,10.636766,,25,51,33.559418,15.496736,,26,53,34.65192,32.2396,,41,61,30.4275,20.883104,,63,3,32.146168,21.349546,,34,2,30.978083,27.14123,,34,3,30.066002,35.031162,
24/05/24,0,51,32.507248,17.193533,,15,51,31.435251,22.545315,,16,63,31.916334,17.727943,,22,63,32.717667,22.782625,,35,55,33.89275,19.803272,,35,51,35.029007,43.956867,,35,51,29.65042,26.437336,,35,51,32.192005,18.584509,,16,51,31.059332,20.188908,,9,51,29.807669,24.119999,
25/05/24,1,51,32.142666,20.892412,,21,3,31.372751,22.148045,,26,3,32.74758,19.770523,,46,3,33.28642,29.934166,,51,3,34.14275,29.17777,,49,3,33.212337,44.92073,,60,3,28.598337,27.397867,,75,51,31.721169,18.359999,,10,53,31.036415,20.188908,,27,51,30.026419,24.881702,
26/05/24,0,51,32.150997,26.576681,,21,53,30.641502,24.288662,,24,63,30.824667,20.929596,,38,63,30.863497,25.223133,,48,51,31.99692,24.1388,,45,51,32.43317,41.312252,,53,3,28.944166,26.903828,,63,51,31.887835,19.416653,,0,51,31.205172,22.42427,,12,51,30.27017,26.901417,
27/05/24,0,3,31.534334,24.251284,,24,63,29.654005,23.177402,,24,61,30.56633,21.24305,,29,63,31.271835,24.72495,,18,63,31.869833,29.354904,,17,51,31.191504,31.452133,,18,3,27.94625,27.804028,,24,51,31.029501,17.373497,,6,51,30.848917,22.033648,,26,3,30.213915,27.943514,
28/05/24,0,3,32.11767,22.346113,,0,3,30.583168,23.143827,,0,3,31.912163,21.626984,,7,3,32.040585,22.668568,,1,3,32.774,25.323128,,15,51,31.760254,33.326748,,34,3,28.375418,31.780067,,34,51,31.658667,19.852295,,16,51,31.221834,22.553936,,12,51,30.251417,28.036118,
29/05/24,0,3,32.669743,24.546085,,13,3,31.335249,22.881956,,17,3,31.999672,19.829433,,18,3,32.25725,23.441502,,29,3,33.028168,24.842607,,27,3,31.883163,32.305862,,45,3,28.479584,28.137634,,52,51,31.779497,21.629978,,19,51,31.53225,24.312662,,29,3,30.58267,27.055143,
30/05/24,0,3,32.853085,19.386591,,17,2,32.29983,17.935081,,17,3,32.312164,23.828083,,22,3,33.048916,26.33911,,15,2,33.80733,27.345785,,13,2,32.710255,36.573235,,31,3,29.202497,23.084955,,39,51,32.087833,18.532133,,0,53,31.298918,19.562946,,32,51,30.230581,21.542923,
31/05/24,,3,33.81767,20.456745,,,2,33.218586,17.76081,,,2,33.143417,16.923828,,,3,33.778088,24.850431,,,3,34.567753,30.302078,,,2,33.68525,34.726475,,,3,29.631666,21.659918,,,53,31.900331,19.469976,,,51,30.707253,20.532627,,,55,29.661829,23.78453,
01/06/24,,3,34.032253,15.629971,,,51,33.62067,14.773164,,,51,33.222584,17.238699,,,51,33.842663,18.709612,,,51,33.986504,24.798225,,,3,33.641502,27.238941,,,51,29.706667,20.240196,,,51,32.189915,17.313717,,,51,31.123919,19.559633,,,3,30.145166,21.897945,
02/06/24,1,65,29.303087,16.179987,,11,65,29.076918,16.923828,,11,61,30.03508,17.782686,,18,55,31.726,17.227419,,28,63,31.76983,22.19773,,37,3,34.014423,24.717085,,50,3,30.179583,18.792551,,54,53,32.18784,16.299694,,20,51,31.342669,19.110542,,40,51,30.274332,20.774214,
03/06/24,0,63,28.33433,15.484185,,1,63,26.443586,13.854155,,1,63,27.224665,7.628263,,11,55,28.148918,10.086427,,30,55,29.2115,13.854155,,24,3,32.547756,25.488914,,59,53,29.833748,19.416653,,60,55,31.971169,18.388212,,30,51,31.619751,16.62249,,42,3,30.663918,19.453327,
04/06/24,7,63,28.467667,14.4,,14,65,27.718582,16.563911,,20,65,28.276749,11.966954,,26,63,28.117666,22.007162,,18,65,28.396917,16.87398,,39,63,29.006083,28.802248,,52,65,26.600418,16.516901,,57,63,29.479502,14.039999,,25,63,29.594751,19.211996,,27,61,28.941,20.969805,
05/06/24,0,63,26.746834,16.45007,,0,65,26.076914,13.779114,,0,63,26.649666,11.440979,,11,65,27.946833,15.137133,,33,63,27.755249,15.496736,,33,63,26.931082,24.905132,,44,63,27.106665,23.863409,,43,61,29.644087,18.11841,,16,55,29.48017,17.22742,,21,53,29.01391,21.67487,
06/06/24,1,63,27.328085,15.807239,,1,65,25.793585,15.349684,,2,63,26.910086,13.684735,,2,63,27.761415,17.57744,,26,63,27.682335,18.11841,,30,63,26.37066,14.512064,,50,61,27.475418,17.518356,,62,63,29.958672,15.683776,,35,55,29.753084,18.844202,,22,55,28.959753,21.218632,
07/06/24,24,61,27.14892,17.76081,,25,63,24.968582,12.661564,,27,63,26.418413,9.885262,,59,65,26.878084,11.503113,,67,65,26.56775,12.496718,,76,61,27.1915,20.12461,,92,63,26.900415,19.201874,,99,53,30.304502,15.158522,,54,61,30.057253,18.919704,,51,63,29.643084,22.565422,
08/06/24,0,63,26.398916,15.876775,,4,63,24.949839,14.799459,,4,63,25.893415,14.4,,7,63,26.240585,14.773164,,24,65,25.928164,14.291592,,18,63,26.172747,15.530151,,28,63,26.529581,17.294992,,41,53,30.383669,18.014393,,16,55,30.413504,23.584808,,25,55,29.499329,29.5551,
09/06/24,0,53,26.694748,14.336861,,4,53,25.218584,16.676977,,4,51,26.31842,14.81259,,24,61,26.092669,18.556595,,42,63,26.178164,15.5843,,36,63,25.229002,24.57511,,59,63,25.185835,16.071491,,64,63,28.194078,10.514218,,40,65,28.298918,16.343367,,46,65,28.730583,25.6233,
10/06/24,0,63,25.51142,19.493261,,21,63,23.999834,18.430452,,21,65,24.951752,19.523155,,42,63,25.401001,17.917007,,44,63,24.392748,18.079027,,42,63,25.50608,21.096123,,54,61,24.850416,18.204042,,56,61,26.658667,9.178235,,29,63,27.367666,10.931203,,33,63,27.799332,16.45007,
11/06/24,0,63,25.42392,17.026896,,0,63,23.908167,17.026896,,2,63,24.587164,18.86139,,10,63,25.0385,22.226902,,9,65,24.640663,22.26477,,21,63,24.818583,27.77838,,29,63,24.979584,19.855558,,34,63,27.369081,13.779114,,6,61,27.761414,15.034041,,38,63,28.19725,21.24305,
12/06/24,0,63,25.99267,20.240198,,18,53,24.547752,19.770523,,19,51,25.491331,17.015474,,22,63,25.457253,25.812277,,20,63,24.715662,18.998316,,11,65,24.954002,20.966715,,16,63,25.623331,18.374111,,19,63,27.523252,12.682018,,20,63,27.878084,17.373497,,17,63,28.099329,23.441502,
13/06/24,0,63,26.209335,20.696085,,3,61,24.635252,18.129137,,4,65,25.737167,16.520823,,7,63,26.213501,18.214718,,28,65,26.161499,17.935081,,30,63,26.093582,20.211363,,40,63,25.760836,19.813087,,50,63,27.456581,14.565548,,24,63,27.496836,20.00512,,42,63,27.665998,24.514387,
14/06/24,2,61,26.15933,23.683512,,5,63,24.895668,20.633371,,2,63,25.733002,16.87398,,26,61,26.178087,19.242327,,37,63,25.4365,20.929596,,31,61,25.731081,34.2303,,46,53,25.448332,20.60823,,45,61,27.387833,18.472595,,33,63,27.180166,19.878391,,25,63,27.420166,25.992401,
15/06/24,0,53,27.513496,21.749481,,13,51,25.766502,19.44,,13,51,26.747583,17.873556,,16,51,27.067667,19.839235,,7,63,26.580248,19.652176,,4,63,25.899832,24.36325,,19,61,25.61917,15.978484,,45,61,28.081589,17.10284,,19,53,27.694754,21.603,,20,53,27.778498,27.757376,
16/06/24,1,61,27.663498,19.137648,,18,51,25.968582,21.129885,,19,51,26.862167,16.87398,,36,65,27.03433,15.941944,,53,53,26.963583,14.440443,,55,65,26.393585,22.862123,,55,63,25.881668,15.941944,,51,55,28.68367,13.281023,,36,51,28.684332,15.941944,,33,53,28.628496,19.164719,
17/06/24,3,61,27.976,17.294992,,11,61,26.128998,18.359999,,9,51,27.101748,15.328561,,22,55,26.96975,15.7908325,,38,61,26.788584,14.512064,,41,65,26.61025,15.725037,,61,61,26.135828,17.114204,,60,61,28.231588,15.7908325,,23,61,28.161415,20.380579,,37,63,28.28058,26.161375,
18/06/24,0,51,28.265581,18.919704,,5,51,26.426918,17.935081,,3,63,27.428831,16.199999,,2,61,27.532251,16.62249,,1,61,27.234415,15.941944,,20,61,26.706085,28.001427,,22,65,25.86292,23.241617,,21,63,27.30242,20.633371,,1,63,27.478083,23.838959,,16,65,27.903498,32.343952,
19/06/24,1,63,27.413498,19.652176,,6,51,25.901917,20.532627,,4,51,26.945496,18.057508,,6,51,27.188501,20.176065,,4,51,26.640669,22.608458,,3,63,25.979002,20.674158,,11,51,25.444166,23.224882,,19,65,26.710752,17.873556,,10,65,27.675997,22.039528,,27,65,28.253496,30.173496,
20/06/24,1,51,27.994751,23.749088,,30,51,26.431084,24.336637,,33,51,27.468414,21.26744,,43,63,27.382254,24.36591,,32,61,27.20108,23.441502,,30,63,26.024832,25.862436,,51,55,25.469168,23.710857,,55,65,26.75033,17.84816,,22,65,27.403086,22.322903,,35,65,28.234749,35.008957,
21/06/24,1,61,27.688505,22.782625,,24,51,26.268583,22.725668,,24,51,27.4955,20.957443,,32,51,28.075998,20.545246,,16,51,27.736498,21.2522,,23,61,26.549833,23.759998,,36,51,25.981667,23.795427,,38,55,27.496168,18.79255,,9,63,27.636415,21.868332,,36,63,27.878496,28.017622,
