Date,MMCT_Delay,weather_code_MMCT,Temperature_MMCT,Wind_Speed_MMCT,Distance_travelled_MMCT,BVI_Delay,weather_code_BVI,Temperature_BVI,Wind_Speed_BVI,Distance_travelled_BVI,BL_Delay,weather_code_BL,Temperature_BL,Wind_Speed_BL,Distance_travelled_BL,ST_Delay,weather_code_ST,Temperature_ST,Wind_Speed_ST,Distance_travelled_ST,BH_Delay,weather_code_BH,Temperature_BH,Wind_Speed_BH,Distance_travelled_BH,BRC_Delay,weather_code_BRC,Temperature_BRC,Wind_Speed_BRC,Distance_travelled_BRC,KOTA_Delay,weather_code_KOTA,Temperature_KOTA,Wind_Speed_KOTA,Distance_travelled_KOTA,SWM_Delay,weather_code_SWM,Temperature_SWM,Wind_Speed_SWM,Distance_travelled_SWM,MTJ_Delay,weather_code_MTJ,Temperature_MTJ,Wind_Speed_MTJ,Distance_travelled_MTJ,NZM_Delay,weather_code_NZM,Temperature_NZM,Wind_Speed_NZM,Distance_travelled_NZM
16/06/24,2,53,28.641497,19.164719,,11,51,28.77933,15.463246,,5,51,30.06275,19.576189,,14,51,31.32917,21.38897,,13,51,32.415417,21.38897,,9,2,33.439335,19.681828,,1,3,37.073505,16.75064,,1,3,37.627167,19.211996,,6,1,39.045082,21.868332,,14,1,38.79134,25.683926,
17/06/24,1,63,28.293581,26.161375,,0,63,28.316833,18.864824,,3,51,30.04817,20.633371,,4,61,31.360415,20.972897,,2,53,32.375835,21.38897,,1,51,33.414333,21.470612,,1,3,37.58183,23.000591,,7,3,38.20634,20.082708,,3,3,39.39092,25.9225,,13,1,39.18509,26.717722,
18/06/24,3,65,27.916498,32.343952,,13,63,27.448088,19.562946,,13,61,28.639832,23.47741,,15,63,29.6875,25.582806,,17,61,31.009169,25.233404,,15,53,32.249752,23.708124,,1,3,36.154755,23.188583,,1,3,37.023,22.7057,,1,3,39.380497,25.582806,,14,1,39.091343,30.599998,
19/06/24,2,65,28.266497,30.173496,,5,63,27.393913,20.61766,,4,61,28.341917,28.266304,,1,63,29.339584,29.03752,,0,53,30.957085,29.914679,,5,53,31.966417,25.537172,,7,51,35.52558,22.86496,,14,51,36.547997,20.018072,,6,3,37.557583,25.562534,,12,53,36.32675,32.809414,
20/06/24,2,65,28.24775,35.008957,,7,63,27.450167,18.504139,,2,53,28.227335,27.059933,,4,53,29.393753,30.532158,,3,51,30.7175,30.811037,,10,51,31.98725,26.882141,,0,55,32.227665,18.043148,,7,63,32.358418,19.35314,,0,51,33.565914,25.60053,,2,63,33.366337,25.982424,
21/06/24,1,63,27.891497,28.017622,,0,61,27.810583,22.226902,,5,55,28.829416,25.570139,,6,53,30.341665,27.757376,,10,51,31.582083,26.959166,,10,51,32.776836,23.185787,,13,65,31.567247,23.950148,,21,61,31.727167,21.924562,,13,63,32.420086,21.38897,,14,63,32.31009,19.881649,
22/06/24,0,53,27.82067,26.758923,,17,53,27.71475,16.981165,,15,51,28.912752,21.650938,,6,51,30.416664,22.828087,,6,51,32.388332,21.479664,,6,51,33.6935,19.171478,,4,51,34.556835,13.441071,,4,3,33.639668,14.118243,,0,61,33.66383,14.480773,,-9,3,33.92259,10.931203,
23/06/24,1,63,28.029001,25.277023,,5,63,27.727251,15.281989,,7,55,28.316916,16.981165,,3,63,29.677084,18.514643,,2,63,30.180002,19.011953,,1,63,32.291416,21.647945,,0,3,34.30475,14.081477,,2,3,33.71258,16.489416,,7,53,33.320084,13.207634,,2,61,34.468414,15.856356,
24/06/24,2,61,28.135254,23.110207,,5,63,27.821,15.1884165,,25,63,28.048166,15.408671,,20,61,29.022917,13.493999,,20,61,29.471666,14.241629,,15,65,31.101835,15.158522,,7,63,31.946419,16.323528,,9,63,30.893831,16.454008,,19,65,31.363836,10.948973,,14,61,33.607998,15.281989,
25/06/24,1,61,28.658167,46.938255,,6,63,28.268915,29.539747,,9,61,29.296082,16.516901,,2,53,29.883337,16.831684,,1,63,30.065416,13.849476,,11,63,30.020584,13.53236,,1,63,32.242245,14.372974,,1,63,31.69175,14.05845,,0,63,30.874247,10.365251,,-9,63,32.93508,14.05845,
26/06/24,1,63,28.731085,43.027153,,4,63,28.09183,30.319178,,5,53,29.2565,26.867676,,2,61,29.835417,22.33161,,1,51,31.344582,18.733839,,3,63,31.781,12.413476,,0,63,31.319328,13.783817,,1,65,30.864664,11.384199,,11,65,31.095083,14.561099,,-1,65,30.543419,18.692286,
27/06/24,1,65,28.026917,42.846046,,5,65,27.23767,28.856194,,8,61,28.148163,27.74103,,5,63,28.714584,26.983194,,4,51,29.575838,24.119999,,2,61,30.372665,19.652176,,2,63,31.09433,19.134262,,3,63,30.010498,15.893093,,7,63,28.942999,15.856356,,238,63,28.1705,16.78156,
28/06/24,1,63,27.93942,43.118923,,12,63,27.112665,28.337282,,19,63,26.960669,26.405453,,15,63,27.393751,28.348713,,14,65,27.825838,28.337282,,12,65,27.960169,21.599998,,26,61,29.992249,12.758432,,25,63,29.797998,10.30883,,18,63,28.282583,13.202726,,3,63,27.768417,10.691453,
29/06/24,1,61,28.218584,36.50052,,12,63,27.67933,26.729847,,18,61,27.744001,32.33193,,11,63,27.410418,26.729847,,11,61,27.79875,29.49804,,14,61,28.045584,25.842384,,13,63,29.569334,19.862083,,17,63,28.912582,18.998316,,6,65,29.178415,13.18308,,10,65,29.601748,11.043261,
30/06/24,3,63,28.566504,48.75043,,4,65,27.77517,28.766228,,18,63,27.429413,28.954834,,12,63,27.379166,30.466295,,16,65,27.159172,26.208397,,11,65,27.049753,24.192429,,16,63,29.121414,19.35314,,15,63,28.877169,15.459054,,12,63,30.01383,14.264361,,11,63,30.380919,12.496719,
01/07/24,1,61,28.966505,50.938408,,6,63,28.318918,35.965782,,11,65,27.491919,35.031162,,5,63,27.275002,34.358788,,4,63,27.017502,27.598173,,0,63,26.833084,29.795301,,9,61,30.060999,18.504139,,11,51,30.443832,19.914215,,0,63,30.128418,14.869351,,11,63,30.403831,12.783802,
02/07/24,1,53,29.101915,49.03538,,13,65,28.775167,30.10685,,15,63,28.646086,32.978832,,9,63,28.706253,34.275703,,10,65,28.58417,32.839027,,8,63,27.943504,27.80403,,14,51,29.711,20.65848,,16,3,30.689669,20.592503,,1,63,29.563833,17.377226,,10,61,29.02675,16.323528,
03/07/24,1,63,29.051918,41.89942,,10,63,28.333502,30.173496,,9,61,27.960669,30.551254,,3,61,28.299997,30.928587,,2,53,28.625834,27.859905,,21,63,29.133081,22.539564,,0,63,30.519331,15.876775,,4,63,30.447996,17.651016,,6,63,29.670082,16.039202,,13,53,29.22883,11.792404,
04/07/24,1,55,28.22275,34.57687,,9,55,27.716835,23.090569,,11,55,27.814833,23.185787,,6,53,28.4,24.703974,,4,61,28.586252,18.844202,,4,61,28.88725,19.228851,,0,63,28.738083,18.847641,,7,65,27.829247,12.661564,,4,61,27.078417,9.114471,,8,61,28.245499,11.212135,
05/07/24,0,61,27.864418,39.640884,,11,63,27.473083,25.277023,,17,61,27.077332,23.838959,,7,61,27.568748,24.216522,,9,63,27.51959,19.652176,,16,63,27.43725,17.87718,,0,65,26.406836,15.141414,,9,63,26.283415,16.279802,,12,65,28.705496,10.805999,,12,61,27.678833,13.679999,
06/07/24,1,63,28.412336,39.254856,,7,55,27.812668,27.691935,,15,65,27.37525,24.985659,,11,61,28.493746,29.964457,,10,51,29.01959,26.009844,,5,63,29.020578,18.584509,,0,61,29.035997,17.163355,,9,63,26.723,16.595179,,0,61,28.565916,13.479583,,4,51,28.512163,15.646544,
07/07/24,0,61,28.003996,34.936695,,4,55,27.404335,22.608458,,7,55,27.991913,24.344624,,2,53,28.835413,27.757378,,1,53,29.313334,20.808498,,8,51,29.695581,18.892282,,11,61,29.231829,16.039202,,16,63,28.575087,13.556282,,10,51,29.04925,15.1884165,,5,51,28.66217,15.629971,
08/07/24,0,63,27.229002,21.129883,,15,63,26.704336,14.77755,,15,61,27.579414,15.84409,,11,51,28.693748,16.055355,,9,51,29.086248,15.379206,,2,55,29.083078,13.1041975,,1,61,29.390165,8.209263,,17,63,28.17925,11.659777,,4,63,29.117998,11.183201,,8,51,29.282999,11.966954,
09/07/24,0,65,27.056084,35.364388,,8,65,26.208498,19.08,,12,63,27.227331,21.203358,,3,61,28.02292,20.380579,,4,63,28.107084,21.518847,,6,63,28.391418,17.771753,,4,63,30.077665,9.83268,,9,65,30.037584,9.72,,0,63,30.220083,13.363711,,1,63,30.047585,9.449572,
10/07/24,0,63,27.133165,32.55363,,6,63,26.704332,20.65848,,7,63,27.498167,23.424908,,1,61,28.177086,24.014996,,3,55,28.648758,22.104116,,0,63,29.135162,19.083395,,10,55,30.213081,15.2947035,,14,61,30.493834,13.779114,,0,51,30.915915,14.764389,,0,61,30.326754,12.984975,
11/07/24,2,65,27.345667,30.926493,,7,65,26.525164,22.657131,,11,63,26.271082,24.567198,,5,63,27.241667,24.795612,,5,63,28.223753,21.650938,,10,63,28.864334,17.555307,,0,51,30.696417,20.945072,,8,53,31.108416,21.749483,,1,53,31.053415,19.930477,,2,55,31.139252,25.140787,
12/07/24,0,65,27.020668,34.07091,,6,65,26.046,25.189713,,12,63,26.491915,22.493519,,5,61,27.235415,25.264202,,4,63,27.8675,22.26477,,9,63,28.358084,18.723461,,7,61,28.427664,15.141414,,17,65,28.227165,15.629971,,4,63,30.42216,14.529915,,0,51,30.347586,23.34455,
13/07/24,1,65,26.835249,42.444897,,14,63,26.000168,27.834309,,18,65,26.458582,24.216522,,23,61,27.19792,24.627789,,26,63,27.692503,21.915691,,37,63,27.964334,17.31746,,18,63,28.856829,22.86496,,21,53,29.137583,13.708391,,9,3,30.522165,11.792404,,-7,65,30.008001,9.826088,
14/07/24,2,65,26.291498,38.519997,,0,65,25.796005,21.575987,,13,63,27.008585,20.073025,,5,61,27.299997,20.808498,,0,55,27.77375,15.077082,,11,51,28.520584,15.986593,,15,51,29.96308,15.459054,,21,3,30.572998,12.181624,,13,61,30.788834,11.525623,,10,51,31.124666,18.723461,
15/07/24,1,63,26.920668,24.192429,,12,61,26.677254,15.937878,,13,61,27.214834,16.575644,,1,63,27.370832,13.53236,,0,65,27.186255,11.753877,,9,63,27.503922,10.948973,,4,63,30.196413,12.218805,,8,61,30.360502,15.9134655,,19,65,29.640915,15.408671,,8,65,29.997581,13.276144,
16/07/24,1,63,27.185251,32.44996,,0,63,26.591835,19.61587,,8,63,27.029413,21.142147,,1,61,27.729166,20.620804,,0,63,28.025835,16.923828,,2,61,28.44766,16.610792,,5,63,29.26725,12.224107,,9,51,30.975082,14.05845,,8,51,31.476332,15.137133,,0,63,31.193419,15.0038395,
17/07/24,0,63,27.264418,34.387066,,14,63,26.631416,23.166218,,16,53,27.379416,23.233252,,12,53,28.072922,23.979893,,7,51,28.513336,20.991426,,7,51,28.783087,18.278645,,4,63,29.736,14.986553,,8,63,30.677162,12.4811535,,17,51,31.30758,15.725037,,2,61,31.268415,13.53236,
18/07/24,2,63,27.143585,39.31259,,7,65,26.446,26.474075,,7,63,27.164831,28.551426,,6,63,27.558334,30.344818,,2,63,27.857084,27.971327,,3,55,28.520586,25.20257,,0,65,29.338083,7.342588,,4,63,29.850082,10.823973,,7,63,30.759665,10.97262,,5,55,31.016335,9.511088,
19/07/24,0,63,27.212336,39.79262,,0,65,26.510584,27.059933,,21,63,26.735666,30.652895,,39,61,27.572922,29.28418,,44,53,27.898756,25.501621,,41,53,27.778915,18.806337,,19,63,28.948503,11.435313,,21,61,29.081331,12.904882,,17,53,30.04508,15.315873,,5,51,30.380915,10.464797,
20/07/24,2,65,27.145668,40.93249,,0,65,26.393915,28.257132,,19,61,27.014833,33.353954,,10,63,27.56458,32.359974,,9,51,28.225832,27.219902,,12,53,28.4935,23.664352,,6,63,29.246416,6.830519,,10,63,29.579248,10.739833,,9,61,31.070082,11.808878,,-2,51,31.249666,11.246759,
21/07/24,1,65,27.287336,41.216457,,10,63,26.408499,27.532352,,15,65,27.077333,24.162947,,6,63,27.410416,21.638964,,28,63,27.723753,19.406637,,31,63,27.953917,17.10284,,4,63,30.215162,13.004922,,2,53,30.762579,10.08,,18,53,31.45758,12.904882,,7,63,31.083002,15.937878,
22/07/24,2,63,27.262331,48.73315,,6,63,26.3835,30.993471,,10,65,26.57525,28.673721,,5,63,26.729164,26.729847,,3,63,26.771667,24.522314,,6,63,27.185165,19.881649,,0,63,30.052666,14.003029,,10,65,30.179253,10.829959,,3,53,31.07842,11.252519,,-2,51,30.891333,11.709688,
23/07/24,1,63,27.020666,45.435646,,10,63,26.216833,31.76375,,11,63,26.496084,30.10685,,8,65,26.785418,30.699368,,15,63,27.177916,27.0024,,14,65,27.520586,21.479664,,4,63,28.633917,16.58346,,7,65,29.21675,14.440443,,0,63,30.488836,9.565437,,1,63,30.224669,12.015589,
24/07/24,3,63,27.081083,51.08703,,13,63,26.370996,33.24888,,14,63,26.377333,32.039997,,4,63,26.53333,27.553524,,43,63,26.842499,23.042812,,77,63,26.487251,20.12461,,51,61,28.529747,12.88981,,56,65,28.002172,12.819235,,50,65,29.765913,13.009903,,32,63,29.351751,8.427383,
25/07/24,2,65,27.314413,48.433044,,6,65,26.489752,33.574707,,15,63,26.469,30.684587,,9,61,26.818748,34.20568,,11,61,26.98208,27,,11,61,27.114334,24.472057,,1,63,27.721413,15.517629,,6,63,28.17925,17.727943,,11,63,29.701334,13.18308,,11,53,30.595497,12.904882,
26/07/24,1,63,27.616503,41.688557,,6,63,27.146002,28.467329,,9,55,27.494001,30.599998,,0,53,28.095833,29.337238,,12,53,28.419584,26.596178,,27,53,28.291418,22.007162,,15,63,28.244333,17.673029,,14,65,28.139666,15.021105,,3,63,29.399252,11.542478,,15,63,29.94133,10.948973,
27/07/24,1,61,27.595665,42.316463,,11,53,27.14808,28.988384,,24,61,26.898169,28.241077,,10,55,27.268747,27.345785,,9,63,27.315416,20.393293,,9,61,27.091417,18.556595,,10,63,28.013083,14.20062,,15,63,28.914663,17.283749,,5,65,29.503418,14.007655,,2,61,30.458,18,
28/07/24,7,61,27.481085,39.442596,,13,63,26.7585,26.6327,,13,61,27.160666,26.901417,,3,63,27.652082,21.626984,,4,63,27.925829,20.5484,,5,65,27.343498,15.856356,,19,61,29.027666,14.291592,,19,65,29.843834,17.072504,,11,63,30.88883,16.23596,,1,63,31.34133,14.587776,
29/07/24,0,63,27.006083,38.141315,,5,63,26.421,23.966375,,7,61,26.814835,26.368616,,7,65,26.43125,23.904108,,7,65,26.546667,23.933908,,7,65,26.710169,23.333443,,5,51,29.810999,19.110542,,9,51,30.72925,17.771753,,12,51,31.311752,17.114204,,4,51,31.822584,15.379206,
30/07/24,2,63,27.064417,33.53415,,20,63,26.629332,22.870626,,22,63,27.154413,24.72495,,23,53,27.741667,25.72174,,21,51,28.223753,24.967497,,18,63,28.12892,19.881649,,9,51,29.008913,14.904173,,15,51,29.910501,13.830749,,6,61,31.122162,16.454008,,-6,51,32.449665,13.237038,
31/07/24,0,63,27.291498,37.37244,,12,63,26.898085,21.09305,,15,63,27.279417,22.862123,,3,51,28.099998,27.103003,,0,55,28.459167,24.458813,,7,51,28.503914,19.008545,,7,63,29.263083,19.272614,,9,63,29.131334,13.324863,,19,65,29.961748,13.32,,13,65,30.347582,19.134262,
01/08/24,1,61,27.312332,39.18712,,7,61,27.025164,26.944744,,11,63,27.041916,27.943514,,5,63,27.472916,30.676142,,2,63,27.517508,25.068514,,8,63,27.245584,20.972897,,9,61,26.78183,13.679999,,12,61,26.406334,14.934577,,1,63,27.149252,12.074766,,6,61,28.06217,11.4862,
02/08/24,1,61,26.90817,44.453804,,12,65,26.529333,29.387999,,14,63,26.675247,30.25928,,7,63,27.016665,29.337238,,11,65,26.942497,24.363249,,15,61,26.620583,21.385939,,11,65,26.833914,18.692286,,18,63,27.40425,14.973577,,8,63,28.697168,12.24,,4,53,28.582998,16.923828,
03/08/24,1,63,27.095667,45.741253,,7,63,26.291834,30.599998,,11,63,26.458586,29.268686,,4,65,26.799997,31.367548,,21,63,26.696669,24.850431,,21,63,26.651833,21.650938,,43,51,28.013083,15.7908325,,46,51,28.279251,13.044722,,35,61,28.813833,13.708391,,18,53,29.170502,20.3774,
04/08/24,1,63,27.110252,42.724888,,5,63,26.42933,26.807312,,10,63,26.4565,25.076267,,3,61,26.754164,25.812277,,11,63,26.944582,22.565422,,8,63,26.797668,21.2522,,14,65,26.375586,26.727423,,19,65,27.556335,24.066206,,9,51,29.045084,28.594517,,20,51,29.835083,26.987997,
05/08/24,0,53,27.299833,33.90313,,5,53,27.006418,24.162947,,12,63,26.998169,27.438046,,3,53,27.304169,28.732422,,1,55,27.302917,27.155552,,9,55,26.995584,23.1774,,0,65,27.69017,27.887802,,0,63,27.604254,31.542658,,0,53,28.893,27.645092,,-7,51,29.17467,28.802248,
06/08/24,1,53,27.304003,28.876396,,6,53,27.018919,21.980644,,10,53,27.177336,25.35637,,6,53,27.416666,28.51282,,3,53,27.573751,26.867676,,0,53,27.583082,21.980644,,0,63,27.552668,19.969458,,6,61,27.587584,20.948164,,2,51,28.63675,15.7908325,,1,51,28.962168,14.917212,
07/08/24,1,55,27.183167,26.758923,,6,53,26.927252,21.077686,,11,53,26.981499,22.870626,,5,51,27.518753,24.387178,,2,51,27.759161,22.493519,,5,51,27.970583,18.782204,,0,61,28.096418,16.394829,,11,63,27.393831,16.516901,,1,61,27.370085,12.783802,,-1,63,27.230917,11.879999,
08/08/24,1,53,27.114416,25.952478,,5,53,26.723085,18.584509,,9,61,26.50442,20.592503,,8,53,27.25625,23.333443,,8,51,27.596666,20.018072,,13,61,27.480997,16.92383,,14,53,26.819334,12.6462,,18,55,26.289667,15.815435,,7,63,27.482584,14.48972,,0,63,27.689249,11.592895,
09/08/24,1,63,26.976915,26.124195,,8,63,26.296003,17.581125,,9,61,26.38775,20.63023,,7,53,27.229166,24.569836,,11,55,27.486252,17.873556,,10,61,26.964334,15.315873,,9,61,27.169334,13.276144,,12,55,27.154251,12.144331,,8,53,27.52008,17.377226,,-6,63,27.730919,11.726277,
10/08/24,3,53,27.231085,25.942488,,8,55,26.812668,19.70815,,24,53,27.089834,23.510508,,14,55,27.210417,26.42753,,11,63,27.177917,22.728518,,17,65,26.58933,22.930048,,6,63,27.265165,18.218275,,13,63,27.002167,13.363711,,6,63,27.301336,14.707222,,11,63,27.843416,9.220499,
11/08/24,0,53,27.36025,27.067116,,3,51,27.12725,21.068459,,8,61,26.619001,25.992397,,1,53,27.252085,28.296091,,2,61,27.044588,21.142147,,9,53,26.537247,18.837322,,1,63,26.583918,13.276144,,10,63,25.697998,13.32,,19,63,26.884665,10.1887,,8,63,27.445501,11.792404,
12/08/24,2,53,27.483168,26.6327,,9,53,26.95225,21.749481,,15,63,26.883585,23.675304,,11,61,27.268747,27.579382,,10,63,27.334167,20.26899,,13,63,26.997667,15.986593,,1,61,26.467247,10.799999,,4,65,25.283419,14.332341,,10,63,26.761751,11.367109,,11,63,26.683,11.525623,
13/08/24,0,51,27.283167,20.523155,,7,53,27.01475,17.015474,,8,53,27.096083,18.193361,,1,53,27.366663,19.373219,,5,51,27.67375,18.844202,,16,51,27.456,13.608762,,2,63,27.71308,10.483357,,2,61,26.656328,15.745627,,0,61,27.820084,11.753877,,-9,63,27.539246,15.137133,
14/08/24,4,51,27.401917,21.129885,,14,51,27.121,17.026896,,16,51,27.114832,18.25026,,5,55,27.497917,18.374111,,3,53,27.925837,17.49615,,0,51,27.92058,15.9134655,,4,65,27.152664,11.792404,,13,61,27.433418,15.39184,,1,63,28.39092,11.212135,,7,61,28.120497,11.570515,
15/08/24,1,51,27.674833,22.104116,,6,51,27.300169,17.057314,,11,55,27.183584,18.25026,,5,51,27.69792,19.272614,,3,53,27.902916,18.709612,,9,61,27.780998,14.007655,,4,65,26.990166,14.689589,,4,63,26.814665,14.512064,,14,63,28.051332,8.759178,,34,61,28.432999,13.661038,
16/08/24,1,51,27.656082,20.240196,,10,51,27.30017,16.203999,,14,51,27.441917,18.919704,,6,55,27.729172,20.570463,,9,51,28.08625,20.592503,,7,51,28.005997,20.08916,,12,63,26.819334,13.138765,,11,63,26.718832,15.827721,,1,63,28.597168,13.5515,,-7,63,28.041338,15.192682,
17/08/24,1,51,27.870667,18.161278,,0,51,27.466835,12.758432,,10,51,27.566917,13.849477,,10,51,27.758331,16.299694,,12,51,28.261251,16.199999,,20,51,28.301834,14.512064,,10,51,28.408918,11.384198,,19,51,28.495916,11.200571,,8,53,28.82633,12.245294,,0,63,28.641329,10.440001,
18/08/24,1,63,28.006086,18.289274,,5,61,27.787668,13.896187,,8,51,27.896086,13.979871,,7,51,28.297918,13.363711,,8,51,28.777918,14.759999,,7,51,28.64975,11.384199,,0,51,28.89225,11.183201,,4,51,29.168833,9.83268,,10,63,28.984665,10.495713,,9,61,29.187164,16.394829,
19/08/24,0,63,27.281082,22.565422,,7,61,27.150167,15.856354,,17,53,28.39192,11.440978,,8,61,28.697914,12.864649,,6,61,29.175833,11.480557,,1,51,29.472666,11.457958,,0,61,28.440165,10.028439,,5,51,28.725082,12.783802,,9,63,28.263832,17.786331,,11,51,28.991333,15.273505,
20/08/24,0,63,26.856081,17.610588,,5,65,26.258501,13.479583,,8,63,28.039833,11.165805,,0,63,28.014582,9.178235,,7,63,28.048752,12.096214,,12,63,28.289331,9.826088,,13,51,29.07975,9.686609,,18,53,28.937582,9.83268,,2,65,27.580496,10.630672,,-8,63,27.928835,10.661107,
21/08/24,1,51,28.089417,23.686249,,9,51,27.706415,17.826363,,10,63,27.518997,13.104198,,6,65,27.75,12.261157,,7,63,28.059166,11.177405,,17,65,27.374756,9.531505,,18,61,28.315165,7.6367526,,21,51,28.608416,7.5599995,,17,61,28.553415,6.0347,,16,61,28.264252,7.42159,
22/08/24,0,53,28.001917,26.309572,,4,61,27.837664,14.81259,,6,53,27.869001,13.138765,,5,63,27.929167,13.363711,,4,63,28.286253,14.04,,9,65,28.130999,10.514218,,0,65,27.075583,12.88981,,2,65,27.498,7.754637,,0,51,28.582586,9,,-5,53,28.449669,10.805998,
23/08/24,0,63,27.374838,26.882141,,5,63,27.05433,15.2947035,,9,63,27.04608,14.003029,,7,63,26.954163,12.287555,,6,65,27.082085,13.049689,,9,63,26.77475,10.195057,,14,63,26.956833,11.631956,,33,53,28.295916,10.799999,,15,61,28.234665,14.565548,,4,63,27.297579,10.144082,
24/08/24,0,63,26.810251,38.45939,,6,63,25.821,21.26744,,15,63,25.962751,24.57511,,8,63,25.635416,26.564486,,9,65,25.834167,23.893261,,10,63,25.499748,14.480773,,40,63,26.875582,18.837322,,46,65,27.139666,17.873556,,24,65,28.007584,19.255793,,9,65,28.339249,17.533146,
25/08/24,1,63,27.306084,43.631348,,9,63,26.506416,28.71437,,13,63,25.862747,33.033802,,9,65,25.589586,27.595825,,11,65,25.634169,27.155552,,17,65,25.851831,24.014996,,10,63,25.929749,21.897945,,15,63,26.481333,22.461807,,0,53,28.555502,24.863468,,7,51,29.110085,21.707731,
26/08/24,0,63,26.956083,43.118923,,8,63,26.050163,27.943514,,10,63,26.164833,31.749468,,4,65,25.995834,31.062386,,2,65,25.596666,32.682762,,35,65,25.193502,38.723015,,141,53,26.596413,24.522314,,144,63,26.650084,19.513195,,132,61,27.757582,20.523157,,114,61,27.837166,22.608458,
27/08/24,0,61,27.047752,44.04523,,14,61,26.333504,30.7542,,14,53,26.68775,36.152676,,3,55,26.752083,37.614403,,7,61,26.41125,33.847656,,60,61,26.201834,37.834267,,96,51,27.054749,20.188908,,99,55,27.345911,16.595179,,86,55,27.17633,21.889065,,111,63,27.253832,23.540806,
28/08/24,0,63,27.724833,45.572357,,3,61,27.054335,32.44996,,13,65,26.414831,33.933697,,2,65,26.593752,34.897724,,0,65,26.625837,37.1969,,1,63,26.495584,29.853966,,8,51,27.494337,15.941944,,10,3,27.672998,15.124284,,5,61,27.113829,12.218805,,10,65,27.060081,16.704155,
29/08/24,1,61,27.593582,36.95396,,8,55,27.216837,27.748037,,70,61,26.17317,27.666182,,70,63,26.706247,30.007679,,70,63,26.792501,29.46947,,82,61,26.839333,32.35997,,63,51,27.456835,16.263872,,66,51,27.65425,17.283749,,49,51,28.247164,9.1641035,,65,63,27.2455,16.704155,
30/08/24,0,53,27.318583,26.61323,,12,53,27.020998,20.018072,,13,51,26.816916,22.45315,,1,51,26.99375,25.212852,,0,51,27.217499,22.828087,,0,51,27.195587,20.767975,,0,63,27.927666,6.4096174,,3,65,27.106329,11.681987,,6,51,28.582582,11.177405,,4,63,27.782999,9.826088,
31/08/24,0,53,27.395666,17.826363,,16,51,26.902246,13.708391,,16,51,27.014837,14.277983,,4,51,27.164583,15.408671,,3,51,27.488335,14.707222,,8,51,27.653915,10.483357,,8,63,27.502668,11.367109,,7,63,27.893831,8.669949,,0,51,29.249247,10.685391,,10,3,29.422585,13.276144,
01/09/24,0,53,27.328997,24.20314,,8,53,26.885584,14.458382,,10,51,27.441916,15.905319,,0,51,27.808334,14.917212,,14,51,28.155006,14.039999,,10,61,28.272669,13.004921,,12,65,27.777664,11.726277,,22,63,28.302164,12.9249525,,6,51,29.772165,13.1041975,,15,53,29.666334,14.113652,
02/09/24,0,63,26.981081,30.96837,,14,63,26.008501,19.296133,,9,63,26.583582,20.774214,,0,65,26.489584,16.641972,,8,65,26.575834,20.858265,,13,65,26.78308,18.289274,,0,63,27.011002,13.584932,,4,51,28.025084,13.551501,,14,51,28.865915,14.264361,,13,63,28.130919,14.007655,
03/09/24,0,63,26.762337,24.522316,,12,63,26.0335,16.58346,,14,53,26.671082,17.106628,,5,61,27.21875,16.343367,,13,61,27.100836,17.673029,,12,63,26.581001,17.727943,,4,65,27.119333,8.557102,,8,65,28.016748,12.371645,,0,65,28.403412,12.959999,,0,65,27.135078,12.864649,
04/09/24,1,61,26.901915,26.554728,,7,63,26.508501,20.431387,,8,61,26.958582,23.540806,,8,53,27.481245,23.667091,,13,63,27.157084,21.566973,,12,63,26.770586,18.455048,,2,63,26.721413,13.37825,,9,65,26.804247,10.163227,,1,53,28.290916,9.387651,,14,55,27.491333,10.514218,
05/09/24,1,63,26.939417,32.41799,,13,63,26.331419,23.313995,,10,63,26.662748,24.535526,,5,63,26.729166,22.415602,,4,63,26.921667,21.461555,,4,63,26.637247,19.083395,,8,63,26.629745,12.496719,,7,65,26.343834,6.9153743,,1,63,27.799253,4.5536795,,8,63,27.564247,11.570515,
06/09/24,0,63,27.041502,27.059933,,14,55,26.573082,21.67487,,13,61,26.904417,23.34455,,10,61,27.108335,19.486609,,14,63,26.546667,16.563911,,15,65,25.924751,17.388409,,0,61,26.842247,9.449572,,6,65,26.189665,11.384198,,0,63,26.805502,13.493999,,9,63,26.512167,12.0694,
07/09/24,0,55,26.764418,24.1388,,16,61,26.381414,18.25026,,19,61,26.994001,18.899143,,7,53,27.44375,18.58451,,21,53,27.425833,16.923828,,18,51,27.531004,12.959999,,4,65,26.538084,15.30741,,3,63,26.952166,7.5685663,,11,63,27.284668,9.220499,,4,63,27.201746,6.989936,
08/09/24,0,53,26.978998,20.082708,,9,53,26.641838,14.830076,,9,55,26.866913,15.463246,,4,53,27.256248,16.981165,,10,51,27.892504,15.256526,,10,53,27.235163,12.015589,,0,51,27.008917,12.24,,2,51,27.056334,12.387348,,4,51,27.263832,9.422101,,7,63,27.818415,10.829958,
09/09/24,0,53,26.991499,21.746504,,20,53,26.710585,17.373497,,25,63,27.321081,16.595179,,11,53,27.752089,16.981165,,12,61,28.048754,15.192682,,13,61,27.787252,13.779114,,3,63,26.983917,12.783802,,6,61,27.018835,9.885262,,9,51,28.322165,8.39657,,1,61,28.63508,12.768586,
